x	y	PANEL
0	1	1
0	2	1
0	3	1
0	4	1
0	5	1
0	6	1
0	7	1
0	8	1
0	9	1
0	10	1
0	11	1
0	12	1
0	13	1
0	1	1
0	2	1
0	3	1
0	4	1
0	5	1
0	6	1
0	7	1
0	8	1
0	9	1
0	10	1
0	11	1
0	12	1
0	13	1
0	1	1
0	2	1
0	3	1
0	4	1
0	5	1
0	6	1
0	7	1
0	8	1
0	9	1
0	10	1
0	11	1
0	12	1
0	13	1
0	1	1
0	2	1
0	3	1
0	4	1
0	5	1
0	6	1
0	7	1
0	8	1
0	9	1
0	10	1
0	11	1
0	12	1
0	13	1
0	1	1
0	2	1
0	3	1
0	4	1
0	5	1
0	6	1
0	7	1
0	8	1
0	9	1
0	10	1
0	11	1
0	12	1
0	13	1
0	1	1
0	2	1
0	3	1
0	4	1
0	5	1
0	6	1
0	7	1
0	8	1
0	9	1
0	10	1
0	11	1
0	12	1
0	13	1
0	1	1
0	2	1
0	3	1
0	4	1
0	5	1
0	6	1
0	7	1
0	8	1
0	9	1
0	10	1
0	11	1
0	12	1
0	13	1
0	1	1
0	2	1
0	3	1
0	4	1
0	5	1
0	6	1
0	7	1
0	8	1
0	9	1
0	10	1
0	11	1
0	12	1
0	13	1
0	1	1
0	2	1
0	3	1
0	4	1
0	5	1
0	6	1
0	7	1
0	8	1
0	9	1
0	10	1
0	11	1
0	12	1
0	13	1
0	1	1
0	2	1
0	3	1
0	4	1
0	5	1
0	6	1
0	7	1
0	8	1
0	9	1
0	10	1
0	11	1
0	12	1
0	13	1
-0.00273934804823576	1	2
0.00227913505832777	2	2
0	1	2
0	2	2
0	1	2
0	2	2
0	1	2
0	2	2
0	1	2
0	2	2
0	1	2
0	2	2
0	1	2
0	2	2
0	1	2
0	2	2
0	1	2
0	2	2
0	1	2
0	2	2
0.0129701165049882	1	3
0.0159589459369357	1	3
0.0167281619253172	1	3
0.00844849204907725	1	3
0.0120675647974923	1	3
0.0112241056848512	1	3
0.0214468043309242	1	3
0	1	3
0.0138205027612785	1	3
0.0171019225542675	1	3
0.0217160001282476	1	4
0.0265349490925059	2	4
-0.0152663862809346	3	4
0.0263670485514152	1	4
0.0300206168823845	2	4
-0.0139672957655542	3	4
0.0219302524215351	1	4
0.0265621545451707	2	4
-0.0192371041665413	3	4
0.0222981001499557	1	4
0.0323992638051669	2	4
-0.00906439524075562	3	4
0.0223190715575625	1	4
0.0289492723434697	2	4
-0.0100709440877062	3	4
0.0234880367656988	1	4
0.0262710543845654	2	4
-0.00840557813145632	3	4
0.0116500094541904	1	4
0.0334694991857858	2	4
-0.011635439283652	3	4
0.0170061180387652	1	4
0.0164214909968759	2	4
-0.0085950601659481	3	4
0.0248211714178714	1	4
0.0247883149122383	2	4
-0.0107212995525535	3	4
0.0209287787604727	1	4
0.0251379250803227	2	4
-0.00956153096201814	3	4
