group	x	y
1	3.97168472100049	3.99732500646263
2	3.02206689581275	3.98270428303629
3	4.02624513844028	3.96175082383677
4	2.02779155876487	4.0289567687735
5	0.961422735378146	3.98619684707373
6	0.967763589601964	3.96282719170675
7	1.0229170787707	3.99632447861135
8	1.96332971718162	1.98099190799519
9	0.990423496253788	2.03827652424574
10	4.02790567323565	3.99369152160361
11	2.02235877472907	4.0300698194094
12	1.0131939705275	3.98674938108772
13	2.00709152750671	3.98516372013837
14	0.975874587539583	4.02251403754577
15	1.9937162804231	3.98132277976722
16	2.01066951900721	3.97909812791273
17	2.0226317669265	4.03284248653799
18	2.01274074630812	2.03335119146854
19	1.01818400831893	3.00282268382609
20	4.02198142752051	3.97900640906766
21	1.01051241772249	3.03606432430446
22	3.9769479842484	4.02368463225663
23	2.02535851726308	4.02283063435927
24	2.96888295227662	3.97084396317601
25	2.96578913288191	4.03947904452682
26	3.00533565755934	3.97668445216492
27	1.01518883382902	2.96941215697676
28	1.98052553083748	4.03624140243977
29	2.00148404682055	2.97924935884774
30	3.99447186812758	4.0353956467472
31	4.01575559735298	3.98388632599264
32	3.97168365668505	3.9813700686954
33	0.981751283742487	3.97179715896025
34	2.99180461267009	3.97944332512096
35	3.00415509261191	3.99442036116496
36	4.03696790959686	4.0193960962072
37	1.9643737674132	3.99678256001323
38	2.02834731619805	4.03891109963879
39	3.03507428105921	4.00238681372255
40	1.0299421337992	3.99589168164879
41	1.9789016585052	4.0014018153958
42	0.989673606976867	1.98963616898283
43	0.982578635290265	4.03500536881387
44	1.97141432793811	3.99592789251357
45	1.00961141441017	4.00777690280229
46	0.990799181759357	1.9968830544129
47	4.02460703149438	3.99440042838454
48	3.98935437591746	3.96705266937613
49	2.0325643045269	4.00705612748861
50	3.02882374275476	4.01262925460935
51	0.988085062131286	3.00057736922055
52	1.99080181136727	3.96669357795268
53	0.967577210962772	4.0014858449623
54	2.03502753637731	4.01732612138614
55	1.01388995103538	4.01666015870869
56	3.97590032594278	3.98813775090501
57	3.03189789868891	4.03704007260501
58	2.99437326867133	3.96599969090894
59	2.9887242763862	3.97526476914063
60	2.02660991443321	4.03148263642564
61	0.971008219029754	3.96980991315097
62	1.96065010512248	4.00175513563678
63	2.02820124642923	2.98251817582175
64	1.9931565091759	3.99888166723773
65	3.96397834708914	3.96788946406916
66	1.97072688316926	3.98355048812926
67	0.985625122152269	4.00302794892341
68	0.962052145749331	3.96498210296035
69	1.96576574565843	2.96124493816867
70	2.99793559944257	3.97874636976048
71	1.9941496434249	4.01556552991271
72	4.00985807403922	3.97242843514308
73	4.00371213631704	4.01387108571827
74	3.02385089624673	3.9864343954809
75	1.98979290116578	3.99139815554023
76	0.988612506277859	2.02597091184929
77	1.97765474906191	3.97171481056139
78	3.03259062737226	3.96378061946481
79	2.0181752041541	4.01353489367291
80	1.00498700648546	4.03214281976223
81	1.02567437879741	3.97770778594539
82	2.96793042033911	4.03149319138378
83	4.0252994672209	3.99504672396928
84	4.00900752965361	4.00711286380887
85	3.00770534651354	4.00758553177118
86	2.0207952597551	2.98051314618438
87	4.00206023812294	4.01316334549338
88	2.98712204637006	3.97001311231405
89	1.96673031968996	4.03743183625862
