group	fill	y	tooltip	ymin	ymax	colour
1	#FF9779	-6	0.534564509837872	-6.5	-5.5	#FF9779
2	#FFCFBE	-18	0.25265552331413	-18.5	-17.5	#FFCFBE
3	#FFB59E	-15	0.383240088326092	-15.5	-14.5	#FFB59E
4	#FFAF96	-11	0.414398351861606	-11.5	-10.5	#FFAF96
5	#FFB49C	-14	0.388562852202935	-14.5	-13.5	#FFB49C
6	#FFDDD1	-19	0.178699735182931	-19.5	-18.5	#FFDDD1
7	#FF8160	-3	0.637891829042081	-3.5	-2.5	#FF8160
8	#FFB29A	-13	0.398268313894256	-13.5	-12.5	#FFB29A
9	#FF0000	-1	1	-1.5	-0.5	#FF0000
10	#FFA78C	-9	0.456656642681064	-9.5	-8.5	#FFA78C
11	#FFB8A1	-17	0.369066710713805	-17.5	-16.5	#FFB8A1
12	#FFB299	-12	0.40047133868294	-12.5	-11.5	#FFB299
13	#FF9678	-5	0.540618515599011	-5.5	-4.5	#FF9678
14	#FFB69E	-16	0.380335004150811	-16.5	-15.5	#FFB69E
15	#FFAB91	-10	0.433984494187783	-10.5	-9.5	#FFAB91
16	#FF9779	-7	0.532736571597973	-7.5	-6.5	#FF9779
17	#FF9C7F	-8	0.510386466830403	-8.5	-7.5	#FF9C7F
18	#FF7C5B	-2	0.663327818106001	-2.5	-1.5	#FF7C5B
19	#FF8F70	-4	0.573084157844596	-4.5	-3.5	#FF8F70
