group	fill	y	tooltip	ymin	ymax	colour
1	#FFF1EC	-15	0.0726287676748361	-15.5	-14.5	#FFF1EC
2	#FFF7F4	-19	0.0416079926019262	-19.5	-18.5	#FFF7F4
3	#FFEFE9	-12	0.0835355268008614	-12.5	-11.5	#FFEFE9
4	#FFF2EE	-16	0.065689399351367	-16.5	-15.5	#FFF2EE
5	#FFC3AF	-3	0.314188958809704	-3.5	-2.5	#FFC3AF
6	#FF0000	-1	1	-1.5	-0.5	#FF0000
7	#FFE2D8	-5	0.150055376909504	-5.5	-4.5	#FFE2D8
8	#FFF1EB	-13	0.076081167661547	-13.5	-12.5	#FFF1EB
9	#FFDDD1	-4	0.178699735182931	-4.5	-3.5	#FFDDD1
10	#FFF6F3	-18	0.0465046721448258	-18.5	-17.5	#FFF6F3
11	#FFF5F2	-17	0.0510852961432106	-17.5	-16.5	#FFF5F2
12	#FFBEA9	-2	0.337078564578182	-2.5	-1.5	#FFBEA9
13	#FFEEE8	-11	0.0877695811524353	-11.5	-10.5	#FFEEE8
14	#FFECE5	-9	0.0987823762444857	-9.5	-8.5	#FFECE5
15	#FFECE5	-7	0.0999556766069937	-7.5	-6.5	#FFECE5
16	#FFEDE6	-10	0.0942718428142501	-10.5	-9.5	#FFEDE6
17	#FFF1EB	-14	0.0755094319440272	-14.5	-13.5	#FFF1EB
18	#FFE3D8	-6	0.149109306443028	-6.5	-5.5	#FFE3D8
19	#FFECE5	-8	0.0998484010835171	-8.5	-7.5	#FFECE5
