group	fill	y	tooltip	ymin	ymax	colour
1	#FF9B7E	-12	0.513997771684288	-12.5	-11.5	#FF9B7E
2	#FFD3C4	-18	0.230388680332536	-18.5	-17.5	#FFD3C4
3	#FF805F	-3	0.644732592247594	-3.5	-2.5	#FF805F
4	#FF8969	-5	0.601372695307514	-5.5	-4.5	#FF8969
5	#FFC8B5	-16	0.287590248230166	-16.5	-15.5	#FFC8B5
6	#FFF6F3	-19	0.0465046721448258	-19.5	-18.5	#FFF6F3
7	#FF987A	-11	0.531290707249586	-11.5	-10.5	#FF987A
8	#FF9172	-9	0.56469369841838	-9.5	-8.5	#FF9172
9	#FFA78C	-14	0.456656642681064	-14.5	-13.5	#FFA78C
10	#FF0000	-1	1	-1.5	-0.5	#FF0000
11	#FF8F70	-7	0.572460429919268	-7.5	-6.5	#FF8F70
12	#FFCAB8	-17	0.276444269950665	-17.5	-16.5	#FFCAB8
13	#FF8E6E	-6	0.579009677224461	-6.5	-5.5	#FF8E6E
14	#FFB29A	-15	0.398286331588968	-15.5	-14.5	#FFB29A
15	#FF9071	-8	0.567105122375926	-8.5	-7.5	#FF9071
16	#FF9374	-10	0.554534015450537	-10.5	-9.5	#FF9374
17	#FF8161	-4	0.636279001449344	-4.5	-3.5	#FF8161
18	#FF6E4D	-2	0.721809092032277	-2.5	-1.5	#FF6E4D
19	#FF9F83	-13	0.493649673968765	-13.5	-12.5	#FF9F83
