group	fill	y	tooltip	ymin	ymax	colour
1	#FF7150	-4	0.708043444387868	-4.5	-3.5	#FF7150
2	#FFA489	-15	0.46952498100492	-15.5	-14.5	#FFA489
3	#FF977A	-12	0.531552755917045	-12.5	-11.5	#FF977A
4	#FF7452	-6	0.69891403848331	-6.5	-5.5	#FF7452
5	#FFCCBB	-18	0.264981866317592	-18.5	-17.5	#FFCCBB
6	#FFF1EB	-19	0.0755094319440272	-19.5	-18.5	#FFF1EB
7	#FFA388	-14	0.473929560540418	-14.5	-13.5	#FFA388
8	#FF7D5C	-9	0.658563146821866	-9.5	-8.5	#FF7D5C
9	#FF9C7F	-13	0.510386466830403	-13.5	-12.5	#FF9C7F
10	#FF8161	-11	0.636279001449344	-11.5	-10.5	#FF8161
11	#FF7C5B	-8	0.659972065988447	-8.5	-7.5	#FF7C5B
12	#FFCBBA	-17	0.269298659304246	-17.5	-16.5	#FFCBBA
13	#FF805F	-10	0.644689824016138	-10.5	-9.5	#FF805F
14	#FFB198	-16	0.405793732093914	-16.5	-15.5	#FFB198
15	#FF714F	-3	0.711623977626989	-3.5	-2.5	#FF714F
16	#FF7250	-5	0.706857754732344	-5.5	-4.5	#FF7250
17	#FF0000	-1	1	-1.5	-0.5	#FF0000
18	#FF2F17	-2	0.938837462308852	-2.5	-1.5	#FF2F17
19	#FF7857	-7	0.677985569760587	-7.5	-6.5	#FF7857
