group	x
1	10.91
2	10.91
3	10.91
4	10.91
5	44.33
6	46.04
7	20
8	21.75
9	21.75
10	21.75
11	21.75
12	18.65
13	20.15
14	20.22
15	20.22
16	20.22
17	20.22
18	44.35
19	21.3
20	23.3
21	23.3
22	23.3
23	23.3
24	38.32
25	39.35
26	39.35
27	39.35
28	39.35
29	26.82
30	27.08
31	27.08
32	27.08
33	27.08
34	26.72
35	26.52
36	26.52
37	26.52
38	26.52
39	26.46
40	33.32
41	33.32
42	33.32
43	33.32
44	15.9
45	15.9
46	15.9
47	15.9
48	15.9
49	22.53
50	22.59
51	85.77
52	85.77
53	85.77
54	85.77
55	81.64
56	81.64
57	81.64
58	81.64
59	79.92
60	79.92
61	79.92
62	79.92
63	79.92
64	79.92
65	79.92
66	79.92
67	79.92
68	28
69	28
70	28
71	28
72	31.35
73	31.35
74	31.35
75	31.35
76	25
77	25
78	25
79	25
80	48.05
81	45.83
82	19.64
83	22.08
84	22.08
85	22.08
86	22.08
87	85.7
88	85.7
89	85.7
90	85.7
91	17.8
92	17.67
93	17.67
94	17.67
95	17.67
96	81.21
97	19.88
98	20.84
99	20.84
100	20.84
101	20.84
102	11.45
103	12.65
104	24.88
105	24.88
106	24.88
107	24.88
108	25.24
109	117.67
110	113.07
111	30.87
112	84.01
113	84.01
114	84.01
115	84.01
116	65.05
117	65.05
118	65.05
119	65.05
120	12.85
121	12.77
122	19.8
123	21.87
124	21.87
125	21.87
126	21.87
127	28.67
128	26.67
129	26.67
130	26.67
131	26.67
132	27.37
133	52.28
134	52.28
135	52.28
136	52.28
137	49.56
138	51.93
139	51.93
140	51.93
141	51.93
142	48.41
143	47.32
144	19.75
145	9.75
146	9.8
147	29.62
148	37.4
149	25.4
150	28.4
151	20.75
152	19.85
153	19.85
154	19.85
155	19.85
156	40.32
157	40.43
158	40.43
159	40.43
160	40.43
161	14.4
162	14.4
163	14.4
164	14.4
165	13.4
166	13.4
167	13.4
168	13.4
169	13.4
170	13.4
171	13.4
172	13.4
173	13.4
174	14.15
175	15.5
176	37.17
177	41.8
178	44.83
179	44.83
180	44.83
181	44.83
182	12.43
183	34.13
184	35.43
185	35.43
186	35.43
187	35.43
188	58.77
189	58.77
190	58.77
191	58.77
192	59.48
193	55.43
194	55.43
195	55.43
196	55.43
197	60.04
198	60.04
199	60.04
200	60.04
201	59.82
202	26.31
203	27.31
204	26.79
205	26.79
206	26.79
207	26.79
208	8.4
209	8.4
210	8.4
211	8.4
212	46.74
213	46.35
214	39
215	39.95
216	39.95
217	39.95
218	39.95
219	12.72
220	40.63
221	40.74
222	40.55
223	40.55
224	40.55
225	40.55
226	28.95
227	30.92
228	30.71
229	30.71
230	30.71
231	30.71
232	7.75
233	7.51
234	7
235	7
236	7
237	7
238	6.05
239	6.35
240	6.35
241	6.35
242	6.35
243	6.35
244	6.35
245	6.35
246	6.35
247	6.35
248	6.35
249	6.35
250	6.35
251	6.35
252	8.44
253	6.76
254	6.76
255	6.76
256	6.76
257	12
258	12
259	12
260	12
261	11.4
262	11.4
263	11.4
264	11.4
265	10.67
266	10.67
267	10.67
268	10.67
269	10.67
270	10.67
271	10.67
272	10.67
273	10.67
274	33.68
275	33.68
276	33.68
277	33.68
278	9.49
279	9.49
280	9.49
281	9.49
282	26.37
283	23.35
284	23.35
285	23.35
286	23.35
287	44.5
288	47.63
289	47.63
290	47.63
291	47.63
292	19.93
293	14.16
294	14.16
295	14.16
296	14.16
297	14.89
298	78.65
299	78.65
300	78.65
301	78.65
302	94.54
303	91.5
304	75.66
305	75.66
306	75.66
307	75.66
308	69.03
309	54.5
310	49.5
311	83.48
312	83.07
313	83.07
314	83.07
315	83.07
316	109.89
317	20.35
318	20.35
319	20.35
320	20.35
321	64
322	64
323	64
324	64
325	64
326	64
327	64
328	64
329	64
330	22.24
331	22.24
332	22.24
333	22.24
334	22.24
335	35.1
336	35.1
337	35.1
338	35.1
339	36.4
