group	x	y
1	0.60508249522892	4.01088491966948
2	0.348126744226925	3.99122859472409
3	0.381956029861422	3.97900127099827
4	0.417754624912317	4.0258255521208
5	0.412472345949097	3.99337776610628
6	0.294724059305635	3.99629261083901
7	0.38952331611928	4.02368275796995
8	0.576244320814635	2.01294736230746
9	0.864681236812225	1.97051070578396
10	0.614200905007801	3.99761928670108
11	0.639064454376534	4.03033471791074
12	0.568883702821978	3.99258874891326
13	0.575497667532162	4.00553145965561
14	1.01774628515686	3.9996338487044
15	0.993103247935508	3.97497988095507
16	0.64416015095804	4.02647312812507
17	0.653862785970558	3.99177912626415
18	0.321836329546211	1.99887637220323
19	0.279781112573316	2.99907299216837
20	0.43875596557229	4.0336993836239
21	0.480687977545159	2.99312875771895
22	0.694648160665259	4.01163353901356
23	0.691430631059099	3.99897730559111
24	0.909032587210246	3.99863943740726
25	0.895904563938799	3.9810750236921
26	0.870749865227375	3.99941753292456
27	0.525831605273871	3.98680942151695
28	0.489809794663714	2.97962080717087
29	0.400704597709942	2.97154035247862
30	0.558742691914643	3.99633972937241
31	0.522517875513667	4.02069648934528
32	0.259965574271001	4.00688749467954
33	0.315229488392778	4.03245954493061
34	0.549559124174043	4.01662885000929
35	1.010173743191	3.98382548630238
36	1.01942682036481	4.02795126194134
37	0.971645101582843	3.96001067183912
38	0.33367432169154	3.96708406114951
39	0.46903970536804	4.00655528469011
40	0.457040917828847	4.039791732952
41	0.418046530595618	4.00156717829406
42	0.691399000785403	1.99654341265559
43	0.609867832713747	4.0037423806265
44	0.264619771004728	3.96802253164351
45	0.245280617373335	3.96034600492567
46	0.500076462249925	2.00004635857418
47	0.402975799869649	3.9921727030538
48	0.483992562424079	4.01946965100244
49	0.507877340710814	3.97589973490685
50	0.523940158920341	4.0161263172701
51	0.505471214006936	3.01192523155361
52	0.546581405366286	3.97993248803541
53	0.446439975865081	4.03873994996771
54	0.395803142645424	4.00172615250573
55	0.534469042140763	4.02058619476855
56	0.0714704997700819	3.96620307933539
57	0.182724181125086	4.02133018989116
58	0.167952453040696	4.00076652375981
59	0.619037967044635	4.01374036021531
60	0.51681713979484	3.98264274202287
61	0.328128768429183	4.03230762928724
62	0.484462666327776	4.02805486818776
63	0.465957914064157	2.98281497722492
64	0.649621625352569	4.02561142930761
65	0.461796472950634	4.02691680677235
66	0.599368432855109	4.00204218743369
67	0.649578828449766	4.00978669596836
68	0.649356212796827	4.0096202237159
69	0.692920562009163	2.98308849574998
70	0.989949622705272	4.00457892045379
71	1.00202167588122	4.00350458800793
72	0.685431371158996	4.02489008788019
73	0.723042899728102	4.01353196997195
74	0.563330892340413	3.9621865538694
75	0.480535809176775	4.00249419705942
76	0.666826798878441	1.96750839333981
77	0.93727122639501	3.97207546412945
78	0.985814955429388	3.97247698128223
79	0.957478639290978	3.98578436175361
80	0.99450092064091	3.97298782547936
81	0.665551489757548	3.99329034009948
82	0.444425422149198	3.9951257958822
83	0.529209206964617	4.01693287538365
84	0.469130637694018	3.98994147982448
85	0.289438701805787	4.03771326860413
86	0.317844950129743	3.02852153634652
87	0.526011379040068	3.99637778164819
88	0.513305249554366	4.01304972186685
89	0.537715354376497	3.96332810625434
90	0.221569700754737	4.00826047945768
91	0.521874679014063	3.98897654624656
92	0.523455180875594	3.99325280994177
93	0.466782324770892	3.96689932353795
94	0.499982004281029	3.98450304601341
95	0.458807169578351	2.0053681050241
96	0.542978543228778	3.99374183507636
97	0.521097937869688	3.99858976386487
98	0.525961608002013	1.9972482130304
99	0.55356918309846	4.00785026509315
100	0.468477496911886	4.03644805777818
101	0.406231288512699	3.9635742190294
102	0.803685163281386	2.98883724689484
103	0.843328334186226	4.01791408576071
104	0.827106703612208	4.03009340904653
105	0.260825683937742	4.03484138578176
106	0.268474085652692	4.00314713684842
107	0.180336148295725	1.96045453134924
108	0.744936086786906	3.97695431523025
109	0.809903141389813	3.97798382183537
110	0.999262016757139	3.97893582260236
111	0.970760318725416	4.01371414067224
112	0.983812002192942	3.98594557460397
113	0.511950260469637	3.99152221109718
114	0.377786438960107	4.01421633290127
115	0.48808484808675	3.96038863174617
116	0.491902954704466	4.00862558735535
117	0.655085893645944	1.03179220354184
118	0.663221257263938	3.97495351126418
119	0.657154200603761	1.99608241204172
120	0.997848352718355	4.01757583705708
121	0.617967603746761	4.03663282163441
122	0.462637306120649	3.97305553039536
123	0.970288221155302	3.96966110154986
124	0.995133082044498	4.03846754025668
125	0.98925081554804	3.99371767852455
126	0.777305341838824	2.9836585021019
127	0.79298940600335	3.99242784073576
128	0.884029042368378	4.01733486868441
129	0.609753004722252	3.99307455983013
130	0.670544300664117	3.99140345251188
131	0.352412776944573	3.01419076189399
132	0.4915766991195	3.01300966503099
133	0.421692659865253	4.03132449403405
134	0.1743947454891	1.96770608667284
135	0.249312225687282	4.02459000386298
136	0.43034111627472	3.96277866998687
137	0.446931113704772	4.01906309431419
138	0.442293466356977	4.02363496834412
139	0.382549979030825	2.97850434465334
140	0.35692689439682	2.00723546981812
141	0.371289891272729	3.99923997905105
142	0.428492436885264	3.97152847617865
143	0.541437001874387	4.02907523494214
144	0.66939184542237	3.99882029045373
145	0.631657624238643	4.00135152745992
146	0.450311833353733	3.97951274676248
147	0.456247421947464	3.97329607212916
148	0.452413648632847	3.9704392128624
149	0.502963075779438	3.01586535489187
150	0.50655887621809	2.03192556334659
151	0.469125136440199	3.99250883232802
152	0.464993688932102	4.03817189656198
153	0.621328442316714	4.02282718012109
154	0.350872420805823	3.96131225218996
155	0.523274799889224	4.01287787117064
156	0.475774828406499	3.99553124718368
157	0.497332050275737	4.00528158765286
158	0.529019361981717	3.98602287860587
159	0.758266745930108	4.01178004184738
160	0.924453661246716	3.98444409787655
161	0.924909170998311	3.98955345321447
162	0.609724876008054	4.00317905906588
163	0.354061341719366	3.96763910574839
164	0.835194357003859	1.02885144317523
165	0.365165782123529	4.00844230456278
166	0.597861946770493	4.02556566519663
167	0.632076477948992	3.96333906726912
168	0.579685243127643	4.01371049646288
169	0.988278400679968	3.97308377867565
170	0.437741935720498	4.03910760099068
171	0.480884039139653	3.99583678061143
172	0.566501378975809	3.99988208092749
173	0.538264897295156	4.02571485618129
174	0.627335074943912	4.01509949240834
175	0.633450504867298	3.96284342868254
176	0.714136669903301	3.97664334436879
177	0.676429452409612	3.97773644899949
178	1.00445139161257	4.0388322891295
179	0.948497949549949	3.99742625586689
180	0.532018826624921	4.00576657263562
181	0.594818746572594	3.98291192889214
182	0.575823428775029	3.98090394960716
183	0.508788883304614	3.99763801053166
184	0.522814993651886	3.96139037394896
185	0.520432574823049	4.00455819886178
186	0.43681437438932	4.01514694238082
187	0.390006835663902	4.01085322244093
188	0.390830067791942	3.96099144708365
189	0.711085060817988	3.96501424079761
190	0.737201177865034	3.96341787163168
191	0.488838519742107	3.97647936925292
192	0.504464740455486	4.00104100052267
193	0.489720778759332	3.97773414708674
194	0.924537913343035	3.9784137898311
195	0.921988664392254	3.97708985066041
196	0.975207704911036	4.03577417768538
197	0.961549746655988	3.96961684428155
198	0.499865750262265	4.01445387272164
199	0.712659733610316	4.02567693199962
200	0.713098739443945	3.96590203024447
201	1.0212591746266	4.00546925101429
