group	y	label
1	2.5	IC_Annually..summarize.district.wide.fidelity.and....
2	2.5	IC_Annually..summarize.district.wide.fidelity.and....
3	2.5	IC_Annually..summarize.district.wide.fidelity.and....
4	2.5	IC_Annually..summarize.district.wide.fidelity.and....
5	2.5	IC_Annually..summarize.district.wide.fidelity.and....
6	2.5	IC_Annually..summarize.district.wide.fidelity.and....
7	2.5	IC_Annually..summarize.district.wide.fidelity.and....
8	2.5	IC_Annually..summarize.district.wide.fidelity.and....
9	2.5	IC_Annually..summarize.district.wide.fidelity.and....
10	2.5	IC_Annually..summarize.district.wide.fidelity.and....
11	2.5	IC_Annually..summarize.district.wide.fidelity.and....
12	2.5	IC_Annually..summarize.district.wide.fidelity.and....
13	2.5	IC_Annually..summarize.district.wide.fidelity.and....
14	2.5	IC_Annually..summarize.district.wide.fidelity.and....
15	2.5	IC_Annually..summarize.district.wide.fidelity.and....
16	2.5	IC_Annually..summarize.district.wide.fidelity.and....
17	2.5	IC_Annually..summarize.district.wide.fidelity.and....
18	2.5	IC_Annually..summarize.district.wide.fidelity.and....
19	2.5	IC_Annually..summarize.district.wide.fidelity.and....
20	2.5	IC_Annually..summarize.district.wide.fidelity.and....
21	2.5	IC_Annually..summarize.district.wide.fidelity.and....
22	2.5	IC_Annually..summarize.district.wide.fidelity.and....
23	2.5	IC_Annually..summarize.district.wide.fidelity.and....
24	2.5	IC_Annually..summarize.district.wide.fidelity.and....
25	2.5	IC_Annually..summarize.district.wide.fidelity.and....
26	2.5	IC_Annually..summarize.district.wide.fidelity.and....
27	2.5	IC_Annually..summarize.district.wide.fidelity.and....
28	2.5	IC_Annually..summarize.district.wide.fidelity.and....
29	2.5	IC_Annually..summarize.district.wide.fidelity.and....
30	2.5	IC_Annually..summarize.district.wide.fidelity.and....
31	2.5	IC_Annually..summarize.district.wide.fidelity.and....
32	2.5	IC_Annually..summarize.district.wide.fidelity.and....
33	2.5	IC_Annually..summarize.district.wide.fidelity.and....
34	2.5	IC_Annually..summarize.district.wide.fidelity.and....
35	2.5	IC_Annually..summarize.district.wide.fidelity.and....
36	2.5	IC_Annually..summarize.district.wide.fidelity.and....
37	2.5	IC_Annually..summarize.district.wide.fidelity.and....
38	2.5	IC_Annually..summarize.district.wide.fidelity.and....
39	2.5	IC_Annually..summarize.district.wide.fidelity.and....
40	2.5	IC_Annually..summarize.district.wide.fidelity.and....
41	2.5	IC_Annually..summarize.district.wide.fidelity.and....
42	2.5	IC_Annually..summarize.district.wide.fidelity.and....
43	2.5	IC_Annually..summarize.district.wide.fidelity.and....
44	2.5	IC_Annually..summarize.district.wide.fidelity.and....
45	2.5	IC_Annually..summarize.district.wide.fidelity.and....
46	2.5	IC_Annually..summarize.district.wide.fidelity.and....
47	2.5	IC_Annually..summarize.district.wide.fidelity.and....
48	2.5	IC_Annually..summarize.district.wide.fidelity.and....
49	2.5	IC_Annually..summarize.district.wide.fidelity.and....
