group	y	label
1	434.5	Calculated_NCES_Total.Students.median
2	434.5	Calculated_NCES_Total.Students.median
3	434.5	Calculated_NCES_Total.Students.median
4	434.5	Calculated_NCES_Total.Students.median
5	434.5	Calculated_NCES_Total.Students.median
6	434.5	Calculated_NCES_Total.Students.median
7	434.5	Calculated_NCES_Total.Students.median
8	434.5	Calculated_NCES_Total.Students.median
9	434.5	Calculated_NCES_Total.Students.median
10	434.5	Calculated_NCES_Total.Students.median
11	434.5	Calculated_NCES_Total.Students.median
12	434.5	Calculated_NCES_Total.Students.median
13	434.5	Calculated_NCES_Total.Students.median
14	434.5	Calculated_NCES_Total.Students.median
15	434.5	Calculated_NCES_Total.Students.median
16	434.5	Calculated_NCES_Total.Students.median
17	434.5	Calculated_NCES_Total.Students.median
18	434.5	Calculated_NCES_Total.Students.median
19	434.5	Calculated_NCES_Total.Students.median
20	434.5	Calculated_NCES_Total.Students.median
21	434.5	Calculated_NCES_Total.Students.median
22	434.5	Calculated_NCES_Total.Students.median
23	434.5	Calculated_NCES_Total.Students.median
24	434.5	Calculated_NCES_Total.Students.median
25	434.5	Calculated_NCES_Total.Students.median
26	434.5	Calculated_NCES_Total.Students.median
27	434.5	Calculated_NCES_Total.Students.median
28	434.5	Calculated_NCES_Total.Students.median
29	434.5	Calculated_NCES_Total.Students.median
30	434.5	Calculated_NCES_Total.Students.median
31	434.5	Calculated_NCES_Total.Students.median
32	434.5	Calculated_NCES_Total.Students.median
33	434.5	Calculated_NCES_Total.Students.median
34	434.5	Calculated_NCES_Total.Students.median
35	434.5	Calculated_NCES_Total.Students.median
36	434.5	Calculated_NCES_Total.Students.median
37	434.5	Calculated_NCES_Total.Students.median
38	434.5	Calculated_NCES_Total.Students.median
39	434.5	Calculated_NCES_Total.Students.median
40	434.5	Calculated_NCES_Total.Students.median
41	434.5	Calculated_NCES_Total.Students.median
42	434.5	Calculated_NCES_Total.Students.median
43	434.5	Calculated_NCES_Total.Students.median
44	434.5	Calculated_NCES_Total.Students.median
45	434.5	Calculated_NCES_Total.Students.median
46	434.5	Calculated_NCES_Total.Students.median
47	434.5	Calculated_NCES_Total.Students.median
48	434.5	Calculated_NCES_Total.Students.median
49	434.5	Calculated_NCES_Total.Students.median
