group	y	label
1	1	NCES_Locale_N
2	1	NCES_Locale_N
3	1	NCES_Locale_N
4	1	NCES_Locale_N
5	1	NCES_Locale_N
6	1	NCES_Locale_N
7	1	NCES_Locale_N
8	1	NCES_Locale_N
9	1	NCES_Locale_N
10	1	NCES_Locale_N
11	1	NCES_Locale_N
12	1	NCES_Locale_N
13	1	NCES_Locale_N
14	1	NCES_Locale_N
15	1	NCES_Locale_N
16	1	NCES_Locale_N
17	1	NCES_Locale_N
18	1	NCES_Locale_N
19	1	NCES_Locale_N
20	1	NCES_Locale_N
21	1	NCES_Locale_N
22	1	NCES_Locale_N
23	1	NCES_Locale_N
24	1	NCES_Locale_N
25	1	NCES_Locale_N
26	1	NCES_Locale_N
27	1	NCES_Locale_N
28	1	NCES_Locale_N
29	1	NCES_Locale_N
30	1	NCES_Locale_N
31	1	NCES_Locale_N
32	1	NCES_Locale_N
33	1	NCES_Locale_N
34	1	NCES_Locale_N
35	1	NCES_Locale_N
36	1	NCES_Locale_N
37	1	NCES_Locale_N
38	1	NCES_Locale_N
39	1	NCES_Locale_N
40	1	NCES_Locale_N
41	1	NCES_Locale_N
42	1	NCES_Locale_N
43	1	NCES_Locale_N
44	1	NCES_Locale_N
45	1	NCES_Locale_N
46	1	NCES_Locale_N
47	1	NCES_Locale_N
48	1	NCES_Locale_N
49	1	NCES_Locale_N
