group	y	label
1	24	NCES_Locale_Town..Distant
2	24	NCES_Locale_Town..Distant
3	24	NCES_Locale_Town..Distant
4	24	NCES_Locale_Town..Distant
5	24	NCES_Locale_Town..Distant
6	24	NCES_Locale_Town..Distant
7	24	NCES_Locale_Town..Distant
8	24	NCES_Locale_Town..Distant
9	24	NCES_Locale_Town..Distant
10	24	NCES_Locale_Town..Distant
11	24	NCES_Locale_Town..Distant
12	24	NCES_Locale_Town..Distant
13	24	NCES_Locale_Town..Distant
14	24	NCES_Locale_Town..Distant
15	24	NCES_Locale_Town..Distant
16	24	NCES_Locale_Town..Distant
17	24	NCES_Locale_Town..Distant
18	24	NCES_Locale_Town..Distant
19	24	NCES_Locale_Town..Distant
20	24	NCES_Locale_Town..Distant
21	24	NCES_Locale_Town..Distant
22	24	NCES_Locale_Town..Distant
23	24	NCES_Locale_Town..Distant
24	24	NCES_Locale_Town..Distant
25	24	NCES_Locale_Town..Distant
26	24	NCES_Locale_Town..Distant
27	24	NCES_Locale_Town..Distant
28	24	NCES_Locale_Town..Distant
29	24	NCES_Locale_Town..Distant
30	24	NCES_Locale_Town..Distant
31	24	NCES_Locale_Town..Distant
32	24	NCES_Locale_Town..Distant
33	24	NCES_Locale_Town..Distant
34	24	NCES_Locale_Town..Distant
35	24	NCES_Locale_Town..Distant
36	24	NCES_Locale_Town..Distant
37	24	NCES_Locale_Town..Distant
38	24	NCES_Locale_Town..Distant
39	24	NCES_Locale_Town..Distant
40	24	NCES_Locale_Town..Distant
41	24	NCES_Locale_Town..Distant
42	24	NCES_Locale_Town..Distant
43	24	NCES_Locale_Town..Distant
44	24	NCES_Locale_Town..Distant
45	24	NCES_Locale_Town..Distant
46	24	NCES_Locale_Town..Distant
47	24	NCES_Locale_Town..Distant
48	24	NCES_Locale_Town..Distant
49	24	NCES_Locale_Town..Distant
