group	y	label
1	5	IC_Teacher_leader_growth_mindset_In_Place
2	5	IC_Teacher_leader_growth_mindset_In_Place
3	5	IC_Teacher_leader_growth_mindset_In_Place
4	5	IC_Teacher_leader_growth_mindset_In_Place
5	5	IC_Teacher_leader_growth_mindset_In_Place
6	5	IC_Teacher_leader_growth_mindset_In_Place
7	5	IC_Teacher_leader_growth_mindset_In_Place
8	5	IC_Teacher_leader_growth_mindset_In_Place
9	5	IC_Teacher_leader_growth_mindset_In_Place
10	5	IC_Teacher_leader_growth_mindset_In_Place
11	5	IC_Teacher_leader_growth_mindset_In_Place
12	5	IC_Teacher_leader_growth_mindset_In_Place
13	5	IC_Teacher_leader_growth_mindset_In_Place
14	5	IC_Teacher_leader_growth_mindset_In_Place
15	5	IC_Teacher_leader_growth_mindset_In_Place
16	5	IC_Teacher_leader_growth_mindset_In_Place
17	5	IC_Teacher_leader_growth_mindset_In_Place
18	5	IC_Teacher_leader_growth_mindset_In_Place
19	5	IC_Teacher_leader_growth_mindset_In_Place
20	5	IC_Teacher_leader_growth_mindset_In_Place
21	5	IC_Teacher_leader_growth_mindset_In_Place
22	5	IC_Teacher_leader_growth_mindset_In_Place
23	5	IC_Teacher_leader_growth_mindset_In_Place
24	5	IC_Teacher_leader_growth_mindset_In_Place
25	5	IC_Teacher_leader_growth_mindset_In_Place
26	5	IC_Teacher_leader_growth_mindset_In_Place
27	5	IC_Teacher_leader_growth_mindset_In_Place
28	5	IC_Teacher_leader_growth_mindset_In_Place
29	5	IC_Teacher_leader_growth_mindset_In_Place
30	5	IC_Teacher_leader_growth_mindset_In_Place
31	5	IC_Teacher_leader_growth_mindset_In_Place
32	5	IC_Teacher_leader_growth_mindset_In_Place
33	5	IC_Teacher_leader_growth_mindset_In_Place
34	5	IC_Teacher_leader_growth_mindset_In_Place
35	5	IC_Teacher_leader_growth_mindset_In_Place
36	5	IC_Teacher_leader_growth_mindset_In_Place
37	5	IC_Teacher_leader_growth_mindset_In_Place
38	5	IC_Teacher_leader_growth_mindset_In_Place
39	5	IC_Teacher_leader_growth_mindset_In_Place
40	5	IC_Teacher_leader_growth_mindset_In_Place
41	5	IC_Teacher_leader_growth_mindset_In_Place
42	5	IC_Teacher_leader_growth_mindset_In_Place
43	5	IC_Teacher_leader_growth_mindset_In_Place
44	5	IC_Teacher_leader_growth_mindset_In_Place
45	5	IC_Teacher_leader_growth_mindset_In_Place
46	5	IC_Teacher_leader_growth_mindset_In_Place
47	5	IC_Teacher_leader_growth_mindset_In_Place
48	5	IC_Teacher_leader_growth_mindset_In_Place
49	5	IC_Teacher_leader_growth_mindset_In_Place
