group	y	label
1	279.65	Free.Lunch.Eligible.mean
2	279.65	Free.Lunch.Eligible.mean
3	279.65	Free.Lunch.Eligible.mean
4	279.65	Free.Lunch.Eligible.mean
5	279.65	Free.Lunch.Eligible.mean
6	279.65	Free.Lunch.Eligible.mean
7	279.65	Free.Lunch.Eligible.mean
8	279.65	Free.Lunch.Eligible.mean
9	279.65	Free.Lunch.Eligible.mean
10	279.65	Free.Lunch.Eligible.mean
11	279.65	Free.Lunch.Eligible.mean
12	279.65	Free.Lunch.Eligible.mean
13	279.65	Free.Lunch.Eligible.mean
14	279.65	Free.Lunch.Eligible.mean
15	279.65	Free.Lunch.Eligible.mean
16	279.65	Free.Lunch.Eligible.mean
17	279.65	Free.Lunch.Eligible.mean
18	279.65	Free.Lunch.Eligible.mean
19	279.65	Free.Lunch.Eligible.mean
20	279.65	Free.Lunch.Eligible.mean
21	279.65	Free.Lunch.Eligible.mean
22	279.65	Free.Lunch.Eligible.mean
23	279.65	Free.Lunch.Eligible.mean
24	279.65	Free.Lunch.Eligible.mean
25	279.65	Free.Lunch.Eligible.mean
26	279.65	Free.Lunch.Eligible.mean
27	279.65	Free.Lunch.Eligible.mean
28	279.65	Free.Lunch.Eligible.mean
29	279.65	Free.Lunch.Eligible.mean
30	279.65	Free.Lunch.Eligible.mean
31	279.65	Free.Lunch.Eligible.mean
32	279.65	Free.Lunch.Eligible.mean
33	279.65	Free.Lunch.Eligible.mean
34	279.65	Free.Lunch.Eligible.mean
35	279.65	Free.Lunch.Eligible.mean
36	279.65	Free.Lunch.Eligible.mean
37	279.65	Free.Lunch.Eligible.mean
38	279.65	Free.Lunch.Eligible.mean
39	279.65	Free.Lunch.Eligible.mean
40	279.65	Free.Lunch.Eligible.mean
41	279.65	Free.Lunch.Eligible.mean
42	279.65	Free.Lunch.Eligible.mean
43	279.65	Free.Lunch.Eligible.mean
44	279.65	Free.Lunch.Eligible.mean
45	279.65	Free.Lunch.Eligible.mean
46	279.65	Free.Lunch.Eligible.mean
47	279.65	Free.Lunch.Eligible.mean
48	279.65	Free.Lunch.Eligible.mean
49	279.65	Free.Lunch.Eligible.mean
50	279.65	Free.Lunch.Eligible.mean
