x	y	PANEL
-0.00212226444225931	1	1
0	2	1
0.00205045058342009	3	1
0	1	1
0	2	1
0	3	1
0	1	1
0	2	1
0	3	1
0	1	1
0	2	1
0	3	1
0	1	1
0	2	1
0	3	1
0	1	1
0	2	1
0	3	1
0	1	1
0	2	1
0	3	1
0	1	1
0	2	1
0	3	1
0	1	1
0	2	1
0	3	1
0	1	1
4.70180450023524e-06	2	1
0	3	1
0	1	2
0	2	2
0	3	2
0	1	2
0	2	2
-0.00594203737673148	3	2
3.36430619201571e-06	1	2
0	2	2
0	3	2
0	1	2
0	2	2
0	3	2
4.29825521267025e-05	1	2
0	2	2
0	3	2
0	1	2
0.000878964890955558	2	2
0	3	2
0	1	2
0	2	2
0	3	2
0	1	2
0.000246414622519185	2	2
0	3	2
0	1	2
0	2	2
-0.0011421919411783	3	2
0	1	2
0	2	2
0	3	2
0	1	3
0	2	3
0	1	3
-6.18130077029967e-05	2	3
0	1	3
0	2	3
0	1	3
0	2	3
0.000568057512712585	1	3
-7.86509370694286e-05	2	3
0	1	3
0	2	3
0	1	3
0	2	3
0.000362732626105848	1	3
0	2	3
2.67087667056896e-06	1	3
-9.95777986551729e-05	2	3
0	1	3
0	2	3
0.000345295529360623	1	4
-0.00052206858100559	2	4
0	1	4
0	2	4
0.000102154085490123	1	4
0	2	4
0.00022480978515244	1	4
-0.000466520804714074	2	4
0	1	4
-0.00125830069745236	2	4
0	1	4
-0.00114558621156666	2	4
0	1	4
0	2	4
0.000234690777693101	1	4
0	2	4
0.000167499602959801	1	4
-0.00227506486562635	2	4
0	1	4
0	2	4
0	1	5
0.000347684098043107	2	5
0.00630439116717385	3	5
0.00401118640641165	1	5
0	2	5
0.00319544283143699	3	5
0.00565384696812619	1	5
0.000498219186086544	2	5
0.00337828841908373	3	5
0	1	5
0.000636751995585787	2	5
0	3	5
0.0070785716262608	1	5
0.000859370253025937	2	5
0.0101763556828004	3	5
0.00339825632817807	1	5
0	2	5
0	3	5
0	1	5
0	2	5
0.0016918104527765	3	5
0	1	5
0.000802294955969311	2	5
0	3	5
0.00238412994042745	1	5
0.000809317234288082	2	5
0.00594346669937994	3	5
0.0026880318589451	1	5
0	2	5
0	3	5
-0.283729843584535	1	6
0.00253619123389855	2	6
-0.156543142713239	1	6
0.0044921775026855	2	6
-0.00158967123110314	1	6
0.00171828805104305	2	6
-0.0453079119537843	1	6
0	2	6
-0.241737528560022	1	6
0.00308485710571407	2	6
0	1	6
0.00394201253071146	2	6
-0.159750743157217	1	6
0	2	6
0	1	6
0.00103495788337297	2	6
-0.153647531817574	1	6
0.00214168090100202	2	6
-0.036107272068963	1	6
0.0014226274475261	2	6
0.0113615936212656	1	7
0.0139797555626796	1	7
0.0146535752206302	1	7
0.00740073023532157	1	7
0.0105709742217557	1	7
0.009832118894566	1	7
0.0187870228605153	1	7
0	1	7
0.0121065170042872	1	7
0.0149809829487049	1	7
0.0267417083998144	1	8
0.0243178047885544	2	8
-0.0555993808651558	3	8
0.000331623328235999	4	8
0.0324691434684842	1	8
0.0275122254213778	2	8
-0.0508681611112608	3	8
0.000422775508191871	4	8
0.0270055448483891	1	8
0.024342737072569	2	8
-0.0700605278561526	3	8
0.000319431107715764	4	8
0.0274585231423136	1	8
0.0296921230095535	2	8
-0.0330120536732694	3	8
0.000276617919236494	4	8
0.0274843479380238	1	8
0.0265303977469478	2	8
-0.0366778519618191	3	8
0.000308516664242606	4	8
0.0289238453841878	1	8
0.0240759599683492	2	8
-0.0306126761973989	3	8
0.00033566945101868	4	8
0.0143461573880632	1	8
0.0306729342021042	2	8
-0.0423756616897	3	8
0.000365363019886873	4	8
0.020941823858894	1	8
0.0150493830233808	2	8
-0.0313027598628417	3	8
0.00023506679302702	4	8
0.0305655058150014	1	8
0.0227171117220371	2	8
-0.0390464125708832	3	8
0.000314207736830695	4	8
0.0257723013202963	1	8
0.023037509993386	2	8
-0.0348225959849537	3	8
0.000307393122392277	4	8
