group	y	label
1	4.5	Rural..Distant
2	4.5	Rural..Distant
3	4.5	Rural..Distant
4	4.5	Rural..Distant
5	4.5	Rural..Distant
6	4.5	Rural..Distant
7	4.5	Rural..Distant
8	4.5	Rural..Distant
9	4.5	Rural..Distant
10	4.5	Rural..Distant
11	4.5	Rural..Distant
12	4.5	Rural..Distant
13	4.5	Rural..Distant
14	4.5	Rural..Distant
15	4.5	Rural..Distant
16	4.5	Rural..Distant
17	4.5	Rural..Distant
18	4.5	Rural..Distant
19	4.5	Rural..Distant
20	4.5	Rural..Distant
21	4.5	Rural..Distant
22	4.5	Rural..Distant
23	4.5	Rural..Distant
24	4.5	Rural..Distant
25	4.5	Rural..Distant
26	4.5	Rural..Distant
27	4.5	Rural..Distant
28	4.5	Rural..Distant
29	4.5	Rural..Distant
30	4.5	Rural..Distant
31	4.5	Rural..Distant
32	4.5	Rural..Distant
33	4.5	Rural..Distant
34	4.5	Rural..Distant
35	4.5	Rural..Distant
36	4.5	Rural..Distant
37	4.5	Rural..Distant
38	4.5	Rural..Distant
39	4.5	Rural..Distant
40	4.5	Rural..Distant
41	4.5	Rural..Distant
42	4.5	Rural..Distant
43	4.5	Rural..Distant
44	4.5	Rural..Distant
45	4.5	Rural..Distant
46	4.5	Rural..Distant
47	4.5	Rural..Distant
