group	y	label
1	2.5	Designate.district.level.contact.person.
2	2.5	Designate.district.level.contact.person.
3	2.5	Designate.district.level.contact.person.
4	2.5	Designate.district.level.contact.person.
5	2.5	Designate.district.level.contact.person.
6	2.5	Designate.district.level.contact.person.
7	2.5	Designate.district.level.contact.person.
8	2.5	Designate.district.level.contact.person.
9	2.5	Designate.district.level.contact.person.
10	2.5	Designate.district.level.contact.person.
11	2.5	Designate.district.level.contact.person.
12	2.5	Designate.district.level.contact.person.
13	2.5	Designate.district.level.contact.person.
14	2.5	Designate.district.level.contact.person.
15	2.5	Designate.district.level.contact.person.
16	2.5	Designate.district.level.contact.person.
17	2.5	Designate.district.level.contact.person.
18	2.5	Designate.district.level.contact.person.
19	2.5	Designate.district.level.contact.person.
20	2.5	Designate.district.level.contact.person.
21	2.5	Designate.district.level.contact.person.
22	2.5	Designate.district.level.contact.person.
23	2.5	Designate.district.level.contact.person.
24	2.5	Designate.district.level.contact.person.
25	2.5	Designate.district.level.contact.person.
26	2.5	Designate.district.level.contact.person.
27	2.5	Designate.district.level.contact.person.
28	2.5	Designate.district.level.contact.person.
29	2.5	Designate.district.level.contact.person.
30	2.5	Designate.district.level.contact.person.
31	2.5	Designate.district.level.contact.person.
32	2.5	Designate.district.level.contact.person.
33	2.5	Designate.district.level.contact.person.
34	2.5	Designate.district.level.contact.person.
35	2.5	Designate.district.level.contact.person.
36	2.5	Designate.district.level.contact.person.
37	2.5	Designate.district.level.contact.person.
38	2.5	Designate.district.level.contact.person.
39	2.5	Designate.district.level.contact.person.
40	2.5	Designate.district.level.contact.person.
41	2.5	Designate.district.level.contact.person.
42	2.5	Designate.district.level.contact.person.
43	2.5	Designate.district.level.contact.person.
44	2.5	Designate.district.level.contact.person.
45	2.5	Designate.district.level.contact.person.
46	2.5	Designate.district.level.contact.person.
47	2.5	Designate.district.level.contact.person.
48	2.5	Designate.district.level.contact.person.
49	2.5	Designate.district.level.contact.person.
50	2.5	Designate.district.level.contact.person.
