group	y	label
1	3.25	DBDM_avg
2	3.25	DBDM_avg
3	3.25	DBDM_avg
4	3.25	DBDM_avg
5	3.25	DBDM_avg
6	3.25	DBDM_avg
7	3.25	DBDM_avg
8	3.25	DBDM_avg
9	3.25	DBDM_avg
10	3.25	DBDM_avg
11	3.25	DBDM_avg
12	3.25	DBDM_avg
13	3.25	DBDM_avg
14	3.25	DBDM_avg
15	3.25	DBDM_avg
16	3.25	DBDM_avg
17	3.25	DBDM_avg
18	3.25	DBDM_avg
19	3.25	DBDM_avg
20	3.25	DBDM_avg
21	3.25	DBDM_avg
22	3.25	DBDM_avg
23	3.25	DBDM_avg
24	3.25	DBDM_avg
25	3.25	DBDM_avg
26	3.25	DBDM_avg
27	3.25	DBDM_avg
28	3.25	DBDM_avg
29	3.25	DBDM_avg
30	3.25	DBDM_avg
31	3.25	DBDM_avg
32	3.25	DBDM_avg
33	3.25	DBDM_avg
34	3.25	DBDM_avg
35	3.25	DBDM_avg
36	3.25	DBDM_avg
37	3.25	DBDM_avg
38	3.25	DBDM_avg
39	3.25	DBDM_avg
40	3.25	DBDM_avg
41	3.25	DBDM_avg
42	3.25	DBDM_avg
43	3.25	DBDM_avg
44	3.25	DBDM_avg
45	3.25	DBDM_avg
46	3.25	DBDM_avg
47	3.25	DBDM_avg
