x	y	tooltip	PANEL
8.64239748717104e-07	1	mean = 8.64239748717104e-07	1
0.00031515800092988	2	mean = 0.00031515800092988	1
0.000677817567431866	3	mean = 0.000677817567431866	1
0.00112182571234653	4	mean = 0.00112182571234653	1
0.000926841861687201	1	mean = 0.000926841861687201	2
0.000962540913060724	2	mean = 0.000962540913060724	2
-0.000782511422361706	3	mean = -0.000782511422361706	2
-0.000357538472494193	4	mean = -0.000357538472494193	2
0.0011996352219911	1	mean = 0.0011996352219911	3
0.00190130142685318	2	mean = 0.00190130142685318	3
0.00341245964114407	1	mean = 0.00341245964114407	4
0.00223003196102877	2	mean = 0.00223003196102877	4
0.00873701920044763	1	mean = 0.00873701920044763	5
0.0017539358910824	1	mean = 0.0017539358910824	6
0.00528931445119001	2	mean = 0.00528931445119001	6
0.0125741996503966	1	mean = 0.0125741996503966	7
0.0160152172006605	2	mean = 0.0160152172006605	7
-0.00525665205369278	3	mean = -0.00525665205369278	7
0.00681404481092461	4	mean = 0.00681404481092461	7
0.00981422438126707	5	mean = 0.00981422438126707	7
0.0936440348160457	1	mean = 0.0936440348160457	8
0.154360663579756	2	mean = 0.154360663579756	8
0.0205574175845182	3	mean = 0.0205574175845182	8
0.0142930896250152	4	mean = 0.0142930896250152	8
