label	group	x	y
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Free.and.Reduced.Lunch.Students..Public.School..sd	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
