group	y	label
1	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
2	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
3	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
4	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
5	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
6	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
7	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
8	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
9	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
10	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
11	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
12	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
13	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
14	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
15	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
16	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
17	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
18	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
19	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
20	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
21	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
22	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
23	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
24	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
25	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
26	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
27	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
28	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
29	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
30	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
31	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
32	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
33	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
34	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
35	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
36	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
37	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
38	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
39	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
40	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
41	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
42	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
43	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
44	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
45	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
46	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
47	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
48	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
49	192.654123005741	Calculated_NCES_Free.Lunch.Eligible.sd
