group	x	y
1	1.03722806802019	3.96797593930736
2	3.35682576436545	4.00044186061248
3	3.28590362702697	3.96377233838663
4	3.48883329072564	4.01671809088439
5	3.50701987467706	3.96038044586778
6	3.47362222357173	3.96037360003218
7	3.53621942374855	3.96248244957998
8	3.30085523051728	2.01040743788704
9	3.96305449094875	1.9680864866823
10	3.86004624859983	4.01359386013821
11	4.00722345646518	4.00270432382822
12	3.75423338546825	4.02104064725339
13	3.8707731703547	4.01221115317196
14	3.19972221269315	3.97694151641801
15	3.31863657413625	4.02256184067577
16	3.75054575110052	3.99472318954766
17	3.78137393581626	4.00788307650015
18	3.56423520624016	2.01672384545207
19	3.72022927427943	3.03167365159839
20	3.99421438232064	3.99105106156319
21	3.78456372166601	2.98455472176895
22	3.70340529458194	4.03330247942358
23	3.92082621096943	4.01293600047007
24	4.23471250009982	3.99189092056826
25	4.14611261346784	3.97178174918517
26	4.3121215741226	3.99073619794101
27	3.70384118496139	2.96667966512963
28	3.43770907362378	3.99767231462523
29	3.95385441717967	2.97971767656505
30	3.93726825717837	3.99494859050959
31	3.83312808760524	4.01698694134131
32	3.90423100542277	4.00987984104082
33	4.17739544112235	3.98341153489426
34	3.8949632575182	4.03670980110765
35	3.78024785324931	3.98663938255981
36	4.4541196724462	4.01460704261437
37	4.1182718766259	3.97267197351903
38	4.12636171083978	3.97027086969465
39	3.95566255978958	3.98439367009327
40	4.0335413921172	4.00411033866927
41	4.17715567167561	3.99502200910822
42	3.70042462674901	1.99043746873736
43	4.1908950839408	3.96930070377886
44	3.77248330095067	4.02906321482733
45	3.81943737719197	4.02664828898385
46	3.77972305089673	1.99923570187762
47	3.81252138511538	4.0154342433624
48	3.96609999013443	4.03585312804207
49	4.34491403093562	3.97380401715636
50	4.19043820331494	3.9992354121618
51	3.90552611616417	2.98826233003289
52	3.48661146647798	3.98206578949466
53	3.63685766076611	3.99831486331299
54	3.78435950369722	3.96540801931173
55	3.47089028841213	3.96596696585417
56	3.96588120279834	3.99938813442364
57	4.1477896855752	4.00192355839536
58	3.98833186008731	3.98489578278735
59	3.66382958140313	4.02588379783556
60	3.92368102827175	4.01580749411136
61	3.67833369346336	4.03011208971962
62	3.59567128449248	3.97079339107499
63	3.58558973191306	2.97830947685987
64	3.86355268851238	4.01013663932681
65	3.79984568515296	4.00265989169478
66	3.8039538779296	4.01368021059781
67	3.90324994878875	3.96131891269237
68	3.5331199105284	3.98467283368111
69	3.25964381239687	3.0310610133782
70	4.33316466294329	4.01215099606663
71	3.6305005346963	4.02983828753233
72	4.91045306178223	3.99202763769776
73	4.87716818333205	4.02015032310039
74	3.50626844864871	4.02139400037006
75	3.91516351751983	4.02217429447919
76	3.75526592045658	1.96220260525122
77	4.08716931672767	3.96518740115687
78	4.22762301530974	3.96318809766322
79	4.25128251399845	4.02335878107697
80	3.98660519038556	3.96152668328956
81	3.97944634216267	3.99519542120397
82	3.93917430152157	3.97801654802635
83	3.82858810594986	3.96334807084873
84	3.9536034503155	4.03667440071702
85	3.655809418535	4.01880225451663
86	3.63978134494468	2.98789844509214
87	4.71061146831347	4.02940837183967
88	4.55378675980493	4.03720904039219
89	3.7740021746033	4.01434316491708
90	4.4252304282681	4.01542574616149
91	4.10881268430501	4.02735335545614
92	4.05705229642898	4.01870274150744
93	3.63613350128561	4.02288423022255
94	3.65890674900971	4.01100690292195
95	3.78563030722241	2.01586438350379
96	3.75346668787301	3.98401615634561
97	3.86927223298337	3.97450069177896
98	3.82465028827309	1.96264291571453
99	3.52044481712261	3.99554436303675
100	3.61668013829738	4.00214356202632
101	3.54788394048971	4.03518939459696
102	3.95276138031855	3.02922961896285
103	3.88841206600603	3.97492649998516
104	3.71817916039377	3.97686777260154
105	4.15811954658478	4.00344107778743
106	4.44903116640325	3.98480397045612
107	4.3034765912758	2.01046301072463
108	4.12299433337525	3.98108237346634
109	3.86993279837839	4.01378863735124
110	4.02886240534993	4.02594584392384
111	3.92438162202429	3.99967747647315
112	4.08542968520895	3.98762392049655
113	3.62189686611751	3.99134035978466
114	3.95583727000902	3.96584302367643
115	3.75163650375085	4.00544286640361
116	3.29470501416786	3.9790728898719
117	4.19194717510658	0.997946943566203
118	4.20772824943831	3.99555645244196
119	3.58789552303469	1.98804480835795
120	4.22174827211226	4.03186268253252
121	3.94649851246834	3.96324173888192
122	4.01253836393228	3.99770379915833
123	3.99967893599358	4.020846922528
124	3.81423199745778	4.00538304641843
