group	y	label
1	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
2	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
3	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
4	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
5	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
6	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
7	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
8	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
9	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
10	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
11	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
12	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
13	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
14	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
15	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
16	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
17	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
18	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
19	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
20	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
21	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
22	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
23	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
24	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
25	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
26	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
27	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
28	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
29	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
30	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
31	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
32	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
33	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
34	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
35	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
36	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
37	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
38	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
39	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
40	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
41	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
42	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
43	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
44	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
45	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
46	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
47	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
48	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
49	2.5	IC_Develop.a.district.wide.plan.for.consistent.and...
