group	y	label
1	2.5	Participate.in.regional..cadre..and.state.event...
2	2.5	Participate.in.regional..cadre..and.state.event...
3	2.5	Participate.in.regional..cadre..and.state.event...
4	2.5	Participate.in.regional..cadre..and.state.event...
5	2.5	Participate.in.regional..cadre..and.state.event...
6	2.5	Participate.in.regional..cadre..and.state.event...
7	2.5	Participate.in.regional..cadre..and.state.event...
8	2.5	Participate.in.regional..cadre..and.state.event...
9	2.5	Participate.in.regional..cadre..and.state.event...
10	2.5	Participate.in.regional..cadre..and.state.event...
11	2.5	Participate.in.regional..cadre..and.state.event...
12	2.5	Participate.in.regional..cadre..and.state.event...
13	2.5	Participate.in.regional..cadre..and.state.event...
14	2.5	Participate.in.regional..cadre..and.state.event...
15	2.5	Participate.in.regional..cadre..and.state.event...
16	2.5	Participate.in.regional..cadre..and.state.event...
17	2.5	Participate.in.regional..cadre..and.state.event...
18	2.5	Participate.in.regional..cadre..and.state.event...
19	2.5	Participate.in.regional..cadre..and.state.event...
20	2.5	Participate.in.regional..cadre..and.state.event...
21	2.5	Participate.in.regional..cadre..and.state.event...
22	2.5	Participate.in.regional..cadre..and.state.event...
23	2.5	Participate.in.regional..cadre..and.state.event...
24	2.5	Participate.in.regional..cadre..and.state.event...
25	2.5	Participate.in.regional..cadre..and.state.event...
26	2.5	Participate.in.regional..cadre..and.state.event...
27	2.5	Participate.in.regional..cadre..and.state.event...
28	2.5	Participate.in.regional..cadre..and.state.event...
29	2.5	Participate.in.regional..cadre..and.state.event...
30	2.5	Participate.in.regional..cadre..and.state.event...
31	2.5	Participate.in.regional..cadre..and.state.event...
32	2.5	Participate.in.regional..cadre..and.state.event...
33	2.5	Participate.in.regional..cadre..and.state.event...
34	2.5	Participate.in.regional..cadre..and.state.event...
35	2.5	Participate.in.regional..cadre..and.state.event...
36	2.5	Participate.in.regional..cadre..and.state.event...
37	2.5	Participate.in.regional..cadre..and.state.event...
38	2.5	Participate.in.regional..cadre..and.state.event...
39	2.5	Participate.in.regional..cadre..and.state.event...
40	2.5	Participate.in.regional..cadre..and.state.event...
41	2.5	Participate.in.regional..cadre..and.state.event...
42	2.5	Participate.in.regional..cadre..and.state.event...
43	2.5	Participate.in.regional..cadre..and.state.event...
44	2.5	Participate.in.regional..cadre..and.state.event...
45	2.5	Participate.in.regional..cadre..and.state.event...
46	2.5	Participate.in.regional..cadre..and.state.event...
47	2.5	Participate.in.regional..cadre..and.state.event...
