group	y	label
1	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
2	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
3	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
4	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
5	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
6	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
7	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
8	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
9	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
10	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
11	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
12	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
13	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
14	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
15	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
16	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
17	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
18	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
19	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
20	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
21	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
22	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
23	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
24	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
25	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
26	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
27	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
28	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
29	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
30	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
31	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
32	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
33	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
34	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
35	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
36	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
37	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
38	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
39	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
40	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
41	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
42	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
43	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
44	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
45	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
46	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
47	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
48	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
49	2.5	IC_Form.district.leadership.team..DLT....see.Bluep...
