x	xend	y	yend	clickSelects	PANEL
-0.0302000769005074	0.210985323246747	1	1	Participate.in.regional..cadre..and.state.event...	1
-0.0302000769005074	0.210985323246747	2	2	Total.Students..All.Grades..Excludes.AE...Public.School..sd	1
-0.0302000769005074	0.210985323246747	3	3	Use.technology.to.increase.the.quality.and.time...	1
-0.0302000769005074	0.210985323246747	1	1	Free.and.Reduced.Lunch.Students..Public.School..sd	2
-0.0302000769005074	0.210985323246747	2	2	Full.Time.Equivalent..FTE..Teachers..Public.School..mean	2
-0.0302000769005074	0.210985323246747	3	3	Rural..Remote	2
-0.0302000769005074	0.210985323246747	1	1	Full.Time.Equivalent..FTE..Teachers..Public.School..sd	3
-0.0302000769005074	0.210985323246747	2	2	Reduced.Lunch.Eligible.min	3
-0.0302000769005074	0.210985323246747	1	1	Free.Lunch.Eligible.sd	4
-0.0302000769005074	0.210985323246747	2	2	Town..Distant	4
-0.0302000769005074	0.210985323246747	1	1	City..Large	5
-0.0302000769005074	0.210985323246747	2	2	Full.Time.Equivalent..FTE..Teachers..Public.School..median	5
-0.0302000769005074	0.210985323246747	3	3	Rural..Distant	5
-0.0302000769005074	0.210985323246747	1	1	Free.Reduced.Lunch.Rate.sd	6
-0.0302000769005074	0.210985323246747	2	2	Suburb..Large	6
-0.0302000769005074	0.210985323246747	1	1	Align.implementation.goals.with.CSIP..Comprehen...	7
-0.0302000769005074	0.210985323246747	1	1	Administer.implementation.survey..e.g..Collabor...	8
-0.0302000769005074	0.210985323246747	2	2	Annually..summarize.district.wide.fidelity.and....	8
-0.0302000769005074	0.210985323246747	3	3	DBDM_avg	8
-0.0302000769005074	0.210985323246747	4	4	Designate.district.level.contact.person.	8
-0.0302000769005074	0.210985323246747	5	5	Free.Lunch.Eligible.median	8
-0.0302000769005074	0.210985323246747	6	6	PD_avg	8
