group	y	label
1	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
2	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
3	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
4	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
5	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
6	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
7	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
8	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
9	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
10	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
11	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
12	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
13	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
14	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
15	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
16	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
17	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
18	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
19	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
20	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
21	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
22	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
23	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
24	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
25	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
26	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
27	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
28	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
29	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
30	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
31	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
32	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
33	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
34	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
35	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
36	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
37	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
38	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
39	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
40	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
41	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
42	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
43	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
44	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
45	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
46	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
47	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
48	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
49	155.5	Calculated_NCES_Reduced.Lunch.Eligible.mean
