group	y	label
1	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
2	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
3	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
4	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
5	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
6	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
7	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
8	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
9	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
10	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
11	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
12	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
13	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
14	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
15	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
16	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
17	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
18	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
19	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
20	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
21	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
22	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
23	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
24	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
25	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
26	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
27	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
28	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
29	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
30	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
31	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
32	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
33	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
34	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
35	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
36	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
37	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
38	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
39	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
40	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
41	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
42	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
43	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
44	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
45	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
46	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
47	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
48	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
49	11.667	Calculated_NCES_Pupil.Teacher.Ratio..Public.School..mean
