group	y	label
1	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
2	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
3	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
4	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
5	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
6	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
7	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
8	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
9	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
10	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
11	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
12	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
13	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
14	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
15	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
16	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
17	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
18	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
19	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
20	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
21	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
22	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
23	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
24	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
25	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
26	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
27	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
28	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
29	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
30	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
31	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
32	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
33	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
34	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
35	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
36	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
37	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
38	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
39	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
40	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
41	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
42	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
43	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
44	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
45	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
46	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
47	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
48	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
49	66.575	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..max
