group	x
1	12.49
2	12.49
3	12.49
4	12.49
5	14.86
6	15.19
7	8.68
8	8.175
9	8.175
10	8.175
11	8.175
12	10.16
13	9.465
14	9.685
15	9.685
16	9.685
17	9.685
18	14.005
19	14.11
20	13.61
21	13.61
22	13.61
23	13.61
24	14.37
25	14.385
26	14.385
27	14.385
28	14.385
29	13.775
30	13.885
31	13.885
32	13.885
33	13.885
34	12.95
35	13.16
36	13.16
37	13.16
38	13.16
39	14.785
40	14.155
41	14.155
42	14.155
43	14.155
44	10.32
45	10.305
46	10.305
47	10.305
48	10.305
49	11.98
50	12.08
51	13.745
52	13.745
53	13.745
54	13.745
55	13.985
56	13.985
57	13.985
58	13.985
59	13.945
60	13.945
61	13.945
62	13.945
63	13.945
64	13.945
65	13.945
66	13.945
67	13.945
68	12.34
69	12.34
70	12.34
71	12.34
72	10.97
73	10.97
74	10.97
75	10.97
76	15.37
77	15.37
78	15.37
79	15.37
80	12.73
81	13.11
82	11.26
83	11.245
84	11.245
85	11.245
86	11.245
87	13.45
88	13.45
89	13.45
90	13.45
91	11.575
92	10.005
93	10.005
94	10.005
95	10.005
96	12.31
97	12.83
98	13.4
99	13.4
100	13.4
101	13.4
102	7.02
103	7.975
104	12.59
105	12.59
106	12.59
107	12.59
108	11.205
109	12.29
110	13.87
111	12.39
112	16.22
113	16.22
114	16.22
115	16.22
116	15.84
117	15.84
118	15.84
119	15.84
120	10.175
121	10.85
122	14.63
123	13.805
124	13.805
125	13.805
126	13.805
127	12.46
128	13.95
129	13.95
130	13.95
131	13.95
132	13.99
133	15.02
134	15.02
135	15.02
136	15.02
137	14.99
138	14.805
139	14.805
140	14.805
141	14.805
142	11.705
143	12.76
144	12.51
145	8.245
146	8.13
147	13.69
148	13.94
149	14.42
150	13.52
151	10.15
152	11.48
153	11.48
154	11.48
155	11.48
156	13.52
157	13.865
158	13.865
159	13.865
160	13.865
161	12.71
162	12.71
163	12.71
164	12.71
165	13.88
166	13.88
167	13.88
168	13.88
169	13.88
170	13.88
171	13.88
172	13.88
173	13.88
174	14.84
175	12.97
176	15
177	13.755
178	12.265
179	12.265
180	12.265
181	12.265
182	10.175
183	14.755
184	13.8
185	13.8
186	13.8
187	13.8
188	12.19
189	12.19
190	12.19
191	12.19
192	13.76
193	13.27
194	13.27
195	13.27
196	13.27
197	13.625
198	13.625
199	13.625
200	13.625
201	14.07
202	11.97
203	11.09
204	11.65
205	11.65
206	11.65
207	11.65
208	7.02
209	7.02
210	7.02
211	7.02
212	12.195
213	12.76
214	13.905
215	14.175
216	14.175
217	14.175
218	14.175
219	11.695
220	11.32
221	12.49
222	12.58
223	12.58
224	12.58
225	12.58
226	10.71
227	10.25
228	13.45
229	13.45
230	13.45
231	13.45
232	5.625
233	5.765
234	5.93
235	5.93
236	5.93
237	5.93
238	8.76
239	6.93
240	6.93
241	6.93
242	6.93
243	6.77
244	6.77
245	6.77
246	6.77
247	6.77
248	6.77
249	6.77
250	6.77
251	6.77
252	6.48
253	6.93
254	6.93
255	6.93
256	6.93
257	8.92
258	8.92
259	8.92
260	8.92
261	8.86
262	8.86
263	8.86
264	8.86
265	8.72
266	8.72
267	8.72
268	8.72
269	8.72
270	8.72
271	8.72
272	8.72
273	8.72
274	15.615
275	15.615
276	15.615
277	15.615
278	12.01
279	12.01
280	12.01
281	12.01
282	12.59
283	13.02
284	13.02
285	13.02
286	13.02
287	11.13
288	11.48
289	11.48
290	11.48
291	11.48
292	10.14
293	12.24
294	12.24
295	12.24
296	12.24
297	12.67
298	14.47
299	14.47
300	14.47
301	14.47
302	12.31
303	13.67
304	13.18
305	13.18
306	13.18
307	13.18
308	14.65
309	12.9
310	12.26
311	12.89
312	14.425
313	14.425
314	14.425
315	14.425
316	14.41
317	15.53
318	15.53
319	15.53
320	15.53
321	16.025
322	16.025
323	16.025
324	16.025
325	16.025
326	16.025
327	16.025
328	16.025
329	16.025
330	13.19
331	13.87
332	13.87
333	13.87
334	13.87
335	14.04
336	14.04
337	14.04
338	14.04
339	13.97
340	13.97
341	13.97
342	13.97
343	14.32
344	14.32
345	14.32
346	14.32
347	14.32
348	14.32
349	14.32
350	14.32
351	14.32
352	14.25
353	14.25
