group	y
1	0.0961013431337842
2	0.0961013431337842
3	0.0961013431337842
4	0.0961013431337842
5	0.0961013431337842
6	0.0961013431337842
7	0.0961013431337842
8	0.0961013431337842
9	0.0961013431337842
10	0.0961013431337842
11	0.0961013431337842
12	0.0961013431337842
13	0.0961013431337842
14	0.0961013431337842
15	0.0961013431337842
16	0.0961013431337842
17	0.0961013431337842
18	0.0961013431337842
19	0.0961013431337842
20	0.0961013431337842
21	0.0961013431337842
22	0.0961013431337842
23	0.0961013431337842
24	0.0961013431337842
25	0.0961013431337842
26	0.0961013431337842
27	0.0961013431337842
28	0.0961013431337842
29	0.0961013431337842
30	0.0961013431337842
31	0.0961013431337842
32	0.0961013431337842
33	0.0961013431337842
34	0.0961013431337842
35	0.0961013431337842
36	0.0961013431337842
37	0.0961013431337842
38	0.0961013431337842
39	0.0961013431337842
40	0.0961013431337842
41	0.0961013431337842
42	0.0961013431337842
43	0.0961013431337842
44	0.0961013431337842
45	0.0961013431337842
46	0.0961013431337842
47	0.0961013431337842
