group	y	label
1	0.176797559442906	Free.Reduced.Lunch.Rate.sd
2	0.176797559442906	Free.Reduced.Lunch.Rate.sd
3	0.176797559442906	Free.Reduced.Lunch.Rate.sd
4	0.176797559442906	Free.Reduced.Lunch.Rate.sd
5	0.176797559442906	Free.Reduced.Lunch.Rate.sd
6	0.176797559442906	Free.Reduced.Lunch.Rate.sd
7	0.176797559442906	Free.Reduced.Lunch.Rate.sd
8	0.176797559442906	Free.Reduced.Lunch.Rate.sd
9	0.176797559442906	Free.Reduced.Lunch.Rate.sd
10	0.176797559442906	Free.Reduced.Lunch.Rate.sd
11	0.176797559442906	Free.Reduced.Lunch.Rate.sd
12	0.176797559442906	Free.Reduced.Lunch.Rate.sd
13	0.176797559442906	Free.Reduced.Lunch.Rate.sd
14	0.176797559442906	Free.Reduced.Lunch.Rate.sd
15	0.176797559442906	Free.Reduced.Lunch.Rate.sd
16	0.176797559442906	Free.Reduced.Lunch.Rate.sd
17	0.176797559442906	Free.Reduced.Lunch.Rate.sd
18	0.176797559442906	Free.Reduced.Lunch.Rate.sd
19	0.176797559442906	Free.Reduced.Lunch.Rate.sd
20	0.176797559442906	Free.Reduced.Lunch.Rate.sd
21	0.176797559442906	Free.Reduced.Lunch.Rate.sd
22	0.176797559442906	Free.Reduced.Lunch.Rate.sd
23	0.176797559442906	Free.Reduced.Lunch.Rate.sd
24	0.176797559442906	Free.Reduced.Lunch.Rate.sd
25	0.176797559442906	Free.Reduced.Lunch.Rate.sd
26	0.176797559442906	Free.Reduced.Lunch.Rate.sd
27	0.176797559442906	Free.Reduced.Lunch.Rate.sd
28	0.176797559442906	Free.Reduced.Lunch.Rate.sd
29	0.176797559442906	Free.Reduced.Lunch.Rate.sd
30	0.176797559442906	Free.Reduced.Lunch.Rate.sd
31	0.176797559442906	Free.Reduced.Lunch.Rate.sd
32	0.176797559442906	Free.Reduced.Lunch.Rate.sd
33	0.176797559442906	Free.Reduced.Lunch.Rate.sd
34	0.176797559442906	Free.Reduced.Lunch.Rate.sd
35	0.176797559442906	Free.Reduced.Lunch.Rate.sd
36	0.176797559442906	Free.Reduced.Lunch.Rate.sd
37	0.176797559442906	Free.Reduced.Lunch.Rate.sd
38	0.176797559442906	Free.Reduced.Lunch.Rate.sd
39	0.176797559442906	Free.Reduced.Lunch.Rate.sd
40	0.176797559442906	Free.Reduced.Lunch.Rate.sd
41	0.176797559442906	Free.Reduced.Lunch.Rate.sd
42	0.176797559442906	Free.Reduced.Lunch.Rate.sd
43	0.176797559442906	Free.Reduced.Lunch.Rate.sd
44	0.176797559442906	Free.Reduced.Lunch.Rate.sd
45	0.176797559442906	Free.Reduced.Lunch.Rate.sd
46	0.176797559442906	Free.Reduced.Lunch.Rate.sd
47	0.176797559442906	Free.Reduced.Lunch.Rate.sd
