group	y
1	2.42857142857143
2	2.42857142857143
3	2.42857142857143
4	2.42857142857143
5	2.42857142857143
6	2.42857142857143
7	2.42857142857143
8	2.42857142857143
9	2.42857142857143
10	2.42857142857143
11	2.42857142857143
12	2.42857142857143
13	2.42857142857143
14	2.42857142857143
15	2.42857142857143
16	2.42857142857143
17	2.42857142857143
18	2.42857142857143
19	2.42857142857143
20	2.42857142857143
21	2.42857142857143
22	2.42857142857143
23	2.42857142857143
24	2.42857142857143
25	2.42857142857143
26	2.42857142857143
27	2.42857142857143
28	2.42857142857143
29	2.42857142857143
30	2.42857142857143
31	2.42857142857143
32	2.42857142857143
33	2.42857142857143
34	2.42857142857143
35	2.42857142857143
36	2.42857142857143
37	2.42857142857143
38	2.42857142857143
39	2.42857142857143
40	2.42857142857143
41	2.42857142857143
42	2.42857142857143
43	2.42857142857143
44	2.42857142857143
45	2.42857142857143
46	2.42857142857143
47	2.42857142857143
48	2.42857142857143
49	2.42857142857143
50	2.42857142857143
