group	fill	y	tooltip	ymin	ymax	colour
1	#FFE5DC	-6	0.134634524920605	-6.5	-5.5	#FFE5DC
2	#FF0000	-1	1	-1.5	-0.5	#FF0000
3	#FFF9F7	-23	0.0295261225333496	-23.5	-22.5	#FFF9F7
4	#FFFEFD	-30	0.00646741126827924	-30.5	-29.5	#FFFEFD
5	#FFE1D6	-4	0.157457752756488	-4.5	-3.5	#FFE1D6
6	#FDFBFF	-29	-0.0185291646743784	-29.5	-28.5	#FDFBFF
7	#FFE8E0	-9	0.119210988181553	-9.5	-8.5	#FFE8E0
8	#FCF9FF	-26	-0.0248159691631905	-26.5	-25.5	#FCF9FF
9	#FFE7DE	-7	0.126417796876027	-7.5	-6.5	#FFE7DE
10	#FFF9F7	-24	0.0293282255189267	-24.5	-23.5	#FFF9F7
11	#F7F1FF	-16	-0.0606375964678975	-16.5	-15.5	#F7F1FF
12	#FFF1EC	-15	0.071306000336593	-15.5	-14.5	#FFF1EC
13	#FFEAE3	-10	0.108536975505766	-10.5	-9.5	#FFEAE3
14	#FFF9F6	-22	0.0330250304049945	-22.5	-21.5	#FFF9F6
15	#FFEAE3	-12	0.108091324146885	-12.5	-11.5	#FFEAE3
16	#F8F2FF	-18	-0.0533736081495887	-18.5	-17.5	#F8F2FF
17	#FFFAF7	-25	0.0287608784909408	-25.5	-24.5	#FFFAF7
18	#FAF6FF	-21	-0.0365452998232434	-21.5	-20.5	#FAF6FF
19	#FAF6FF	-20	-0.0375634434092065	-20.5	-19.5	#FAF6FF
20	#FFF6F3	-19	0.0453024074150649	-19.5	-18.5	#FFF6F3
21	#FFE2D7	-5	0.154388394804988	-5.5	-4.5	#FFE2D7
22	#FFDFD4	-3	0.165409881222657	-3.5	-2.5	#FFDFD4
23	#FFEDE7	-13	0.0930680838986455	-13.5	-12.5	#FFEDE7
24	#FFFBF9	-27	0.0236326444228562	-27.5	-26.5	#FFFBF9
25	#FDFBFF	-28	-0.0187822520300503	-28.5	-27.5	#FDFBFF
26	#FFD2C2	-2	0.234987731617051	-2.5	-1.5	#FFD2C2
27	#FFF4F0	-17	0.0580331032628673	-17.5	-16.5	#FFF4F0
28	#FFF0EB	-14	0.0766810408683698	-14.5	-13.5	#FFF0EB
29	#FFE8E0	-8	0.119696470584169	-8.5	-7.5	#FFE8E0
30	#F0E5FF	-11	-0.108413250126678	-11.5	-10.5	#F0E5FF
