group	y
1	-29.3
2	-28.3
3	-13.3
4	-19.3
5	-10.3
6	-14.3
7	-18.3
8	-17.3
9	-4.3
10	-12.3
11	-27.3
12	-9.3
13	-7.3
14	-16.3
15	-15.3
16	-6.3
17	-30.3
18	-21.3
19	-20.3
20	-3.3
21	-8.3
22	-23.3
23	-5.3
24	-25.3
25	-1.3
26	-24.3
27	-26.3
28	-22.3
29	-2.3
30	-11.3
