group	y
1	-9.3
2	-19.3
3	-6.3
4	-11.3
5	-15.3
6	-12.3
7	-24.3
8	-21.3
9	-5.3
10	-22.3
11	-29.3
12	-2.3
13	-1.3
14	-8.3
15	-17.3
16	-4.3
17	-27.3
18	-13.3
19	-26.3
20	-14.3
21	-18.3
22	-25.3
23	-10.3
24	-30.3
25	-7.3
26	-28.3
27	-23.3
28	-16.3
29	-3.3
30	-20.3
