group	y
1	-11.3
2	-23.3
3	-29.3
4	-21.3
5	-4.3
6	-25.3
7	-19.3
8	-16.3
9	-13.3
10	-27.3
11	-12.3
12	-3.3
13	-5.3
14	-15.3
15	-30.3
16	-2.3
17	-28.3
18	-1.3
19	-8.3
20	-14.3
21	-9.3
22	-24.3
23	-6.3
24	-26.3
25	-20.3
26	-17.3
27	-22.3
28	-18.3
29	-10.3
30	-7.3
