group	y
1	-24.3
2	-17.3
3	-8.3
4	-4.3
5	-13.3
6	-23.3
7	-20.3
8	-22.3
9	-14.3
10	-7.3
11	-1.3
12	-6.3
13	-28.3
14	-18.3
15	-21.3
16	-29.3
17	-27.3
18	-12.3
19	-3.3
20	-11.3
21	-15.3
22	-19.3
23	-5.3
24	-25.3
25	-26.3
26	-30.3
27	-10.3
28	-16.3
29	-9.3
30	-2.3
