group	y
1	-8.3
2	-16.3
3	-20.3
4	-15.3
5	-4.3
6	-11.3
7	-30.3
8	-25.3
9	-2.3
10	-12.3
11	-19.3
12	-9.3
13	-6.3
14	-23.3
15	-24.3
16	-10.3
17	-29.3
18	-18.3
19	-22.3
20	-7.3
21	-3.3
22	-27.3
23	-14.3
24	-26.3
25	-5.3
26	-21.3
27	-28.3
28	-13.3
29	-1.3
30	-17.3
