group	y
1	-6.3
2	-20.3
3	-19.3
4	-11.3
5	-4.3
6	-25.3
7	-22.3
8	-16.3
9	-3.3
10	-26.3
11	-17.3
12	-1.3
13	-2.3
14	-29.3
15	-24.3
16	-7.3
17	-18.3
18	-10.3
19	-27.3
20	-23.3
21	-5.3
22	-14.3
23	-12.3
24	-28.3
25	-9.3
26	-13.3
27	-15.3
28	-21.3
29	-8.3
30	-30.3
