group	y
1	-9.3
2	-17.3
3	-26.3
4	-8.3
5	-4.3
6	-14.3
7	-27.3
8	-19.3
9	-1.3
10	-15.3
11	-25.3
12	-5.3
13	-6.3
14	-23.3
15	-18.3
16	-16.3
17	-24.3
18	-22.3
19	-29.3
20	-7.3
21	-2.3
22	-13.3
23	-21.3
24	-30.3
25	-10.3
26	-12.3
27	-28.3
28	-20.3
29	-3.3
30	-11.3
