group	y
1	-6.3
2	-1.3
3	-23.3
4	-30.3
5	-4.3
6	-29.3
7	-9.3
8	-26.3
9	-7.3
10	-24.3
11	-16.3
12	-15.3
13	-10.3
14	-22.3
15	-12.3
16	-18.3
17	-25.3
18	-21.3
19	-20.3
20	-19.3
21	-5.3
22	-3.3
23	-13.3
24	-27.3
25	-28.3
26	-2.3
27	-17.3
28	-14.3
29	-8.3
30	-11.3
