y	showSelected2	group
1	District.Leadership.Team.Members	423
0.9	District.Leadership.Team.Members	424
0.75	District.Leadership.Team.Members	425
1	District.Leadership.Team.Members	426
0.8	District.Leadership.Team.Members	427
1	District.Leadership.Team.Members	428
0.5	District.Leadership.Team.Members	429
0.5	District.Leadership.Team.Members	430
0.652173913043478	District.Leadership.Team.Members	431
0.52	District.Leadership.Team.Members	432
0	District.Leadership.Team.Members	433
0.4	District.Leadership.Team.Members	434
0.818181818181818	District.Leadership.Team.Members	435
0.714285714285714	District.Leadership.Team.Members	436
0.357142857142857	District.Leadership.Team.Members	437
0.277777777777778	District.Leadership.Team.Members	438
0.111111111111111	District.Leadership.Team.Members	439
0.5	District.Leadership.Team.Members	440
0.366666666666667	District.Leadership.Team.Members	441
0.538461538461538	District.Leadership.Team.Members	442
0.565217391304348	District.Leadership.Team.Members	443
0.8	District.Leadership.Team.Members	444
0.666666666666667	District.Leadership.Team.Members	445
0.5	District.Leadership.Team.Members	446
0.818181818181818	District.Leadership.Team.Members	447
1	District.Leadership.Team.Members	448
0.857142857142857	District.Leadership.Team.Members	449
1	District.Leadership.Team.Members	450
0.833333333333333	District.Leadership.Team.Members	451
1	District.Leadership.Team.Members	452
0.857142857142857	District.Leadership.Team.Members	453
1	District.Leadership.Team.Members	454
1	District.Leadership.Team.Members	455
0.6	District.Leadership.Team.Members	456
0.7	District.Leadership.Team.Members	457
1	District.Leadership.Team.Members	458
0.111111111111111	District.Leadership.Team.Members	459
0.2	District.Leadership.Team.Members	460
0.275862068965517	District.Leadership.Team.Members	461
0.288135593220339	District.Leadership.Team.Members	462
0.625	District.Leadership.Team.Members	463
0.85	District.Leadership.Team.Members	464
0.5	District.Leadership.Team.Members	465
1	District.Leadership.Team.Members	466
1	District.Leadership.Team.Members	467
1	District.Leadership.Team.Members	468
0.8	District.Leadership.Team.Members	469
0.5	District.Leadership.Team.Members	470
0.625	District.Leadership.Team.Members	471
1	District.Leadership.Team.Members	472
0.4	District.Leadership.Team.Members	473
1	District.Leadership.Team.Members	474
0.5	District.Leadership.Team.Members	475
0.555555555555556	District.Leadership.Team.Members	476
0.25	District.Leadership.Team.Members	477
0.625	District.Leadership.Team.Members	478
0.5	District.Leadership.Team.Members	479
1	District.Leadership.Team.Members	480
0.461538461538462	District.Leadership.Team.Members	481
0.272727272727273	District.Leadership.Team.Members	482
0.5	District.Leadership.Team.Members	483
0.333333333333333	District.Leadership.Team.Members	484
0.545454545454545	District.Leadership.Team.Members	485
0.833333333333333	District.Leadership.Team.Members	486
0.846153846153846	District.Leadership.Team.Members	487
0.5	District.Leadership.Team.Members	488
1	District.Leadership.Team.Members	489
0	District.Leadership.Team.Members	490
0	District.Leadership.Team.Members	491
0	District.Leadership.Team.Members	492
0.666666666666667	District.Leadership.Team.Members	493
0.666666666666667	District.Leadership.Team.Members	494
0.846153846153846	District.Leadership.Team.Members	495
1	District.Leadership.Team.Members	496
0.444444444444444	District.Leadership.Team.Members	497
0	District.Leadership.Team.Members	498
0.275862068965517	District.Leadership.Team.Members	499
0.263157894736842	District.Leadership.Team.Members	500
0.619047619047619	District.Leadership.Team.Members	501
0.285714285714286	District.Leadership.Team.Members	502
0.517241379310345	District.Leadership.Team.Members	503
0.75	District.Leadership.Team.Members	504
0.333333333333333	District.Leadership.Team.Members	505
0	District.Leadership.Team.Members	506
0.222222222222222	District.Leadership.Team.Members	507
0.285714285714286	District.Leadership.Team.Members	508
0.211864406779661	District.Leadership.Team.Members	509
0.0847457627118644	District.Leadership.Team.Members	510
0.555555555555556	District.Leadership.Team.Members	511
0.5	District.Leadership.Team.Members	512
0.666666666666667	District.Leadership.Team.Members	513
0.5	District.Leadership.Team.Members	514
0.5	District.Leadership.Team.Members	515
0	District.Leadership.Team.Members	516
0.625	District.Leadership.Team.Members	517
1	District.Leadership.Team.Members	518
