group	fill	y	tooltip	ymin	ymax	colour
1	#EFE3FF	-16	-0.117014940518058	-16.5	-15.5	#EFE3FF
2	#FFFEFD	-29	0.00646741126827924	-29.5	-28.5	#FFFEFD
3	#FF987A	-2	0.528898594130367	-2.5	-1.5	#FF987A
4	#FF0000	-1	1	-1.5	-0.5	#FF0000
5	#C29FFF	-3	-0.411398718887527	-3.5	-2.5	#C29FFF
6	#FFF9F7	-24	0.0323236649971129	-24.5	-23.5	#FFF9F7
7	#FDFBFF	-25	-0.0160839618102185	-25.5	-24.5	#FDFBFF
8	#FFE1D6	-13	0.157341926840337	-13.5	-12.5	#FFE1D6
9	#D8BFFF	-8	-0.27483870696844	-8.5	-7.5	#D8BFFF
10	#F1E7FF	-18	-0.102651228859963	-18.5	-17.5	#F1E7FF
11	#F0E4FF	-17	-0.114207356566107	-17.5	-16.5	#F0E4FF
12	#E8D7FF	-11	-0.170446093803121	-11.5	-10.5	#E8D7FF
13	#FFE1D6	-12	0.159510146995302	-12.5	-11.5	#FFE1D6
14	#FFB198	-4	0.406889872975264	-4.5	-3.5	#FFB198
15	#E7D6FF	-10	-0.173390393071042	-10.5	-9.5	#E7D6FF
16	#F3EAFF	-20	-0.0870018007809418	-20.5	-19.5	#F3EAFF
17	#FFFDFC	-27	0.0130053819793494	-27.5	-26.5	#FFFDFC
18	#F8F3FF	-22	-0.0513763323187332	-22.5	-21.5	#F8F3FF
19	#F2E7FF	-19	-0.100274670454982	-19.5	-18.5	#F2E7FF
20	#FFE8E0	-15	0.119052049210983	-15.5	-14.5	#FFE8E0
21	#CFB1FF	-5	-0.334385326850957	-5.5	-4.5	#CFB1FF
22	#FFC0AB	-6	0.329130599072631	-6.5	-5.5	#FFC0AB
23	#FFFCFB	-26	0.0152963574385851	-26.5	-25.5	#FFFCFB
24	#FDFCFF	-28	-0.0123887379451369	-28.5	-27.5	#FDFCFF
25	#FFF3EE	-21	0.0634966568505093	-21.5	-20.5	#FFF3EE
26	#E2CEFF	-9	-0.207939285097532	-9.5	-8.5	#E2CEFF
27	#FFFFFF	-30	-0.00074244415014977	-30.5	-29.5	#FFFFFF
28	#FFF7F4	-23	0.0407126475400459	-23.5	-22.5	#FFF7F4
29	#EEE1FF	-14	-0.1267459828606	-14.5	-13.5	#EEE1FF
30	#D5B9FF	-7	-0.298909925406092	-7.5	-6.5	#D5B9FF
