x	y	label	showSelected1	group
2	22	Instructional.Leadership	MMD.DCI.expectations.logistics.DESE.specifics	17
2	5	Instructional.Leadership	Alignment.and.systems.planning	18
2	21	Instructional.Leadership	Practice.profiles	19
2	29	Instructional.Leadership	Self.assessment.practice.profile..SAPP.	20
2	12	Instructional.Leadership	Learning.module.materials..i.e..power.points..handouts.	21
2	20	Instructional.Leadership	DESE.virtual.learning.platform	22
2	17	Instructional.Leadership	Review.of.CFA.data	23
2	19	Instructional.Leadership	CWIS	24
2	26	Instructional.Leadership	Distance.Learning	25
2	28	Instructional.Leadership	Virtual.Learning.Modules.and.or.PowerPoints	26
2	2	Instructional.Leadership	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	27
2	27	Instructional.Leadership	Interaction.Type_Virtual	28
2	22	Instructional.Leadership	Interaction.Type_In-person	29
2	20	Instructional.Leadership	Interaction.Type_In-person and virtual	30
2	10	Instructional.Leadership	Interaction.Type_Phone	31
2	26	Instructional.Leadership	Interaction.Type_Unknown	32
2	6	Interaction.Type_Phone	District.Leadership.Team.Members	1
2	13	Interaction.Type_Phone	District.Contact.Person	2
2	25	Interaction.Type_Phone	Building.Leadership.Team.Members	3
2	28	Interaction.Type_Phone	Other.District.Administrators	4
2	29	Interaction.Type_Phone	Other.Building.Administrators	5
2	23	Interaction.Type_Phone	Building.level.Educators	6
2	27	Interaction.Type_Phone	RPDC.Director	7
2	25	Interaction.Type_Phone	Area.Supervisor	8
2	11	Interaction.Type_Phone	Parents	9
2	26	Interaction.Type_Phone	Collaborative.teams	10
2	28	Interaction.Type_Phone	Common.formative.assessment	11
2	28	Interaction.Type_Phone	Data.based.decision.making	12
2	23	Interaction.Type_Phone	Effective.teaching.learning.practices	13
2	14	Interaction.Type_Phone	Instructional.Leadership	14
2	29	Interaction.Type_Phone	School.based.implementation.coaching	15
2	19	Interaction.Type_Phone	Collective.teacher.efficacy	16
2	15	Interaction.Type_Phone	MMD.DCI.expectations.logistics.DESE.specifics	17
2	26	Interaction.Type_Phone	Alignment.and.systems.planning	18
2	12	Interaction.Type_Phone	Practice.profiles	19
2	11	Interaction.Type_Phone	Self.assessment.practice.profile..SAPP.	20
2	23	Interaction.Type_Phone	Learning.module.materials..i.e..power.points..handouts.	21
2	23	Interaction.Type_Phone	DESE.virtual.learning.platform	22
2	27	Interaction.Type_Phone	Review.of.CFA.data	23
2	10	Interaction.Type_Phone	CWIS	24
2	27	Interaction.Type_Phone	Distance.Learning	25
2	23	Interaction.Type_Phone	Virtual.Learning.Modules.and.or.PowerPoints	26
2	15	Interaction.Type_Phone	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	27
2	11	Interaction.Type_Phone	Interaction.Type_Virtual	28
2	6	Interaction.Type_Phone	Interaction.Type_In-person	29
2	1	Interaction.Type_Phone	Interaction.Type_In-person and virtual	30
2	1	Interaction.Type_Phone	Interaction.Type_Phone	31
2	7	Interaction.Type_Phone	Interaction.Type_Unknown	32
2	21	Interaction.Type_Unknown	District.Leadership.Team.Members	1
2	11	Interaction.Type_Unknown	District.Contact.Person	2
2	22	Interaction.Type_Unknown	Building.Leadership.Team.Members	3
2	12	Interaction.Type_Unknown	Other.District.Administrators	4
2	25	Interaction.Type_Unknown	Other.Building.Administrators	5
2	25	Interaction.Type_Unknown	Building.level.Educators	6
2	5	Interaction.Type_Unknown	RPDC.Director	7
2	26	Interaction.Type_Unknown	Area.Supervisor	8
2	8	Interaction.Type_Unknown	Parents	9
2	14	Interaction.Type_Unknown	Collaborative.teams	10
2	29	Interaction.Type_Unknown	Common.formative.assessment	11
2	23	Interaction.Type_Unknown	Data.based.decision.making	12
2	27	Interaction.Type_Unknown	Effective.teaching.learning.practices	13
2	24	Interaction.Type_Unknown	Instructional.Leadership	14
2	25	Interaction.Type_Unknown	School.based.implementation.coaching	15
2	25	Interaction.Type_Unknown	Collective.teacher.efficacy	16
2	29	Interaction.Type_Unknown	MMD.DCI.expectations.logistics.DESE.specifics	17
2	27	Interaction.Type_Unknown	Alignment.and.systems.planning	18
2	23	Interaction.Type_Unknown	Practice.profiles	19
2	28	Interaction.Type_Unknown	Self.assessment.practice.profile..SAPP.	20
2	18	Interaction.Type_Unknown	Learning.module.materials..i.e..power.points..handouts.	21
2	24	Interaction.Type_Unknown	DESE.virtual.learning.platform	22
2	20	Interaction.Type_Unknown	Review.of.CFA.data	23
2	20	Interaction.Type_Unknown	CWIS	24
2	21	Interaction.Type_Unknown	Distance.Learning	25
2	18	Interaction.Type_Unknown	Virtual.Learning.Modules.and.or.PowerPoints	26
2	24	Interaction.Type_Unknown	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	27
2	23	Interaction.Type_Unknown	Interaction.Type_Virtual	28
2	14	Interaction.Type_Unknown	Interaction.Type_In-person	29
2	30	Interaction.Type_Unknown	Interaction.Type_In-person and virtual	30
2	11	Interaction.Type_Unknown	Interaction.Type_Phone	31
2	1	Interaction.Type_Unknown	Interaction.Type_Unknown	32
2	13	Interaction.Type_Virtual	District.Leadership.Team.Members	1
2	7	Interaction.Type_Virtual	District.Contact.Person	2
2	19	Interaction.Type_Virtual	Building.Leadership.Team.Members	3
2	17	Interaction.Type_Virtual	Other.District.Administrators	4
2	26	Interaction.Type_Virtual	Other.Building.Administrators	5
2	20	Interaction.Type_Virtual	Building.level.Educators	6
2	13	Interaction.Type_Virtual	RPDC.Director	7
2	28	Interaction.Type_Virtual	Area.Supervisor	8
2	25	Interaction.Type_Virtual	Parents	9
2	30	Interaction.Type_Virtual	Collaborative.teams	10
2	12	Interaction.Type_Virtual	Common.formative.assessment	11
2	20	Interaction.Type_Virtual	Data.based.decision.making	12
2	29	Interaction.Type_Virtual	Effective.teaching.learning.practices	13
2	30	Interaction.Type_Virtual	Instructional.Leadership	14
2	18	Interaction.Type_Virtual	School.based.implementation.coaching	15
2	30	Interaction.Type_Virtual	Collective.teacher.efficacy	16
2	11	Interaction.Type_Virtual	MMD.DCI.expectations.logistics.DESE.specifics	17
2	13	Interaction.Type_Virtual	Alignment.and.systems.planning	18
2	13	Interaction.Type_Virtual	Practice.profiles	19
2	17	Interaction.Type_Virtual	Self.assessment.practice.profile..SAPP.	20
2	25	Interaction.Type_Virtual	Learning.module.materials..i.e..power.points..handouts.	21
2	16	Interaction.Type_Virtual	DESE.virtual.learning.platform	22
2	18	Interaction.Type_Virtual	Review.of.CFA.data	23
2	12	Interaction.Type_Virtual	CWIS	24
2	30	Interaction.Type_Virtual	Distance.Learning	25
2	16	Interaction.Type_Virtual	Virtual.Learning.Modules.and.or.PowerPoints	26
2	21	Interaction.Type_Virtual	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	27
2	1	Interaction.Type_Virtual	Interaction.Type_Virtual	28
2	18	Interaction.Type_Virtual	Interaction.Type_In-person	29
2	2	Interaction.Type_Virtual	Interaction.Type_In-person and virtual	30
2	8	Interaction.Type_Virtual	Interaction.Type_Phone	31
2	25	Interaction.Type_Virtual	Interaction.Type_Unknown	32
2	20	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	District.Leadership.Team.Members	1
2	16	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	District.Contact.Person	2
2	21	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Building.Leadership.Team.Members	3
2	15	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Other.District.Administrators	4
2	18	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Other.Building.Administrators	5
2	17	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Building.level.Educators	6
2	12	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	RPDC.Director	7
2	16	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Area.Supervisor	8
2	23	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Parents	9
2	25	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Collaborative.teams	10
2	24	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Common.formative.assessment	11
2	21	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Data.based.decision.making	12
2	16	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Effective.teaching.learning.practices	13
2	2	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Instructional.Leadership	14
2	26	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	School.based.implementation.coaching	15
2	29	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Collective.teacher.efficacy	16
2	25	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	MMD.DCI.expectations.logistics.DESE.specifics	17
2	12	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Alignment.and.systems.planning	18
2	30	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Practice.profiles	19
2	21	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Self.assessment.practice.profile..SAPP.	20
2	11	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Learning.module.materials..i.e..power.points..handouts.	21
2	28	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	DESE.virtual.learning.platform	22
2	12	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Review.of.CFA.data	23
2	29	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	CWIS	24
2	28	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Distance.Learning	25
2	3	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Virtual.Learning.Modules.and.or.PowerPoints	26
2	1	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	27
2	22	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Interaction.Type_Virtual	28
2	16	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Interaction.Type_In-person	29
2	22	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Interaction.Type_In-person and virtual	30
2	13	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Interaction.Type_Phone	31
2	24	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Interaction.Type_Unknown	32
2	14	Learning.module.materials..i.e..power.points..handouts.	District.Leadership.Team.Members	1
2	26	Learning.module.materials..i.e..power.points..handouts.	District.Contact.Person	2
2	18	Learning.module.materials..i.e..power.points..handouts.	Building.Leadership.Team.Members	3
2	5	Learning.module.materials..i.e..power.points..handouts.	Other.District.Administrators	4
2	19	Learning.module.materials..i.e..power.points..handouts.	Other.Building.Administrators	5
2	12	Learning.module.materials..i.e..power.points..handouts.	Building.level.Educators	6
2	21	Learning.module.materials..i.e..power.points..handouts.	RPDC.Director	7
2	10	Learning.module.materials..i.e..power.points..handouts.	Area.Supervisor	8
2	9	Learning.module.materials..i.e..power.points..handouts.	Parents	9
2	17	Learning.module.materials..i.e..power.points..handouts.	Collaborative.teams	10
2	10	Learning.module.materials..i.e..power.points..handouts.	Common.formative.assessment	11
2	24	Learning.module.materials..i.e..power.points..handouts.	Data.based.decision.making	12
2	11	Learning.module.materials..i.e..power.points..handouts.	Effective.teaching.learning.practices	13
2	8	Learning.module.materials..i.e..power.points..handouts.	Instructional.Leadership	14
2	11	Learning.module.materials..i.e..power.points..handouts.	School.based.implementation.coaching	15
2	12	Learning.module.materials..i.e..power.points..handouts.	Collective.teacher.efficacy	16
2	26	Learning.module.materials..i.e..power.points..handouts.	MMD.DCI.expectations.logistics.DESE.specifics	17
2	18	Learning.module.materials..i.e..power.points..handouts.	Alignment.and.systems.planning	18
2	2	Learning.module.materials..i.e..power.points..handouts.	Practice.profiles	19
2	9	Learning.module.materials..i.e..power.points..handouts.	Self.assessment.practice.profile..SAPP.	20
2	1	Learning.module.materials..i.e..power.points..handouts.	Learning.module.materials..i.e..power.points..handouts.	21
2	5	Learning.module.materials..i.e..power.points..handouts.	DESE.virtual.learning.platform	22
2	24	Learning.module.materials..i.e..power.points..handouts.	Review.of.CFA.data	23
2	25	Learning.module.materials..i.e..power.points..handouts.	CWIS	24
2	23	Learning.module.materials..i.e..power.points..handouts.	Distance.Learning	25
2	4	Learning.module.materials..i.e..power.points..handouts.	Virtual.Learning.Modules.and.or.PowerPoints	26
2	6	Learning.module.materials..i.e..power.points..handouts.	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	27
2	19	Learning.module.materials..i.e..power.points..handouts.	Interaction.Type_Virtual	28
2	25	Learning.module.materials..i.e..power.points..handouts.	Interaction.Type_In-person	29
2	8	Learning.module.materials..i.e..power.points..handouts.	Interaction.Type_In-person and virtual	30
2	15	Learning.module.materials..i.e..power.points..handouts.	Interaction.Type_Phone	31
2	6	Learning.module.materials..i.e..power.points..handouts.	Interaction.Type_Unknown	32
2	17	MMD.DCI.expectations.logistics.DESE.specifics	District.Leadership.Team.Members	1
2	3	MMD.DCI.expectations.logistics.DESE.specifics	District.Contact.Person	2
2	10	MMD.DCI.expectations.logistics.DESE.specifics	Building.Leadership.Team.Members	3
2	11	MMD.DCI.expectations.logistics.DESE.specifics	Other.District.Administrators	4
2	5	MMD.DCI.expectations.logistics.DESE.specifics	Other.Building.Administrators	5
2	3	MMD.DCI.expectations.logistics.DESE.specifics	Building.level.Educators	6
2	4	MMD.DCI.expectations.logistics.DESE.specifics	RPDC.Director	7
2	7	MMD.DCI.expectations.logistics.DESE.specifics	Area.Supervisor	8
2	22	MMD.DCI.expectations.logistics.DESE.specifics	Parents	9
2	28	MMD.DCI.expectations.logistics.DESE.specifics	Collaborative.teams	10
2	15	MMD.DCI.expectations.logistics.DESE.specifics	Common.formative.assessment	11
2	29	MMD.DCI.expectations.logistics.DESE.specifics	Data.based.decision.making	12
2	9	MMD.DCI.expectations.logistics.DESE.specifics	Effective.teaching.learning.practices	13
2	12	MMD.DCI.expectations.logistics.DESE.specifics	Instructional.Leadership	14
2	13	MMD.DCI.expectations.logistics.DESE.specifics	School.based.implementation.coaching	15
2	5	MMD.DCI.expectations.logistics.DESE.specifics	Collective.teacher.efficacy	16
2	1	MMD.DCI.expectations.logistics.DESE.specifics	MMD.DCI.expectations.logistics.DESE.specifics	17
2	2	MMD.DCI.expectations.logistics.DESE.specifics	Alignment.and.systems.planning	18
2	14	MMD.DCI.expectations.logistics.DESE.specifics	Practice.profiles	19
2	4	MMD.DCI.expectations.logistics.DESE.specifics	Self.assessment.practice.profile..SAPP.	20
2	26	MMD.DCI.expectations.logistics.DESE.specifics	Learning.module.materials..i.e..power.points..handouts.	21
2	3	MMD.DCI.expectations.logistics.DESE.specifics	DESE.virtual.learning.platform	22
2	10	MMD.DCI.expectations.logistics.DESE.specifics	Review.of.CFA.data	23
2	2	MMD.DCI.expectations.logistics.DESE.specifics	CWIS	24
2	7	MMD.DCI.expectations.logistics.DESE.specifics	Distance.Learning	25
2	9	MMD.DCI.expectations.logistics.DESE.specifics	Virtual.Learning.Modules.and.or.PowerPoints	26
2	16	MMD.DCI.expectations.logistics.DESE.specifics	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	27
2	3	MMD.DCI.expectations.logistics.DESE.specifics	Interaction.Type_Virtual	28
2	5	MMD.DCI.expectations.logistics.DESE.specifics	Interaction.Type_In-person	29
2	3	MMD.DCI.expectations.logistics.DESE.specifics	Interaction.Type_In-person and virtual	30
2	7	MMD.DCI.expectations.logistics.DESE.specifics	Interaction.Type_Phone	31
2	27	MMD.DCI.expectations.logistics.DESE.specifics	Interaction.Type_Unknown	32
2	19	Other.Building.Administrators	District.Leadership.Team.Members	1
2	9	Other.Building.Administrators	District.Contact.Person	2
2	5	Other.Building.Administrators	Building.Leadership.Team.Members	3
2	3	Other.Building.Administrators	Other.District.Administrators	4
2	1	Other.Building.Administrators	Other.Building.Administrators	5
2	6	Other.Building.Administrators	Building.level.Educators	6
2	22	Other.Building.Administrators	RPDC.Director	7
2	3	Other.Building.Administrators	Area.Supervisor	8
2	30	Other.Building.Administrators	Parents	9
2	23	Other.Building.Administrators	Collaborative.teams	10
2	9	Other.Building.Administrators	Common.formative.assessment	11
2	17	Other.Building.Administrators	Data.based.decision.making	12
2	12	Other.Building.Administrators	Effective.teaching.learning.practices	13
2	22	Other.Building.Administrators	Instructional.Leadership	14
2	17	Other.Building.Administrators	School.based.implementation.coaching	15
2	27	Other.Building.Administrators	Collective.teacher.efficacy	16
2	9	Other.Building.Administrators	MMD.DCI.expectations.logistics.DESE.specifics	17
2	14	Other.Building.Administrators	Alignment.and.systems.planning	18
2	26	Other.Building.Administrators	Practice.profiles	19
2	25	Other.Building.Administrators	Self.assessment.practice.profile..SAPP.	20
2	21	Other.Building.Administrators	Learning.module.materials..i.e..power.points..handouts.	21
2	18	Other.Building.Administrators	DESE.virtual.learning.platform	22
2	6	Other.Building.Administrators	Review.of.CFA.data	23
2	16	Other.Building.Administrators	CWIS	24
2	13	Other.Building.Administrators	Distance.Learning	25
2	8	Other.Building.Administrators	Virtual.Learning.Modules.and.or.PowerPoints	26
2	13	Other.Building.Administrators	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	27
2	21	Other.Building.Administrators	Interaction.Type_Virtual	28
2	12	Other.Building.Administrators	Interaction.Type_In-person	29
2	28	Other.Building.Administrators	Interaction.Type_In-person and virtual	30
2	28	Other.Building.Administrators	Interaction.Type_Phone	31
2	17	Other.Building.Administrators	Interaction.Type_Unknown	32
2	12	Other.District.Administrators	District.Leadership.Team.Members	1
2	23	Other.District.Administrators	District.Contact.Person	2
2	15	Other.District.Administrators	Building.Leadership.Team.Members	3
2	1	Other.District.Administrators	Other.District.Administrators	4
2	6	Other.District.Administrators	Other.Building.Administrators	5
2	29	Other.District.Administrators	Building.level.Educators	6
2	2	Other.District.Administrators	RPDC.Director	7
2	14	Other.District.Administrators	Area.Supervisor	8
2	2	Other.District.Administrators	Parents	9
2	21	Other.District.Administrators	Collaborative.teams	10
2	22	Other.District.Administrators	Common.formative.assessment	11
2	18	Other.District.Administrators	Data.based.decision.making	12
2	17	Other.District.Administrators	Effective.teaching.learning.practices	13
2	29	Other.District.Administrators	Instructional.Leadership	14
2	23	Other.District.Administrators	School.based.implementation.coaching	15
2	22	Other.District.Administrators	Collective.teacher.efficacy	16
2	20	Other.District.Administrators	MMD.DCI.expectations.logistics.DESE.specifics	17
2	11	Other.District.Administrators	Alignment.and.systems.planning	18
2	11	Other.District.Administrators	Practice.profiles	19
2	13	Other.District.Administrators	Self.assessment.practice.profile..SAPP.	20
2	7	Other.District.Administrators	Learning.module.materials..i.e..power.points..handouts.	21
2	22	Other.District.Administrators	DESE.virtual.learning.platform	22
2	19	Other.District.Administrators	Review.of.CFA.data	23
2	18	Other.District.Administrators	CWIS	24
2	29	Other.District.Administrators	Distance.Learning	25
2	10	Other.District.Administrators	Virtual.Learning.Modules.and.or.PowerPoints	26
2	9	Other.District.Administrators	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	27
2	12	Other.District.Administrators	Interaction.Type_Virtual	28
2	26	Other.District.Administrators	Interaction.Type_In-person	29
2	13	Other.District.Administrators	Interaction.Type_In-person and virtual	30
2	22	Other.District.Administrators	Interaction.Type_Phone	31
2	5	Other.District.Administrators	Interaction.Type_Unknown	32
2	26	Parents	District.Leadership.Team.Members	1
2	21	Parents	District.Contact.Person	2
2	27	Parents	Building.Leadership.Team.Members	3
2	10	Parents	Other.District.Administrators	4
2	30	Parents	Other.Building.Administrators	5
2	24	Parents	Building.level.Educators	6
2	10	Parents	RPDC.Director	7
2	27	Parents	Area.Supervisor	8
2	1	Parents	Parents	9
2	18	Parents	Collaborative.teams	10
2	19	Parents	Common.formative.assessment	11
2	19	Parents	Data.based.decision.making	12
2	21	Parents	Effective.teaching.learning.practices	13
2	13	Parents	Instructional.Leadership	14
2	27	Parents	School.based.implementation.coaching	15
2	24	Parents	Collective.teacher.efficacy	16
2	28	Parents	MMD.DCI.expectations.logistics.DESE.specifics	17
2	17	Parents	Alignment.and.systems.planning	18
2	28	Parents	Practice.profiles	19
2	26	Parents	Self.assessment.practice.profile..SAPP.	20
2	20	Parents	Learning.module.materials..i.e..power.points..handouts.	21
2	30	Parents	DESE.virtual.learning.platform	22
2	21	Parents	Review.of.CFA.data	23
2	28	Parents	CWIS	24
2	22	Parents	Distance.Learning	25
2	21	Parents	Virtual.Learning.Modules.and.or.PowerPoints	26
2	25	Parents	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	27
2	24	Parents	Interaction.Type_Virtual	28
2	29	Parents	Interaction.Type_In-person	29
2	16	Parents	Interaction.Type_In-person and virtual	30
2	16	Parents	Interaction.Type_Phone	31
2	10	Parents	Interaction.Type_Unknown	32
2	9	Practice.profiles	District.Leadership.Team.Members	1
2	12	Practice.profiles	District.Contact.Person	2
2	12	Practice.profiles	Building.Leadership.Team.Members	3
2	6	Practice.profiles	Other.District.Administrators	4
2	22	Practice.profiles	Other.Building.Administrators	5
2	16	Practice.profiles	Building.level.Educators	6
2	17	Practice.profiles	RPDC.Director	7
2	18	Practice.profiles	Area.Supervisor	8
2	21	Practice.profiles	Parents	9
2	8	Practice.profiles	Collaborative.teams	10
2	27	Practice.profiles	Common.formative.assessment	11
2	10	Practice.profiles	Data.based.decision.making	12
2	5	Practice.profiles	Effective.teaching.learning.practices	13
2	15	Practice.profiles	Instructional.Leadership	14
2	14	Practice.profiles	School.based.implementation.coaching	15
2	9	Practice.profiles	Collective.teacher.efficacy	16
2	17	Practice.profiles	MMD.DCI.expectations.logistics.DESE.specifics	17
2	22	Practice.profiles	Alignment.and.systems.planning	18
2	1	Practice.profiles	Practice.profiles	19
2	6	Practice.profiles	Self.assessment.practice.profile..SAPP.	20
2	2	Practice.profiles	Learning.module.materials..i.e..power.points..handouts.	21
2	7	Practice.profiles	DESE.virtual.learning.platform	22
2	14	Practice.profiles	Review.of.CFA.data	23
2	9	Practice.profiles	CWIS	24
2	14	Practice.profiles	Distance.Learning	25
2	13	Practice.profiles	Virtual.Learning.Modules.and.or.PowerPoints	26
2	30	Practice.profiles	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	27
2	6	Practice.profiles	Interaction.Type_Virtual	28
2	23	Practice.profiles	Interaction.Type_In-person	29
2	26	Practice.profiles	Interaction.Type_In-person and virtual	30
2	6	Practice.profiles	Interaction.Type_Phone	31
2	11	Practice.profiles	Interaction.Type_Unknown	32
2	27	RPDC.Director	District.Leadership.Team.Members	1
2	29	RPDC.Director	District.Contact.Person	2
2	26	RPDC.Director	Building.Leadership.Team.Members	3
2	2	RPDC.Director	Other.District.Administrators	4
2	23	RPDC.Director	Other.Building.Administrators	5
2	9	RPDC.Director	Building.level.Educators	6
2	1	RPDC.Director	RPDC.Director	7
2	6	RPDC.Director	Area.Supervisor	8
2	3	RPDC.Director	Parents	9
2	24	RPDC.Director	Collaborative.teams	10
2	17	RPDC.Director	Common.formative.assessment	11
2	26	RPDC.Director	Data.based.decision.making	12
2	20	RPDC.Director	Effective.teaching.learning.practices	13
2	11	RPDC.Director	Instructional.Leadership	14
2	30	RPDC.Director	School.based.implementation.coaching	15
2	20	RPDC.Director	Collective.teacher.efficacy	16
2	8	RPDC.Director	MMD.DCI.expectations.logistics.DESE.specifics	17
2	6	RPDC.Director	Alignment.and.systems.planning	18
2	24	RPDC.Director	Practice.profiles	19
2	30	RPDC.Director	Self.assessment.practice.profile..SAPP.	20
2	27	RPDC.Director	Learning.module.materials..i.e..power.points..handouts.	21
2	14	RPDC.Director	DESE.virtual.learning.platform	22
2	16	RPDC.Director	Review.of.CFA.data	23
2	11	RPDC.Director	CWIS	24
2	18	RPDC.Director	Distance.Learning	25
2	15	RPDC.Director	Virtual.Learning.Modules.and.or.PowerPoints	26
2	10	RPDC.Director	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	27
2	14	RPDC.Director	Interaction.Type_Virtual	28
2	24	RPDC.Director	Interaction.Type_In-person	29
2	15	RPDC.Director	Interaction.Type_In-person and virtual	30
2	29	RPDC.Director	Interaction.Type_Phone	31
2	2	RPDC.Director	Interaction.Type_Unknown	32
2	23	Review.of.CFA.data	District.Leadership.Team.Members	1
2	18	Review.of.CFA.data	District.Contact.Person	2
2	8	Review.of.CFA.data	Building.Leadership.Team.Members	3
2	20	Review.of.CFA.data	Other.District.Administrators	4
2	9	Review.of.CFA.data	Other.Building.Administrators	5
2	13	Review.of.CFA.data	Building.level.Educators	6
2	14	Review.of.CFA.data	RPDC.Director	7
2	23	Review.of.CFA.data	Area.Supervisor	8
2	17	Review.of.CFA.data	Parents	9
2	16	Review.of.CFA.data	Collaborative.teams	10
2	2	Review.of.CFA.data	Common.formative.assessment	11
2	9	Review.of.CFA.data	Data.based.decision.making	12
2	15	Review.of.CFA.data	Effective.teaching.learning.practices	13
2	18	Review.of.CFA.data	Instructional.Leadership	14
2	28	Review.of.CFA.data	School.based.implementation.coaching	15
2	26	Review.of.CFA.data	Collective.teacher.efficacy	16
2	23	Review.of.CFA.data	MMD.DCI.expectations.logistics.DESE.specifics	17
2	30	Review.of.CFA.data	Alignment.and.systems.planning	18
2	22	Review.of.CFA.data	Practice.profiles	19
2	22	Review.of.CFA.data	Self.assessment.practice.profile..SAPP.	20
2	28	Review.of.CFA.data	Learning.module.materials..i.e..power.points..handouts.	21
2	29	Review.of.CFA.data	DESE.virtual.learning.platform	22
2	1	Review.of.CFA.data	Review.of.CFA.data	23
2	21	Review.of.CFA.data	CWIS	24
2	12	Review.of.CFA.data	Distance.Learning	25
2	25	Review.of.CFA.data	Virtual.Learning.Modules.and.or.PowerPoints	26
2	11	Review.of.CFA.data	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	27
2	17	Review.of.CFA.data	Interaction.Type_Virtual	28
2	10	Review.of.CFA.data	Interaction.Type_In-person	29
2	27	Review.of.CFA.data	Interaction.Type_In-person and virtual	30
2	25	Review.of.CFA.data	Interaction.Type_Phone	31
2	16	Review.of.CFA.data	Interaction.Type_Unknown	32
2	16	School.based.implementation.coaching	District.Leadership.Team.Members	1
2	27	School.based.implementation.coaching	District.Contact.Person	2
2	9	School.based.implementation.coaching	Building.Leadership.Team.Members	3
2	25	School.based.implementation.coaching	Other.District.Administrators	4
2	16	School.based.implementation.coaching	Other.Building.Administrators	5
2	26	School.based.implementation.coaching	Building.level.Educators	6
2	29	School.based.implementation.coaching	RPDC.Director	7
2	17	School.based.implementation.coaching	Area.Supervisor	8
2	26	School.based.implementation.coaching	Parents	9
2	6	School.based.implementation.coaching	Collaborative.teams	10
2	8	School.based.implementation.coaching	Common.formative.assessment	11
2	6	School.based.implementation.coaching	Data.based.decision.making	12
2	4	School.based.implementation.coaching	Effective.teaching.learning.practices	13
2	4	School.based.implementation.coaching	Instructional.Leadership	14
2	1	School.based.implementation.coaching	School.based.implementation.coaching	15
2	3	School.based.implementation.coaching	Collective.teacher.efficacy	16
2	16	School.based.implementation.coaching	MMD.DCI.expectations.logistics.DESE.specifics	17
2	16	School.based.implementation.coaching	Alignment.and.systems.planning	18
2	18	School.based.implementation.coaching	Practice.profiles	19
2	14	School.based.implementation.coaching	Self.assessment.practice.profile..SAPP.	20
2	8	School.based.implementation.coaching	Learning.module.materials..i.e..power.points..handouts.	21
