group	fill	y	tooltip	ymin	ymax	colour
1	#FEFDFF	-29	-0.0101382643695695	-29.5	-28.5	#FEFDFF
2	#FDFBFF	-28	-0.0187822520300503	-28.5	-27.5	#FDFBFF
3	#FFE9E2	-13	0.113253766535364	-13.5	-12.5	#FFE9E2
4	#FFF3EE	-19	0.0634966568505093	-19.5	-18.5	#FFF3EE
5	#FFE0D4	-10	0.164620868446894	-10.5	-9.5	#FFE0D4
6	#FFECE5	-14	0.0984982607414517	-14.5	-13.5	#FFECE5
7	#FFF1EC	-18	0.0738614993754793	-18.5	-17.5	#FFF1EC
8	#FFF1EB	-17	0.0756457337370179	-17.5	-16.5	#FFF1EB
9	#FFCFBE	-4	0.251829121657273	-4.5	-3.5	#FFCFBE
10	#FFE9E2	-12	0.1133283904368	-12.5	-11.5	#FFE9E2
11	#FCFAFF	-27	-0.0204753371754048	-27.5	-26.5	#FCFAFF
12	#FFD8CA	-9	0.203973465276241	-9.5	-8.5	#FFD8CA
13	#FFD6C7	-7	0.215355501626511	-7.5	-6.5	#FFD6C7
14	#FFEEE8	-16	0.0876809159708153	-16.5	-15.5	#FFEEE8
15	#FFEEE8	-15	0.0896559199470978	-15.5	-14.5	#FFEEE8
16	#E1CCFF	-6	-0.219310925872424	-6.5	-5.5	#E1CCFF
17	#FEFEFF	-30	-0.00496045019721247	-30.5	-29.5	#FEFEFF
18	#F8F3FF	-21	-0.0524099343815336	-21.5	-20.5	#F8F3FF
19	#FFF5F1	-20	0.0536816546861642	-20.5	-19.5	#FFF5F1
20	#FFC9B6	-3	0.284462391830705	-3.5	-2.5	#FFC9B6
21	#FFD7CA	-8	0.207129617861373	-8.5	-7.5	#FFD7CA
22	#FFF7F5	-23	0.039811964730117	-23.5	-22.5	#FFF7F5
23	#FFD5C6	-5	0.22145311331617	-5.5	-4.5	#FFD5C6
24	#FFFAF8	-25	0.0259201555427839	-25.5	-24.5	#FFFAF8
25	#FF0000	-1	1	-1.5	-0.5	#FF0000
26	#FFF9F7	-24	0.0300818493354266	-24.5	-23.5	#FFF9F7
27	#FFFAF8	-26	0.0254368344831585	-26.5	-25.5	#FFFAF8
28	#FFF7F3	-22	0.0439932185033912	-22.5	-21.5	#FFF7F3
29	#FFB8A1	-2	0.369125479844172	-2.5	-1.5	#FFB8A1
30	#FFE8E0	-11	0.120740286508767	-11.5	-10.5	#FFE8E0
