group	fill	y	tooltip	ymin	ymax	colour
1	#FFB8A1	-5	0.369350968186229	-5.5	-4.5	#FFB8A1
2	#FFE2D7	-13	0.154388394804988	-13.5	-12.5	#FFE2D7
3	#F4EBFF	-21	-0.0835737197239598	-21.5	-20.5	#F4EBFF
4	#CFB1FF	-7	-0.334385326850957	-7.5	-6.5	#CFB1FF
5	#FF997C	-3	0.523047183046563	-3.5	-2.5	#FF997C
6	#FFF9F7	-25	0.031304888933182	-25.5	-24.5	#FFF9F7
7	#FFE9E1	-18	0.114346383447697	-18.5	-17.5	#FFE9E1
8	#FCFAFF	-28	-0.0226152302030656	-28.5	-27.5	#FCFAFF
9	#FF8767	-2	0.610350113675494	-2.5	-1.5	#FF8767
10	#FFFCFA	-29	0.0175890433842311	-29.5	-28.5	#FFFCFA
11	#FFF2ED	-22	0.0694729933950427	-22.5	-21.5	#FFF2ED
12	#FFBFA9	-6	0.335201382520433	-6.5	-5.5	#FFBFA9
13	#FFEAE2	-19	0.111007813929675	-19.5	-18.5	#FFEAE2
14	#E8D7FF	-12	-0.168810815005397	-12.5	-11.5	#E8D7FF
15	#FFDED3	-11	0.170365310928963	-11.5	-10.5	#FFDED3
16	#EFE3FF	-16	-0.11959910363568	-16.5	-15.5	#EFE3FF
17	#FCF9FF	-27	-0.0257391843629454	-27.5	-26.5	#FCF9FF
18	#EFE4FF	-17	-0.116006938752566	-17.5	-16.5	#EFE4FF
19	#FBF8FF	-26	-0.0282136694831834	-26.5	-25.5	#FBF8FF
20	#FFEBE3	-20	0.106832434618359	-20.5	-19.5	#FFEBE3
21	#FF0000	-1	1	-1.5	-0.5	#FF0000
22	#E6D4FF	-10	-0.183031688674345	-10.5	-9.5	#E6D4FF
23	#FFF4F1	-23	0.0551941690878849	-23.5	-22.5	#FFF4F1
24	#FFFFFF	-30	-0.0017241489647896	-30.5	-29.5	#FFFFFF
25	#FFD7CA	-9	0.207129617861373	-9.5	-8.5	#FFD7CA
26	#FFBFAA	-8	0.333113218559931	-8.5	-7.5	#FFBFAA
27	#F9F4FF	-24	-0.0484482214245182	-24.5	-23.5	#F9F4FF
28	#FFE6DD	-15	0.132023539838621	-15.5	-14.5	#FFE6DD
29	#FFAB91	-4	0.433892753399891	-4.5	-3.5	#FFAB91
30	#FFE2D8	-14	0.151959258246451	-14.5	-13.5	#FFE2D8
