group	fill	y	tooltip	ymin	ymax	colour
1	#FFE8DF	-9	0.121486823046321	-9.5	-8.5	#FFE8DF
2	#FFF2ED	-17	0.0670679074690205	-17.5	-16.5	#FFF2ED
3	#FFD7C9	-5	0.209286924659905	-5.5	-4.5	#FFD7C9
4	#FFEDE7	-13	0.0923178163381742	-13.5	-12.5	#FFEDE7
5	#F3E9FF	-14	-0.0920042657015944	-14.5	-13.5	#F3E9FF
6	#FFEFEA	-15	0.0818839624483557	-15.5	-14.5	#FFEFEA
7	#FFE2D8	-8	0.151785132510618	-8.5	-7.5	#FFE2D8
8	#FFF9F7	-25	0.0301479586942985	-25.5	-24.5	#FFF9F7
9	#FFF4EF	-21	0.059811049026416	-21.5	-20.5	#FFF4EF
10	#FFF4F0	-22	0.0554690460599846	-22.5	-21.5	#FFF4F0
11	#F7F0FF	-18	-0.0631086474532312	-18.5	-17.5	#F7F0FF
12	#FFF9F7	-26	0.0290849272521257	-26.5	-25.5	#FFF9F7
13	#FFE2D8	-7	0.152250236256855	-7.5	-6.5	#FFE2D8
14	#FFCBBA	-4	0.270382462343168	-4.5	-3.5	#FFCBBA
15	#FFCBB9	-3	0.271812897291715	-3.5	-2.5	#FFCBB9
16	#FFF9F7	-27	0.0289189126316872	-27.5	-26.5	#FFF9F7
17	#FFDFD4	-6	0.167327025342789	-6.5	-5.5	#FFDFD4
18	#F7F1FF	-20	-0.0607551449339951	-20.5	-19.5	#F7F1FF
19	#FEFDFF	-28	-0.00881854418639727	-28.5	-27.5	#FEFDFF
20	#FFF0EB	-16	0.0777954113569163	-16.5	-15.5	#FFF0EB
21	#FFEBE4	-11	0.104693079938898	-11.5	-10.5	#FFEBE4
22	#F9F4FF	-23	-0.0456719870006859	-23.5	-22.5	#F9F4FF
23	#FFFEFE	-31	0.00413943988964772	-31.5	-30.5	#FFFEFE
24	#FFFDFD	-29	0.00819695361134616	-29.5	-28.5	#FFFDFD
25	#FFF3EF	-19	0.0612595185694166	-19.5	-18.5	#FFF3EF
26	#FFFEFE	-30	0.00529115513066982	-30.5	-29.5	#FFFEFE
27	#FFF7F4	-24	0.0432349888868919	-24.5	-23.5	#FFF7F4
28	#FF0000	-1	1	-1.5	-0.5	#FF0000
29	#FFEDE6	-12	0.0960159646945632	-12.5	-11.5	#FFEDE6
30	#EFE4FF	-10	-0.116414975503982	-10.5	-9.5	#EFE4FF
31	#FFC8B5	-2	0.287273941950893	-2.5	-1.5	#FFC8B5
