x	y	label	showSelected1	showSelected2	group
0.5	0	District.Leadership.Team.Members	District.Leadership.Team.Members	Common.formative.assessment	7
0.5	0	District.Contact.Person	District.Contact.Person	Common.formative.assessment	39
0.5	0	Building.Leadership.Team.Members	Building.Leadership.Team.Members	Common.formative.assessment	71
0.5	0	Other.District.Administrators	Other.District.Administrators	Common.formative.assessment	103
0.5	0	Other.Building.Administrators	Other.Building.Administrators	Common.formative.assessment	135
0.5	0	Building.level.Educators	Building.level.Educators	Common.formative.assessment	167
0.5	0	RPDC.Director	RPDC.Director	Common.formative.assessment	199
0.5	0	Area.Supervisor	Area.Supervisor	Common.formative.assessment	231
0.1	0	Parents	Parents	Common.formative.assessment	263
0.5	0	Collaborative.teams	Collaborative.teams	Common.formative.assessment	295
0.5	0	Common.formative.assessment	Common.formative.assessment	Common.formative.assessment	327
0.5	0	Data.based.decision.making	Data.based.decision.making	Common.formative.assessment	359
0.5	0	Effective.teaching.learning.practices	Effective.teaching.learning.practices	Common.formative.assessment	391
0.5	0	Instructional.Leadership	Instructional.Leadership	Common.formative.assessment	423
0.5	0	School.based.implementation.coaching	School.based.implementation.coaching	Common.formative.assessment	455
0.5	0	Collective.teacher.efficacy	Collective.teacher.efficacy	Common.formative.assessment	487
0.5	0	MMD.DCI.expectations.logistics.DESE.specifics	MMD.DCI.expectations.logistics.DESE.specifics	Common.formative.assessment	519
0.5	0	Alignment.and.systems.planning	Alignment.and.systems.planning	Common.formative.assessment	551
0.5	0	Practice.profiles	Practice.profiles	Common.formative.assessment	583
0.5	0	Self.assessment.practice.profile..SAPP.	Self.assessment.practice.profile..SAPP.	Common.formative.assessment	615
0.5	0	Learning.module.materials..i.e..power.points..handouts.	Learning.module.materials..i.e..power.points..handouts.	Common.formative.assessment	647
0.5	0	DESE.virtual.learning.platform	DESE.virtual.learning.platform	Common.formative.assessment	679
0.5	0	Review.of.CFA.data	Review.of.CFA.data	Common.formative.assessment	711
0.5	0	CWIS	CWIS	Common.formative.assessment	743
0.5	0	Distance.Learning	Distance.Learning	Common.formative.assessment	775
0.5	0	Virtual.Learning.Modules.and.or.PowerPoints	Virtual.Learning.Modules.and.or.PowerPoints	Common.formative.assessment	807
0.5	0	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Common.formative.assessment	839
51.5	0	Interaction.Type_Virtual	Interaction.Type_Virtual	Common.formative.assessment	871
58.5	0	Interaction.Type_In-person	Interaction.Type_In-person	Common.formative.assessment	903
3	0	Interaction.Type_In-person and virtual	Interaction.Type_In-person and virtual	Common.formative.assessment	935
3.5	0	Interaction.Type_Phone	Interaction.Type_Phone	Common.formative.assessment	967
1.5	0	Interaction.Type_Unknown	Interaction.Type_Unknown	Common.formative.assessment	999
0.5	0	District.Leadership.Team.Members	District.Leadership.Team.Members	Data.based.decision.making	9
0.5	0	District.Contact.Person	District.Contact.Person	Data.based.decision.making	41
0.5	0	Building.Leadership.Team.Members	Building.Leadership.Team.Members	Data.based.decision.making	73
0.5	0	Other.District.Administrators	Other.District.Administrators	Data.based.decision.making	105
0.5	0	Other.Building.Administrators	Other.Building.Administrators	Data.based.decision.making	137
0.5	0	Building.level.Educators	Building.level.Educators	Data.based.decision.making	169
0.5	0	RPDC.Director	RPDC.Director	Data.based.decision.making	201
0.5	0	Area.Supervisor	Area.Supervisor	Data.based.decision.making	233
0.1	0	Parents	Parents	Data.based.decision.making	265
0.5	0	Collaborative.teams	Collaborative.teams	Data.based.decision.making	297
0.5	0	Common.formative.assessment	Common.formative.assessment	Data.based.decision.making	329
0.5	0	Data.based.decision.making	Data.based.decision.making	Data.based.decision.making	361
0.5	0	Effective.teaching.learning.practices	Effective.teaching.learning.practices	Data.based.decision.making	393
0.5	0	Instructional.Leadership	Instructional.Leadership	Data.based.decision.making	425
0.5	0	School.based.implementation.coaching	School.based.implementation.coaching	Data.based.decision.making	457
0.5	0	Collective.teacher.efficacy	Collective.teacher.efficacy	Data.based.decision.making	489
0.5	0	MMD.DCI.expectations.logistics.DESE.specifics	MMD.DCI.expectations.logistics.DESE.specifics	Data.based.decision.making	521
0.5	0	Alignment.and.systems.planning	Alignment.and.systems.planning	Data.based.decision.making	553
0.5	0	Practice.profiles	Practice.profiles	Data.based.decision.making	585
0.5	0	Self.assessment.practice.profile..SAPP.	Self.assessment.practice.profile..SAPP.	Data.based.decision.making	617
0.5	0	Learning.module.materials..i.e..power.points..handouts.	Learning.module.materials..i.e..power.points..handouts.	Data.based.decision.making	649
0.5	0	DESE.virtual.learning.platform	DESE.virtual.learning.platform	Data.based.decision.making	681
0.5	0	Review.of.CFA.data	Review.of.CFA.data	Data.based.decision.making	713
0.5	0	CWIS	CWIS	Data.based.decision.making	745
0.5	0	Distance.Learning	Distance.Learning	Data.based.decision.making	777
0.5	0	Virtual.Learning.Modules.and.or.PowerPoints	Virtual.Learning.Modules.and.or.PowerPoints	Data.based.decision.making	809
0.5	0	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Data.based.decision.making	841
51.5	0	Interaction.Type_Virtual	Interaction.Type_Virtual	Data.based.decision.making	873
58.5	0	Interaction.Type_In-person	Interaction.Type_In-person	Data.based.decision.making	905
3	0	Interaction.Type_In-person and virtual	Interaction.Type_In-person and virtual	Data.based.decision.making	937
3.5	0	Interaction.Type_Phone	Interaction.Type_Phone	Data.based.decision.making	969
1.5	0	Interaction.Type_Unknown	Interaction.Type_Unknown	Data.based.decision.making	1001
0.5	0	District.Leadership.Team.Members	District.Leadership.Team.Members	Effective.teaching.learning.practices	14
0.5	0	District.Contact.Person	District.Contact.Person	Effective.teaching.learning.practices	46
0.5	0	Building.Leadership.Team.Members	Building.Leadership.Team.Members	Effective.teaching.learning.practices	78
0.5	0	Other.District.Administrators	Other.District.Administrators	Effective.teaching.learning.practices	110
0.5	0	Other.Building.Administrators	Other.Building.Administrators	Effective.teaching.learning.practices	142
0.5	0	Building.level.Educators	Building.level.Educators	Effective.teaching.learning.practices	174
0.5	0	RPDC.Director	RPDC.Director	Effective.teaching.learning.practices	206
0.5	0	Area.Supervisor	Area.Supervisor	Effective.teaching.learning.practices	238
0.1	0	Parents	Parents	Effective.teaching.learning.practices	270
0.5	0	Collaborative.teams	Collaborative.teams	Effective.teaching.learning.practices	302
0.5	0	Common.formative.assessment	Common.formative.assessment	Effective.teaching.learning.practices	334
0.5	0	Data.based.decision.making	Data.based.decision.making	Effective.teaching.learning.practices	366
0.5	0	Effective.teaching.learning.practices	Effective.teaching.learning.practices	Effective.teaching.learning.practices	398
0.5	0	Instructional.Leadership	Instructional.Leadership	Effective.teaching.learning.practices	430
0.5	0	School.based.implementation.coaching	School.based.implementation.coaching	Effective.teaching.learning.practices	462
0.5	0	Collective.teacher.efficacy	Collective.teacher.efficacy	Effective.teaching.learning.practices	494
0.5	0	MMD.DCI.expectations.logistics.DESE.specifics	MMD.DCI.expectations.logistics.DESE.specifics	Effective.teaching.learning.practices	526
0.5	0	Alignment.and.systems.planning	Alignment.and.systems.planning	Effective.teaching.learning.practices	558
0.5	0	Practice.profiles	Practice.profiles	Effective.teaching.learning.practices	590
0.5	0	Self.assessment.practice.profile..SAPP.	Self.assessment.practice.profile..SAPP.	Effective.teaching.learning.practices	622
0.5	0	Learning.module.materials..i.e..power.points..handouts.	Learning.module.materials..i.e..power.points..handouts.	Effective.teaching.learning.practices	654
0.5	0	DESE.virtual.learning.platform	DESE.virtual.learning.platform	Effective.teaching.learning.practices	686
0.5	0	Review.of.CFA.data	Review.of.CFA.data	Effective.teaching.learning.practices	718
0.5	0	CWIS	CWIS	Effective.teaching.learning.practices	750
0.5	0	Distance.Learning	Distance.Learning	Effective.teaching.learning.practices	782
0.5	0	Virtual.Learning.Modules.and.or.PowerPoints	Virtual.Learning.Modules.and.or.PowerPoints	Effective.teaching.learning.practices	814
0.5	0	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Effective.teaching.learning.practices	846
51.5	0	Interaction.Type_Virtual	Interaction.Type_Virtual	Effective.teaching.learning.practices	878
58.5	0	Interaction.Type_In-person	Interaction.Type_In-person	Effective.teaching.learning.practices	910
3	0	Interaction.Type_In-person and virtual	Interaction.Type_In-person and virtual	Effective.teaching.learning.practices	942
3.5	0	Interaction.Type_Phone	Interaction.Type_Phone	Effective.teaching.learning.practices	974
1.5	0	Interaction.Type_Unknown	Interaction.Type_Unknown	Effective.teaching.learning.practices	1006
0.5	0	District.Leadership.Team.Members	District.Leadership.Team.Members	Instructional.Leadership	15
0.5	0	District.Contact.Person	District.Contact.Person	Instructional.Leadership	47
0.5	0	Building.Leadership.Team.Members	Building.Leadership.Team.Members	Instructional.Leadership	79
0.5	0	Other.District.Administrators	Other.District.Administrators	Instructional.Leadership	111
0.5	0	Other.Building.Administrators	Other.Building.Administrators	Instructional.Leadership	143
0.5	0	Building.level.Educators	Building.level.Educators	Instructional.Leadership	175
0.5	0	RPDC.Director	RPDC.Director	Instructional.Leadership	207
0.5	0	Area.Supervisor	Area.Supervisor	Instructional.Leadership	239
0.1	0	Parents	Parents	Instructional.Leadership	271
0.5	0	Collaborative.teams	Collaborative.teams	Instructional.Leadership	303
0.5	0	Common.formative.assessment	Common.formative.assessment	Instructional.Leadership	335
0.5	0	Data.based.decision.making	Data.based.decision.making	Instructional.Leadership	367
0.5	0	Effective.teaching.learning.practices	Effective.teaching.learning.practices	Instructional.Leadership	399
0.5	0	Instructional.Leadership	Instructional.Leadership	Instructional.Leadership	431
0.5	0	School.based.implementation.coaching	School.based.implementation.coaching	Instructional.Leadership	463
0.5	0	Collective.teacher.efficacy	Collective.teacher.efficacy	Instructional.Leadership	495
0.5	0	MMD.DCI.expectations.logistics.DESE.specifics	MMD.DCI.expectations.logistics.DESE.specifics	Instructional.Leadership	527
0.5	0	Alignment.and.systems.planning	Alignment.and.systems.planning	Instructional.Leadership	559
0.5	0	Practice.profiles	Practice.profiles	Instructional.Leadership	591
0.5	0	Self.assessment.practice.profile..SAPP.	Self.assessment.practice.profile..SAPP.	Instructional.Leadership	623
0.5	0	Learning.module.materials..i.e..power.points..handouts.	Learning.module.materials..i.e..power.points..handouts.	Instructional.Leadership	655
0.5	0	DESE.virtual.learning.platform	DESE.virtual.learning.platform	Instructional.Leadership	687
0.5	0	Review.of.CFA.data	Review.of.CFA.data	Instructional.Leadership	719
0.5	0	CWIS	CWIS	Instructional.Leadership	751
0.5	0	Distance.Learning	Distance.Learning	Instructional.Leadership	783
0.5	0	Virtual.Learning.Modules.and.or.PowerPoints	Virtual.Learning.Modules.and.or.PowerPoints	Instructional.Leadership	815
0.5	0	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Instructional.Leadership	847
51.5	0	Interaction.Type_Virtual	Interaction.Type_Virtual	Instructional.Leadership	879
58.5	0	Interaction.Type_In-person	Interaction.Type_In-person	Instructional.Leadership	911
3	0	Interaction.Type_In-person and virtual	Interaction.Type_In-person and virtual	Instructional.Leadership	943
3.5	0	Interaction.Type_Phone	Interaction.Type_Phone	Instructional.Leadership	975
1.5	0	Interaction.Type_Unknown	Interaction.Type_Unknown	Instructional.Leadership	1007
0.5	0	District.Leadership.Team.Members	District.Leadership.Team.Members	School.based.implementation.coaching	30
0.5	0	District.Contact.Person	District.Contact.Person	School.based.implementation.coaching	62
0.5	0	Building.Leadership.Team.Members	Building.Leadership.Team.Members	School.based.implementation.coaching	94
0.5	0	Other.District.Administrators	Other.District.Administrators	School.based.implementation.coaching	126
0.5	0	Other.Building.Administrators	Other.Building.Administrators	School.based.implementation.coaching	158
0.5	0	Building.level.Educators	Building.level.Educators	School.based.implementation.coaching	190
0.5	0	RPDC.Director	RPDC.Director	School.based.implementation.coaching	222
0.5	0	Area.Supervisor	Area.Supervisor	School.based.implementation.coaching	254
0.1	0	Parents	Parents	School.based.implementation.coaching	286
0.5	0	Collaborative.teams	Collaborative.teams	School.based.implementation.coaching	318
0.5	0	Common.formative.assessment	Common.formative.assessment	School.based.implementation.coaching	350
0.5	0	Data.based.decision.making	Data.based.decision.making	School.based.implementation.coaching	382
0.5	0	Effective.teaching.learning.practices	Effective.teaching.learning.practices	School.based.implementation.coaching	414
0.5	0	Instructional.Leadership	Instructional.Leadership	School.based.implementation.coaching	446
0.5	0	School.based.implementation.coaching	School.based.implementation.coaching	School.based.implementation.coaching	478
0.5	0	Collective.teacher.efficacy	Collective.teacher.efficacy	School.based.implementation.coaching	510
0.5	0	MMD.DCI.expectations.logistics.DESE.specifics	MMD.DCI.expectations.logistics.DESE.specifics	School.based.implementation.coaching	542
0.5	0	Alignment.and.systems.planning	Alignment.and.systems.planning	School.based.implementation.coaching	574
0.5	0	Practice.profiles	Practice.profiles	School.based.implementation.coaching	606
0.5	0	Self.assessment.practice.profile..SAPP.	Self.assessment.practice.profile..SAPP.	School.based.implementation.coaching	638
0.5	0	Learning.module.materials..i.e..power.points..handouts.	Learning.module.materials..i.e..power.points..handouts.	School.based.implementation.coaching	670
0.5	0	DESE.virtual.learning.platform	DESE.virtual.learning.platform	School.based.implementation.coaching	702
0.5	0	Review.of.CFA.data	Review.of.CFA.data	School.based.implementation.coaching	734
0.5	0	CWIS	CWIS	School.based.implementation.coaching	766
0.5	0	Distance.Learning	Distance.Learning	School.based.implementation.coaching	798
0.5	0	Virtual.Learning.Modules.and.or.PowerPoints	Virtual.Learning.Modules.and.or.PowerPoints	School.based.implementation.coaching	830
0.5	0	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	School.based.implementation.coaching	862
51.5	0	Interaction.Type_Virtual	Interaction.Type_Virtual	School.based.implementation.coaching	894
58.5	0	Interaction.Type_In-person	Interaction.Type_In-person	School.based.implementation.coaching	926
3	0	Interaction.Type_In-person and virtual	Interaction.Type_In-person and virtual	School.based.implementation.coaching	958
3.5	0	Interaction.Type_Phone	Interaction.Type_Phone	School.based.implementation.coaching	990
1.5	0	Interaction.Type_Unknown	Interaction.Type_Unknown	School.based.implementation.coaching	1022
0.5	0	District.Leadership.Team.Members	District.Leadership.Team.Members	Collective.teacher.efficacy	6
0.5	0	District.Contact.Person	District.Contact.Person	Collective.teacher.efficacy	38
0.5	0	Building.Leadership.Team.Members	Building.Leadership.Team.Members	Collective.teacher.efficacy	70
0.5	0	Other.District.Administrators	Other.District.Administrators	Collective.teacher.efficacy	102
0.5	0	Other.Building.Administrators	Other.Building.Administrators	Collective.teacher.efficacy	134
0.5	0	Building.level.Educators	Building.level.Educators	Collective.teacher.efficacy	166
0.5	0	RPDC.Director	RPDC.Director	Collective.teacher.efficacy	198
0.5	0	Area.Supervisor	Area.Supervisor	Collective.teacher.efficacy	230
0.1	0	Parents	Parents	Collective.teacher.efficacy	262
0.5	0	Collaborative.teams	Collaborative.teams	Collective.teacher.efficacy	294
0.5	0	Common.formative.assessment	Common.formative.assessment	Collective.teacher.efficacy	326
0.5	0	Data.based.decision.making	Data.based.decision.making	Collective.teacher.efficacy	358
0.5	0	Effective.teaching.learning.practices	Effective.teaching.learning.practices	Collective.teacher.efficacy	390
0.5	0	Instructional.Leadership	Instructional.Leadership	Collective.teacher.efficacy	422
0.5	0	School.based.implementation.coaching	School.based.implementation.coaching	Collective.teacher.efficacy	454
0.5	0	Collective.teacher.efficacy	Collective.teacher.efficacy	Collective.teacher.efficacy	486
0.5	0	MMD.DCI.expectations.logistics.DESE.specifics	MMD.DCI.expectations.logistics.DESE.specifics	Collective.teacher.efficacy	518
0.5	0	Alignment.and.systems.planning	Alignment.and.systems.planning	Collective.teacher.efficacy	550
0.5	0	Practice.profiles	Practice.profiles	Collective.teacher.efficacy	582
0.5	0	Self.assessment.practice.profile..SAPP.	Self.assessment.practice.profile..SAPP.	Collective.teacher.efficacy	614
0.5	0	Learning.module.materials..i.e..power.points..handouts.	Learning.module.materials..i.e..power.points..handouts.	Collective.teacher.efficacy	646
0.5	0	DESE.virtual.learning.platform	DESE.virtual.learning.platform	Collective.teacher.efficacy	678
0.5	0	Review.of.CFA.data	Review.of.CFA.data	Collective.teacher.efficacy	710
0.5	0	CWIS	CWIS	Collective.teacher.efficacy	742
0.5	0	Distance.Learning	Distance.Learning	Collective.teacher.efficacy	774
0.5	0	Virtual.Learning.Modules.and.or.PowerPoints	Virtual.Learning.Modules.and.or.PowerPoints	Collective.teacher.efficacy	806
0.5	0	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Collective.teacher.efficacy	838
51.5	0	Interaction.Type_Virtual	Interaction.Type_Virtual	Collective.teacher.efficacy	870
58.5	0	Interaction.Type_In-person	Interaction.Type_In-person	Collective.teacher.efficacy	902
3	0	Interaction.Type_In-person and virtual	Interaction.Type_In-person and virtual	Collective.teacher.efficacy	934
3.5	0	Interaction.Type_Phone	Interaction.Type_Phone	Collective.teacher.efficacy	966
1.5	0	Interaction.Type_Unknown	Interaction.Type_Unknown	Collective.teacher.efficacy	998
0.5	0	District.Leadership.Team.Members	District.Leadership.Team.Members	MMD.DCI.expectations.logistics.DESE.specifics	23
0.5	0	District.Contact.Person	District.Contact.Person	MMD.DCI.expectations.logistics.DESE.specifics	55
0.5	0	Building.Leadership.Team.Members	Building.Leadership.Team.Members	MMD.DCI.expectations.logistics.DESE.specifics	87
0.5	0	Other.District.Administrators	Other.District.Administrators	MMD.DCI.expectations.logistics.DESE.specifics	119
0.5	0	Other.Building.Administrators	Other.Building.Administrators	MMD.DCI.expectations.logistics.DESE.specifics	151
0.5	0	Building.level.Educators	Building.level.Educators	MMD.DCI.expectations.logistics.DESE.specifics	183
0.5	0	RPDC.Director	RPDC.Director	MMD.DCI.expectations.logistics.DESE.specifics	215
0.5	0	Area.Supervisor	Area.Supervisor	MMD.DCI.expectations.logistics.DESE.specifics	247
0.1	0	Parents	Parents	MMD.DCI.expectations.logistics.DESE.specifics	279
0.5	0	Collaborative.teams	Collaborative.teams	MMD.DCI.expectations.logistics.DESE.specifics	311
0.5	0	Common.formative.assessment	Common.formative.assessment	MMD.DCI.expectations.logistics.DESE.specifics	343
0.5	0	Data.based.decision.making	Data.based.decision.making	MMD.DCI.expectations.logistics.DESE.specifics	375
0.5	0	Effective.teaching.learning.practices	Effective.teaching.learning.practices	MMD.DCI.expectations.logistics.DESE.specifics	407
0.5	0	Instructional.Leadership	Instructional.Leadership	MMD.DCI.expectations.logistics.DESE.specifics	439
0.5	0	School.based.implementation.coaching	School.based.implementation.coaching	MMD.DCI.expectations.logistics.DESE.specifics	471
0.5	0	Collective.teacher.efficacy	Collective.teacher.efficacy	MMD.DCI.expectations.logistics.DESE.specifics	503
0.5	0	MMD.DCI.expectations.logistics.DESE.specifics	MMD.DCI.expectations.logistics.DESE.specifics	MMD.DCI.expectations.logistics.DESE.specifics	535
0.5	0	Alignment.and.systems.planning	Alignment.and.systems.planning	MMD.DCI.expectations.logistics.DESE.specifics	567
0.5	0	Practice.profiles	Practice.profiles	MMD.DCI.expectations.logistics.DESE.specifics	599
0.5	0	Self.assessment.practice.profile..SAPP.	Self.assessment.practice.profile..SAPP.	MMD.DCI.expectations.logistics.DESE.specifics	631
0.5	0	Learning.module.materials..i.e..power.points..handouts.	Learning.module.materials..i.e..power.points..handouts.	MMD.DCI.expectations.logistics.DESE.specifics	663
0.5	0	DESE.virtual.learning.platform	DESE.virtual.learning.platform	MMD.DCI.expectations.logistics.DESE.specifics	695
0.5	0	Review.of.CFA.data	Review.of.CFA.data	MMD.DCI.expectations.logistics.DESE.specifics	727
0.5	0	CWIS	CWIS	MMD.DCI.expectations.logistics.DESE.specifics	759
0.5	0	Distance.Learning	Distance.Learning	MMD.DCI.expectations.logistics.DESE.specifics	791
0.5	0	Virtual.Learning.Modules.and.or.PowerPoints	Virtual.Learning.Modules.and.or.PowerPoints	MMD.DCI.expectations.logistics.DESE.specifics	823
0.5	0	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	MMD.DCI.expectations.logistics.DESE.specifics	855
51.5	0	Interaction.Type_Virtual	Interaction.Type_Virtual	MMD.DCI.expectations.logistics.DESE.specifics	887
58.5	0	Interaction.Type_In-person	Interaction.Type_In-person	MMD.DCI.expectations.logistics.DESE.specifics	919
3	0	Interaction.Type_In-person and virtual	Interaction.Type_In-person and virtual	MMD.DCI.expectations.logistics.DESE.specifics	951
3.5	0	Interaction.Type_Phone	Interaction.Type_Phone	MMD.DCI.expectations.logistics.DESE.specifics	983
1.5	0	Interaction.Type_Unknown	Interaction.Type_Unknown	MMD.DCI.expectations.logistics.DESE.specifics	1015
0.5	0	District.Leadership.Team.Members	District.Leadership.Team.Members	Alignment.and.systems.planning	1
0.5	0	District.Contact.Person	District.Contact.Person	Alignment.and.systems.planning	33
0.5	0	Building.Leadership.Team.Members	Building.Leadership.Team.Members	Alignment.and.systems.planning	65
0.5	0	Other.District.Administrators	Other.District.Administrators	Alignment.and.systems.planning	97
0.5	0	Other.Building.Administrators	Other.Building.Administrators	Alignment.and.systems.planning	129
0.5	0	Building.level.Educators	Building.level.Educators	Alignment.and.systems.planning	161
0.5	0	RPDC.Director	RPDC.Director	Alignment.and.systems.planning	193
0.5	0	Area.Supervisor	Area.Supervisor	Alignment.and.systems.planning	225
0.1	0	Parents	Parents	Alignment.and.systems.planning	257
0.5	0	Collaborative.teams	Collaborative.teams	Alignment.and.systems.planning	289
0.5	0	Common.formative.assessment	Common.formative.assessment	Alignment.and.systems.planning	321
0.5	0	Data.based.decision.making	Data.based.decision.making	Alignment.and.systems.planning	353
0.5	0	Effective.teaching.learning.practices	Effective.teaching.learning.practices	Alignment.and.systems.planning	385
0.5	0	Instructional.Leadership	Instructional.Leadership	Alignment.and.systems.planning	417
0.5	0	School.based.implementation.coaching	School.based.implementation.coaching	Alignment.and.systems.planning	449
0.5	0	Collective.teacher.efficacy	Collective.teacher.efficacy	Alignment.and.systems.planning	481
0.5	0	MMD.DCI.expectations.logistics.DESE.specifics	MMD.DCI.expectations.logistics.DESE.specifics	Alignment.and.systems.planning	513
0.5	0	Alignment.and.systems.planning	Alignment.and.systems.planning	Alignment.and.systems.planning	545
0.5	0	Practice.profiles	Practice.profiles	Alignment.and.systems.planning	577
0.5	0	Self.assessment.practice.profile..SAPP.	Self.assessment.practice.profile..SAPP.	Alignment.and.systems.planning	609
0.5	0	Learning.module.materials..i.e..power.points..handouts.	Learning.module.materials..i.e..power.points..handouts.	Alignment.and.systems.planning	641
0.5	0	DESE.virtual.learning.platform	DESE.virtual.learning.platform	Alignment.and.systems.planning	673
0.5	0	Review.of.CFA.data	Review.of.CFA.data	Alignment.and.systems.planning	705
0.5	0	CWIS	CWIS	Alignment.and.systems.planning	737
0.5	0	Distance.Learning	Distance.Learning	Alignment.and.systems.planning	769
0.5	0	Virtual.Learning.Modules.and.or.PowerPoints	Virtual.Learning.Modules.and.or.PowerPoints	Alignment.and.systems.planning	801
0.5	0	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Alignment.and.systems.planning	833
51.5	0	Interaction.Type_Virtual	Interaction.Type_Virtual	Alignment.and.systems.planning	865
58.5	0	Interaction.Type_In-person	Interaction.Type_In-person	Alignment.and.systems.planning	897
3	0	Interaction.Type_In-person and virtual	Interaction.Type_In-person and virtual	Alignment.and.systems.planning	929
3.5	0	Interaction.Type_Phone	Interaction.Type_Phone	Alignment.and.systems.planning	961
1.5	0	Interaction.Type_Unknown	Interaction.Type_Unknown	Alignment.and.systems.planning	993
0.5	0	District.Leadership.Team.Members	District.Leadership.Team.Members	Practice.profiles	27
0.5	0	District.Contact.Person	District.Contact.Person	Practice.profiles	59
0.5	0	Building.Leadership.Team.Members	Building.Leadership.Team.Members	Practice.profiles	91
0.5	0	Other.District.Administrators	Other.District.Administrators	Practice.profiles	123
0.5	0	Other.Building.Administrators	Other.Building.Administrators	Practice.profiles	155
0.5	0	Building.level.Educators	Building.level.Educators	Practice.profiles	187
0.5	0	RPDC.Director	RPDC.Director	Practice.profiles	219
0.5	0	Area.Supervisor	Area.Supervisor	Practice.profiles	251
0.1	0	Parents	Parents	Practice.profiles	283
0.5	0	Collaborative.teams	Collaborative.teams	Practice.profiles	315
0.5	0	Common.formative.assessment	Common.formative.assessment	Practice.profiles	347
0.5	0	Data.based.decision.making	Data.based.decision.making	Practice.profiles	379
0.5	0	Effective.teaching.learning.practices	Effective.teaching.learning.practices	Practice.profiles	411
0.5	0	Instructional.Leadership	Instructional.Leadership	Practice.profiles	443
0.5	0	School.based.implementation.coaching	School.based.implementation.coaching	Practice.profiles	475
0.5	0	Collective.teacher.efficacy	Collective.teacher.efficacy	Practice.profiles	507
0.5	0	MMD.DCI.expectations.logistics.DESE.specifics	MMD.DCI.expectations.logistics.DESE.specifics	Practice.profiles	539
0.5	0	Alignment.and.systems.planning	Alignment.and.systems.planning	Practice.profiles	571
0.5	0	Practice.profiles	Practice.profiles	Practice.profiles	603
0.5	0	Self.assessment.practice.profile..SAPP.	Self.assessment.practice.profile..SAPP.	Practice.profiles	635
0.5	0	Learning.module.materials..i.e..power.points..handouts.	Learning.module.materials..i.e..power.points..handouts.	Practice.profiles	667
0.5	0	DESE.virtual.learning.platform	DESE.virtual.learning.platform	Practice.profiles	699
0.5	0	Review.of.CFA.data	Review.of.CFA.data	Practice.profiles	731
0.5	0	CWIS	CWIS	Practice.profiles	763
0.5	0	Distance.Learning	Distance.Learning	Practice.profiles	795
0.5	0	Virtual.Learning.Modules.and.or.PowerPoints	Virtual.Learning.Modules.and.or.PowerPoints	Practice.profiles	827
0.5	0	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Practice.profiles	859
51.5	0	Interaction.Type_Virtual	Interaction.Type_Virtual	Practice.profiles	891
58.5	0	Interaction.Type_In-person	Interaction.Type_In-person	Practice.profiles	923
3	0	Interaction.Type_In-person and virtual	Interaction.Type_In-person and virtual	Practice.profiles	955
3.5	0	Interaction.Type_Phone	Interaction.Type_Phone	Practice.profiles	987
1.5	0	Interaction.Type_Unknown	Interaction.Type_Unknown	Practice.profiles	1019
0.5	0	District.Leadership.Team.Members	District.Leadership.Team.Members	Self.assessment.practice.profile..SAPP.	31
0.5	0	District.Contact.Person	District.Contact.Person	Self.assessment.practice.profile..SAPP.	63
0.5	0	Building.Leadership.Team.Members	Building.Leadership.Team.Members	Self.assessment.practice.profile..SAPP.	95
0.5	0	Other.District.Administrators	Other.District.Administrators	Self.assessment.practice.profile..SAPP.	127
0.5	0	Other.Building.Administrators	Other.Building.Administrators	Self.assessment.practice.profile..SAPP.	159
0.5	0	Building.level.Educators	Building.level.Educators	Self.assessment.practice.profile..SAPP.	191
0.5	0	RPDC.Director	RPDC.Director	Self.assessment.practice.profile..SAPP.	223
0.5	0	Area.Supervisor	Area.Supervisor	Self.assessment.practice.profile..SAPP.	255
0.1	0	Parents	Parents	Self.assessment.practice.profile..SAPP.	287
0.5	0	Collaborative.teams	Collaborative.teams	Self.assessment.practice.profile..SAPP.	319
0.5	0	Common.formative.assessment	Common.formative.assessment	Self.assessment.practice.profile..SAPP.	351
