group	y
1	-3.3
2	-17.3
3	-13.3
4	-23.3
5	-7.3
6	-21.3
7	-8.3
8	-4.3
9	-27.3
10	-10.3
11	-15.3
12	-19.3
13	-24.3
14	-9.3
15	-2.3
16	-5.3
17	-26.3
18	-20.3
19	-22.3
20	-18.3
21	-29.3
22	-25.3
23	-11.3
24	-1.3
25	-16.3
26	-30.3
27	-12.3
28	-28.3
29	-6.3
30	-14.3
