group	x
1	1
2	1
3	1
4	0.666666666666667
5	0.666666666666667
6	0.666666666666667
7	1
8	0.285714285714286
9	0.12962962962963
10	1
11	0.666666666666667
12	1
13	0.75
14	1
15	0.75
16	0.666666666666667
17	0.666666666666667
18	0.5
19	0.6
20	0
21	0.6
22	1
23	1
24	0.318181818181818
25	0.333333333333333
26	0.608695652173913
27	1
28	0.714285714285714
29	1
30	0.833333333333333
31	0.75
32	1
33	1
34	0.8
35	0
36	0.125
37	0.875
38	1
39	1
40	0.5
41	0.333333333333333
42	0.769230769230769
43	0.75
44	1
45	1
46	0.75
47	0.5
48	1
49	0.857142857142857
50	1
51	0.857142857142857
52	0.285714285714286
53	0.5
54	0.538461538461538
55	0.5
56	0.7
57	1
58	0.75
59	1
60	0.5
61	1
62	0.766666666666667
63	0.5
64	0.666666666666667
65	0.454545454545455
66	0.857142857142857
67	0.642857142857143
68	1
69	0.5
70	0.363636363636364
71	0.181818181818182
72	1
73	0
74	1
75	0.666666666666667
76	1
77	0.208333333333333
78	0.166666666666667
79	0.32
80	0.25
81	0.333333333333333
82	0
83	0.6
84	0.5
85	0.75
86	0.75
87	0.5
88	1
89	0.35
90	0.333333333333333
91	0.166666666666667
92	0.636363636363636
93	1
94	1
95	1
96	0.928571428571429
97	1
98	0.888888888888889
99	0.346153846153846
100	0.130434782608696
101	0.111111111111111
102	0
103	0.5
104	0.0909090909090909
105	0.555555555555556
106	0.3
107	0.476190476190476
108	0.5
109	0.166666666666667
110	0.857142857142857
111	0.583333333333333
112	0.5
113	1
114	0.5
115	0.333333333333333
116	1
117	0.186046511627907
118	0.153846153846154
119	0.666666666666667
120	0.149253731343284
121	0.272727272727273
122	0.148936170212766
123	1
124	0.375
125	0.857142857142857
126	0.5
127	0.307692307692308
128	0.833333333333333
129	0.8
130	0.428571428571429
131	0.333333333333333
132	0.4375
133	0.117647058823529
134	0
135	0.666666666666667
136	1
137	0.166666666666667
138	0.833333333333333
139	1
140	1
141	0.666666666666667
142	0.666666666666667
143	0.666666666666667
144	0.857142857142857
145	1
146	1
147	1
148	1
149	1
150	0.434782608695652
151	0.75
152	0.209302325581395
153	0.76
154	1
155	0.642857142857143
156	0.571428571428571
157	0.5
158	0.333333333333333
159	0.0723684210526316
160	0.0192307692307692
161	0.121951219512195
162	0.142857142857143
163	0.0909090909090909
164	0
165	0.0967741935483871
166	0.0606060606060606
167	1
168	1
169	0.5
170	0.294117647058824
171	0.166666666666667
172	0.294117647058824
173	0.6
174	1
175	0.888888888888889
176	1
177	0.5
178	0.5
179	0.125
180	0.888888888888889
181	1
182	1
183	0.785714285714286
184	0.5
185	1
186	0
187	0.454545454545455
188	1
189	0.222222222222222
190	0.8
191	1
192	1
193	0.333333333333333
194	0.5
195	0.2
196	0.25
197	0.5
198	0.5
199	0.666666666666667
200	0.8
201	0.523809523809524
202	0.785714285714286
203	1
204	0.5
205	1
206	1
207	1
208	1
209	1
210	0.695652173913043
211	0.666666666666667
212	0.5
213	0.4
214	1
215	1
216	0.857142857142857
217	1
218	0.636363636363636
219	0.75
220	0.5
221	1
222	1
223	0.5
224	1
225	0.75
226	1
227	0.888888888888889
228	1
229	1
230	1
231	1
232	0.875
233	0.923076923076923
234	0.6
235	0.375
236	1
237	0.363636363636364
238	1
239	0.909090909090909
240	1
241	0.25
242	0.285714285714286
243	0.0909090909090909
244	0.222222222222222
245	1
246	0.75
247	1
248	0
249	1
250	0.666666666666667
251	0.75
252	1
253	1
254	1
255	1
256	0.7
257	0.75
258	0.333333333333333
259	0.12
260	1
261	0.714285714285714
262	1
263	0
264	0.333333333333333
265	0
266	0.384615384615385
267	0.129032258064516
268	1
269	0
270	1
271	0.461538461538462
272	0
273	0.5
274	1
275	0.181818181818182
276	1
277	0.727272727272727
278	1
279	0.5
280	1
281	1
282	1
283	0.230769230769231
284	0
285	0.147058823529412
286	0.294117647058824
287	0.347826086956522
288	0.5
289	1
290	0.866666666666667
291	1
292	1
293	1
294	1
295	0.714285714285714
296	1
297	1
298	1
299	0.185185185185185
300	0.2
301	0.833333333333333
302	0.148148148148148
303	0.123076923076923
304	0.0961538461538462
305	0.916666666666667
306	1
307	1
308	0.571428571428571
309	1
310	0.75
311	0.4
312	1
313	1
314	0.571428571428571
315	0.538461538461538
316	0.428571428571429
317	1
318	1
319	0.714285714285714
320	0.75
321	0.409090909090909
322	0.666666666666667
323	1
324	0.37037037037037
325	1
326	1
327	0.0845070422535211
328	0.117647058823529
329	0.16
330	1
331	0.9
332	1
333	1
334	0.25
335	0.636363636363636
336	1
337	0.8
338	0.166666666666667
339	0.6
340	0.6
341	0.8
342	0.888888888888889
343	1
344	0.75
345	0.333333333333333
346	0.615384615384615
347	0.75
348	0.5
349	0.75
350	0.333333333333333
351	1
