group	y
1	-13.3
2	-14.3
3	-8.3
4	-27.3
5	-10.3
6	-19.3
7	-16.3
8	-29.3
9	-15.3
10	-25.3
11	-12.3
12	-6.3
13	-5.3
14	-22.3
15	-26.3
16	-28.3
17	-21.3
18	-11.3
19	-20.3
20	-4.3
21	-18.3
22	-7.3
23	-1.3
24	-23.3
25	-3.3
26	-2.3
27	-24.3
28	-30.3
29	-9.3
30	-17.3
