group	fill	y	tooltip	ymin	ymax	colour
1	#FFFAF9	-27	0.0240214014009402	-27.5	-26.5	#FFFAF9
2	#FFF9F6	-24	0.0330250304049945	-24.5	-23.5	#FFF9F6
3	#FFBEA8	-3	0.339671392506158	-3.5	-2.5	#FFBEA8
4	#FFB198	-2	0.406889872975264	-2.5	-1.5	#FFB198
5	#D6BCFF	-4	-0.28798297922948	-4.5	-3.5	#D6BCFF
6	#FAF6FF	-22	-0.0363027534983905	-22.5	-21.5	#FAF6FF
7	#FFFBFA	-29	0.0199463454488959	-29.5	-28.5	#FFFBFA
8	#F7F1FF	-17	-0.0594161213891933	-17.5	-16.5	#F7F1FF
9	#F5EDFF	-13	-0.0763545551970113	-13.5	-12.5	#F5EDFF
10	#F4EBFF	-12	-0.0850103970779809	-12.5	-11.5	#F4EBFF
11	#FFF4F0	-18	0.0561232733895966	-18.5	-17.5	#FFF4F0
12	#FDFCFF	-30	-0.0117320137047422	-30.5	-29.5	#FDFCFF
13	#FFD8CB	-6	0.202692792921948	-6.5	-5.5	#FFD8CB
14	#FF0000	-1	1	-1.5	-0.5	#FF0000
15	#FCF9FF	-28	-0.0238557067265226	-28.5	-27.5	#FCF9FF
16	#FBF9FF	-26	-0.026762226867799	-26.5	-25.5	#FBF9FF
17	#FFF5F1	-19	0.0522245896852543	-19.5	-18.5	#FFF5F1
18	#FFF2ED	-15	0.0700045236715253	-15.5	-14.5	#FFF2ED
19	#FBF8FF	-25	-0.0307311484084246	-25.5	-24.5	#FBF8FF
20	#FFE7DE	-9	0.128430792543307	-9.5	-8.5	#FFE7DE
21	#E8D7FF	-7	-0.168810815005397	-7.5	-6.5	#E8D7FF
22	#FFF2EE	-16	0.0660828480980431	-16.5	-15.5	#FFF2EE
23	#FFF8F6	-23	0.0343941661053303	-23.5	-22.5	#FFF8F6
24	#FFF8F5	-21	0.0379101400906554	-21.5	-20.5	#FFF8F5
25	#FFEEE8	-11	0.0876809159708153	-11.5	-10.5	#FFEEE8
26	#F2E8FF	-10	-0.0989578258617851	-10.5	-9.5	#F2E8FF
27	#F9F4FF	-20	-0.0459682119804228	-20.5	-19.5	#F9F4FF
28	#FFD6C7	-5	0.216697138410097	-5.5	-4.5	#FFD6C7
29	#FFF1EC	-14	0.07411081152963	-14.5	-13.5	#FFF1EC
30	#EDE0FF	-8	-0.130146457679352	-8.5	-7.5	#EDE0FF
