group	y
1	-13.3
2	-16.3
3	-20.3
4	-11.3
5	-3.3
6	-27.3
7	-18.3
8	-15.3
9	-8.3
10	-29.3
11	-25.3
12	-4.3
13	-2.3
14	-22.3
15	-10.3
16	-1.3
17	-12.3
18	-7.3
19	-19.3
20	-14.3
21	-9.3
22	-24.3
23	-23.3
24	-17.3
25	-5.3
26	-30.3
27	-21.3
28	-26.3
29	-6.3
30	-28.3
