group	y
1	-4.3
2	-14.3
3	-29.3
4	-6.3
5	-21.3
6	-7.3
7	-5.3
8	-9.3
9	-13.3
10	-2.3
11	-23.3
12	-24.3
13	-11.3
14	-27.3
15	-1.3
16	-16.3
17	-28.3
18	-30.3
19	-15.3
20	-22.3
21	-8.3
22	-20.3
23	-26.3
24	-12.3
25	-17.3
26	-25.3
27	-18.3
28	-3.3
29	-19.3
30	-10.3
