group	y
1	-18.3
2	-17.3
3	-9.3
4	-7.3
5	-21.3
6	-29.3
7	-10.3
8	-25.3
9	-28.3
10	-23.3
11	-2.3
12	-19.3
13	-16.3
14	-20.3
15	-6.3
16	-13.3
17	-30.3
18	-4.3
19	-1.3
20	-5.3
21	-22.3
22	-14.3
23	-15.3
24	-26.3
25	-12.3
26	-27.3
27	-11.3
28	-24.3
29	-8.3
30	-3.3
