group	fill	y	tooltip	ymin	ymax	colour
1	#E7D6FF	-8	-0.176105565607474	-8.5	-7.5	#E7D6FF
2	#F1E7FF	-23	-0.102960497822963	-23.5	-22.5	#F1E7FF
3	#D5B9FF	-3	-0.298683803495861	-3.5	-2.5	#D5B9FF
4	#D5BBFF	-4	-0.292780173614925	-4.5	-3.5	#D5BBFF
5	#FFE5DC	-16	0.135611346914834	-16.5	-15.5	#FFE5DC
6	#EDDFFF	-15	-0.13597851928264	-15.5	-14.5	#EDDFFF
7	#F8F2FF	-25	-0.0542641984509346	-25.5	-24.5	#F8F2FF
8	#F0E4FF	-21	-0.114042325376359	-21.5	-20.5	#F0E4FF
9	#FFDCD0	-5	0.183248370999537	-5.5	-4.5	#FFDCD0
10	#EEE2FF	-17	-0.123626749960887	-17.5	-16.5	#EEE2FF
11	#FFB7A0	-2	0.372839195324485	-2.5	-1.5	#FFB7A0
12	#FFFAF8	-27	0.0281660120895148	-27.5	-26.5	#FFFAF8
13	#EBDCFF	-12	-0.146850838766367	-12.5	-11.5	#EBDCFF
14	#EADBFF	-11	-0.152064370983853	-11.5	-10.5	#EADBFF
15	#EFE3FF	-19	-0.118591678382953	-19.5	-18.5	#EFE3FF
16	#FFFFFF	-31	0.00106432709555556	-31.5	-30.5	#FFFFFF
17	#FBF8FF	-26	-0.0289172377596251	-26.5	-25.5	#FBF8FF
18	#FFE8E0	-18	0.119849234007492	-18.5	-17.5	#FFE8E0
19	#FFE1D6	-9	0.157164671136694	-9.5	-8.5	#FFE1D6
20	#FFDDD1	-7	0.176716519643176	-7.5	-6.5	#FFDDD1
21	#FFE5DC	-14	0.136169295147793	-14.5	-13.5	#FFE5DC
22	#E7D5FF	-6	-0.17808902199769	-6.5	-5.5	#E7D5FF
23	#FEFEFF	-30	-0.00600085966993716	-30.5	-29.5	#FEFEFF
24	#FBF9FF	-28	-0.0269078302543898	-28.5	-27.5	#FBF9FF
25	#FFE2D7	-10	0.154074825515626	-10.5	-9.5	#FFE2D7
26	#F0E5FF	-22	-0.111310437912238	-22.5	-21.5	#F0E5FF
27	#ECDFFF	-13	-0.136519752114152	-13.5	-12.5	#ECDFFF
28	#EFE4FF	-20	-0.116414975503982	-20.5	-19.5	#EFE4FF
29	#FFECE5	-24	0.100855549147906	-24.5	-23.5	#FFECE5
30	#FF0000	-1	1	-1.5	-0.5	#FF0000
31	#FFFDFC	-29	0.0121073713870386	-29.5	-28.5	#FFFDFC
