group	y
1	-8.3
2	-20.3
3	-3.3
4	-4.3
5	-17.3
6	-10.3
7	-25.3
8	-19.3
9	-5.3
10	-11.3
11	-2.3
12	-29.3
13	-24.3
14	-13.3
15	-14.3
16	-30.3
17	-28.3
18	-16.3
19	-15.3
20	-7.3
21	-9.3
22	-6.3
23	-26.3
24	-27.3
25	-18.3
26	-23.3
27	-12.3
28	-22.3
29	-21.3
30	-1.3
