group	y
1	-25.3
2	-26.3
3	-4.3
4	-22.3
5	-21.3
6	-1.3
7	-6.3
8	-2.3
9	-8.3
10	-3.3
11	-18.3
12	-19.3
13	-9.3
14	-20.3
15	-7.3
16	-29.3
17	-16.3
18	-24.3
19	-28.3
20	-14.3
21	-23.3
22	-12.3
23	-17.3
24	-27.3
25	-13.3
26	-30.3
27	-10.3
28	-15.3
29	-5.3
30	-11.3
