group	y
1	-9.3
2	-15.3
3	-11.3
4	-4.3
5	-1.3
6	-27.3
7	-20.3
8	-26.3
9	-3.3
10	-21.3
11	-22.3
12	-6.3
13	-16.3
14	-8.3
15	-24.3
16	-10.3
17	-23.3
18	-13.3
19	-28.3
20	-18.3
21	-2.3
22	-14.3
23	-17.3
24	-25.3
25	-12.3
26	-7.3
27	-30.3
28	-29.3
29	-5.3
30	-19.3
