group	fill	y	tooltip	ymin	ymax	colour
1	#FFF9F7	-24	0.0313753602979623	-24.5	-23.5	#FFF9F7
2	#F7F1FF	-17	-0.0606375964678975	-17.5	-16.5	#F7F1FF
3	#F2E8FF	-8	-0.0967607547347722	-8.5	-7.5	#F2E8FF
4	#F0E4FF	-4	-0.114207356566107	-4.5	-3.5	#F0E4FF
5	#F5EDFF	-13	-0.0741405606197416	-13.5	-12.5	#F5EDFF
6	#FAF5FF	-23	-0.040642018232116	-23.5	-22.5	#FAF5FF
7	#F9F4FF	-20	-0.0483227913431189	-20.5	-19.5	#F9F4FF
8	#F9F4FF	-22	-0.0458101618989996	-22.5	-21.5	#F9F4FF
9	#FFF2ED	-14	0.0705413609331256	-14.5	-13.5	#FFF2ED
10	#F2E8FF	-7	-0.0985738264402561	-7.5	-6.5	#F2E8FF
11	#FF0000	-1	1	-1.5	-0.5	#FF0000
12	#FFE9E2	-6	0.11285487715627	-6.5	-5.5	#FFE9E2
13	#FDFCFF	-28	-0.0131802980572707	-28.5	-27.5	#FDFCFF
14	#FFF4F0	-18	0.0561232733895966	-18.5	-17.5	#FFF4F0
15	#FFF6F3	-21	0.0470782440279363	-21.5	-20.5	#FFF6F3
16	#FFFDFC	-29	0.0102477198185928	-29.5	-28.5	#FFFDFC
17	#FDFBFF	-27	-0.01561993666011	-27.5	-26.5	#FDFBFF
18	#FFEFE9	-12	0.0828111907259866	-12.5	-11.5	#FFEFE9
19	#FFE5DB	-3	0.13786431435601	-3.5	-2.5	#FFE5DB
20	#F3EBFF	-11	-0.0864421242568716	-11.5	-10.5	#F3EBFF
21	#FFF2ED	-15	0.0694729933950427	-15.5	-14.5	#FFF2ED
22	#F8F2FF	-19	-0.0548173941796373	-19.5	-18.5	#F8F2FF
23	#F0E4FF	-5	-0.11365608878298	-5.5	-4.5	#F0E4FF
24	#FBF9FF	-25	-0.0273048921179353	-25.5	-24.5	#FBF9FF
25	#FCFAFF	-26	-0.0204753371754048	-26.5	-25.5	#FCFAFF
26	#FFFEFF	-30	-0.00227955286450161	-30.5	-29.5	#FFFEFF
27	#F2E9FF	-10	-0.0946476010713291	-10.5	-9.5	#F2E9FF
28	#F6F0FF	-16	-0.0640403455725976	-16.5	-15.5	#F6F0FF
29	#F2E8FF	-9	-0.0964012096072321	-9.5	-8.5	#F2E8FF
30	#FFB097	-2	0.411557498720678	-2.5	-1.5	#FFB097
