group	fill	y	tooltip	ymin	ymax	colour
1	#FFECE5	-3	0.101600456219813	-3.5	-2.5	#FFECE5
2	#FFFBF9	-17	0.0236326444228562	-17.5	-16.5	#FFFBF9
3	#FFF9F6	-13	0.0330442397354882	-13.5	-12.5	#FFF9F6
4	#FDFCFF	-23	-0.0123887379451369	-23.5	-22.5	#FDFCFF
5	#FAF6FF	-7	-0.0381779687081505	-7.5	-6.5	#FAF6FF
6	#FDFBFF	-21	-0.0150758626768333	-21.5	-20.5	#FDFBFF
7	#FAF6FF	-8	-0.0381725893419828	-8.5	-7.5	#FAF6FF
8	#F5EEFF	-4	-0.0735574727664989	-4.5	-3.5	#F5EEFF
9	#FEFEFF	-27	-0.00387935738194752	-27.5	-26.5	#FEFEFF
10	#FAF7FF	-10	-0.0345629363664592	-10.5	-9.5	#FAF7FF
11	#FBF9FF	-15	-0.0273048921179353	-15.5	-14.5	#FBF9FF
12	#FFFCFA	-19	0.0176673246020725	-19.5	-18.5	#FFFCFA
13	#FFFDFC	-24	0.0110273790374047	-24.5	-23.5	#FFFDFC
14	#FFF8F5	-9	0.0379101400906554	-9.5	-8.5	#FFF8F5
15	#FFE8E0	-2	0.121076963490204	-2.5	-1.5	#FFE8E0
16	#F8F3FF	-5	-0.0523721887045523	-5.5	-4.5	#F8F3FF
17	#FEFEFF	-26	-0.00588578978886233	-26.5	-25.5	#FEFEFF
18	#FFFCFB	-20	0.0162964502317044	-20.5	-19.5	#FFFCFB
19	#FDFCFF	-22	-0.0145248091838924	-22.5	-21.5	#FDFCFF
20	#FCFAFF	-18	-0.0202017131837326	-18.5	-17.5	#FCFAFF
21	#FFFFFF	-29	-0.0017241489647896	-29.5	-28.5	#FFFFFF
22	#FFFEFD	-25	0.00761841014033204	-25.5	-24.5	#FFFEFD
23	#FFF8F6	-11	0.0342973488351135	-11.5	-10.5	#FFF8F6
24	#FF0000	-1	1	-1.5	-0.5	#FF0000
25	#FFFAF8	-16	0.0259201555427839	-16.5	-15.5	#FFFAF8
26	#FFFFFF	-30	-0.00057495548479644	-30.5	-29.5	#FFFFFF
27	#FBF7FF	-12	-0.0336452868557221	-12.5	-11.5	#FBF7FF
28	#FEFEFF	-28	-0.003877714526233	-28.5	-27.5	#FEFEFF
29	#FFF8F5	-6	0.0385056312678418	-6.5	-5.5	#FFF8F5
30	#FBF8FF	-14	-0.0276777923851142	-14.5	-13.5	#FBF8FF
