group	y
1	-26.3
2	-6.3
3	-9.3
4	-27.3
5	-11.3
6	-3.3
7	-1.3
8	-17.3
9	-21.3
10	-5.3
11	-19.3
12	-15.3
13	-16.3
14	-23.3
15	-2.3
16	-20.3
17	-30.3
18	-18.3
19	-13.3
20	-24.3
21	-7.3
22	-8.3
23	-14.3
24	-22.3
25	-12.3
26	-28.3
27	-29.3
28	-4.3
29	-25.3
30	-10.3
