fill	x	y	key	tooltip	clickSelects	showSelected1	group	xmin	xmax	ymin	ymax	colour	size
#F9F5FF	1	-20	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	-0.0443033592262638	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Interaction.Type_Phone	658	0.5	1.5	-20.5	-19.5	#F9F5FF	0
#FEFDFF	1	-25	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	-0.00830900918680279	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Interaction.Type_Unknown	659	0.5	1.5	-25.5	-24.5	#FEFDFF	0
#FFF8F5	1	-23	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	0.038865677727419	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	ETLP_avg	660	0.5	1.5	-23.5	-22.5	#FFF8F5	0
#FFE3D8	1	-14	Learning.module.materials..i.e..power.points..handouts.	0.148469405153543	Learning.module.materials..i.e..power.points..handouts.	District.Leadership.Team.Members	661	0.5	1.5	-14.5	-13.5	#FFE3D8	0
#FFF4F0	1	-24	Learning.module.materials..i.e..power.points..handouts.	0.056179721064515	Learning.module.materials..i.e..power.points..handouts.	District.Contact.Person	662	0.5	1.5	-24.5	-23.5	#FFF4F0	0
#FFF5F1	1	-22	Learning.module.materials..i.e..power.points..handouts.	0.0517576614141534	Learning.module.materials..i.e..power.points..handouts.	Building.Leadership.Team.Members	663	0.5	1.5	-22.5	-21.5	#FFF5F1	0
#FFD8CB	1	-4	Learning.module.materials..i.e..power.points..handouts.	0.202307436790045	Learning.module.materials..i.e..power.points..handouts.	Other.District.Administrators	664	0.5	1.5	-4.5	-3.5	#FFD8CB	0
#FFF4F0	1	-21	Learning.module.materials..i.e..power.points..handouts.	0.0560815777192896	Learning.module.materials..i.e..power.points..handouts.	Other.Building.Administrators	665	0.5	1.5	-21.5	-20.5	#FFF4F0	0
#FFE8E0	1	-16	Learning.module.materials..i.e..power.points..handouts.	0.119052049210983	Learning.module.materials..i.e..power.points..handouts.	Building.level.Educators	666	0.5	1.5	-16.5	-15.5	#FFE8E0	0
#FEFEFF	1	-27	Learning.module.materials..i.e..power.points..handouts.	-0.00458492331513426	Learning.module.materials..i.e..power.points..handouts.	RPDC.Director	667	0.5	1.5	-27.5	-26.5	#FEFEFF	0
#FFF6F3	1	-20	Learning.module.materials..i.e..power.points..handouts.	0.0453024074150649	Learning.module.materials..i.e..power.points..handouts.	Area.Supervisor	668	0.5	1.5	-20.5	-19.5	#FFF6F3	0
#FCFAFF	1	-19	Learning.module.materials..i.e..power.points..handouts.	-0.0202017131837326	Learning.module.materials..i.e..power.points..handouts.	Parents	669	0.5	1.5	-19.5	-18.5	#FCFAFF	0
#FFF0EA	1	-15	Learning.module.materials..i.e..power.points..handouts.	0.0786178757998256	Learning.module.materials..i.e..power.points..handouts.	Collaborative.teams	670	0.5	1.5	-15.5	-14.5	#FFF0EA	0
#FFE7DE	1	-10	Learning.module.materials..i.e..power.points..handouts.	0.128057924265174	Learning.module.materials..i.e..power.points..handouts.	Common.formative.assessment	671	0.5	1.5	-10.5	-9.5	#FFE7DE	0
#FFF9F7	1	-23	Learning.module.materials..i.e..power.points..handouts.	0.0322567415796808	Learning.module.materials..i.e..power.points..handouts.	Data.based.decision.making	672	0.5	1.5	-23.5	-22.5	#FFF9F7	0
#FFE7DE	1	-10	Learning.module.materials..i.e..power.points..handouts.	0.128430792543307	Learning.module.materials..i.e..power.points..handouts.	Effective.teaching.learning.practices	673	0.5	1.5	-10.5	-9.5	#FFE7DE	0
#FFF6F2	1	-23	Learning.module.materials..i.e..power.points..handouts.	0.049539311832842	Learning.module.materials..i.e..power.points..handouts.	Instructional.Leadership	674	0.5	1.5	-23.5	-22.5	#FFF6F2	0
#FFEFE9	1	-14	Learning.module.materials..i.e..power.points..handouts.	0.0840298168520392	Learning.module.materials..i.e..power.points..handouts.	School.based.implementation.coaching	675	0.5	1.5	-14.5	-13.5	#FFEFE9	0
#FFFBFA	1	-24	Learning.module.materials..i.e..power.points..handouts.	0.0193038906114959	Learning.module.materials..i.e..power.points..handouts.	Collective.teacher.efficacy	676	0.5	1.5	-24.5	-23.5	#FFFBFA	0
#FFEBE3	1	-20	Learning.module.materials..i.e..power.points..handouts.	0.106832434618359	Learning.module.materials..i.e..power.points..handouts.	MMD.DCI.expectations.logistics.DESE.specifics	677	0.5	1.5	-20.5	-19.5	#FFEBE3	0
#FFFCFB	1	-27	Learning.module.materials..i.e..power.points..handouts.	0.0146823686837559	Learning.module.materials..i.e..power.points..handouts.	Alignment.and.systems.planning	678	0.5	1.5	-27.5	-26.5	#FFFCFB	0
#FFC9B6	1	-3	Learning.module.materials..i.e..power.points..handouts.	0.284462391830705	Learning.module.materials..i.e..power.points..handouts.	Practice.profiles	679	0.5	1.5	-3.5	-2.5	#FFC9B6	0
#FFC0AB	1	-7	Learning.module.materials..i.e..power.points..handouts.	0.328330852568892	Learning.module.materials..i.e..power.points..handouts.	Self.assessment.practice.profile..SAPP.	680	0.5	1.5	-7.5	-6.5	#FFC0AB	0
#FF0000	1	-1	Learning.module.materials..i.e..power.points..handouts.	1	Learning.module.materials..i.e..power.points..handouts.	Learning.module.materials..i.e..power.points..handouts.	681	0.5	1.5	-1.5	-0.5	#FF0000	0
#FFC9B7	1	-7	Learning.module.materials..i.e..power.points..handouts.	0.280735297470734	Learning.module.materials..i.e..power.points..handouts.	DESE.virtual.learning.platform	682	0.5	1.5	-7.5	-6.5	#FFC9B7	0
#F2E8FF	1	-8	Learning.module.materials..i.e..power.points..handouts.	-0.0977300020281857	Learning.module.materials..i.e..power.points..handouts.	Review.of.CFA.data	683	0.5	1.5	-8.5	-7.5	#F2E8FF	0
#FFE7DE	1	-19	Learning.module.materials..i.e..power.points..handouts.	0.128319549841919	Learning.module.materials..i.e..power.points..handouts.	CWIS	684	0.5	1.5	-19.5	-18.5	#FFE7DE	0
#F3EBFF	1	-11	Learning.module.materials..i.e..power.points..handouts.	-0.0864421242568716	Learning.module.materials..i.e..power.points..handouts.	Distance.Learning	685	0.5	1.5	-11.5	-10.5	#F3EBFF	0
#FFDFD3	1	-7	Learning.module.materials..i.e..power.points..handouts.	0.170021436795687	Learning.module.materials..i.e..power.points..handouts.	Virtual.Learning.Modules.and.or.PowerPoints	686	0.5	1.5	-7.5	-6.5	#FFDFD3	0
#FFE9E0	1	-5	Learning.module.materials..i.e..power.points..handouts.	0.117515345023701	Learning.module.materials..i.e..power.points..handouts.	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	687	0.5	1.5	-5.5	-4.5	#FFE9E0	0
#F5EDFF	1	-15	Learning.module.materials..i.e..power.points..handouts.	-0.0741889903098984	Learning.module.materials..i.e..power.points..handouts.	Interaction.Type_Virtual	688	0.5	1.5	-15.5	-14.5	#F5EDFF	0
#EDE0FF	1	-16	Learning.module.materials..i.e..power.points..handouts.	-0.131327888958711	Learning.module.materials..i.e..power.points..handouts.	Interaction.Type_In-person	689	0.5	1.5	-16.5	-15.5	#EDE0FF	0
#F5EDFF	1	-12	Learning.module.materials..i.e..power.points..handouts.	-0.0746499709449827	Learning.module.materials..i.e..power.points..handouts.	Interaction.Type_In-person and virtual	690	0.5	1.5	-12.5	-11.5	#F5EDFF	0
#F6EFFF	1	-14	Learning.module.materials..i.e..power.points..handouts.	-0.068352619555174	Learning.module.materials..i.e..power.points..handouts.	Interaction.Type_Phone	691	0.5	1.5	-14.5	-13.5	#F6EFFF	0
#FCFAFF	1	-19	Learning.module.materials..i.e..power.points..handouts.	-0.0204661357531489	Learning.module.materials..i.e..power.points..handouts.	Interaction.Type_Unknown	692	0.5	1.5	-19.5	-18.5	#FCFAFF	0
#F4ECFF	1	-13	Learning.module.materials..i.e..power.points..handouts.	-0.0825346837376902	Learning.module.materials..i.e..power.points..handouts.	ETLP_avg	693	0.5	1.5	-13.5	-12.5	#F4ECFF	0
#FFEAE2	1	-18	MMD.DCI.expectations.logistics.DESE.specifics	0.111007813929675	MMD.DCI.expectations.logistics.DESE.specifics	District.Leadership.Team.Members	694	0.5	1.5	-18.5	-17.5	#FFEAE2	0
#FFBFA9	1	-5	MMD.DCI.expectations.logistics.DESE.specifics	0.335201382520433	MMD.DCI.expectations.logistics.DESE.specifics	District.Contact.Person	695	0.5	1.5	-5.5	-4.5	#FFBFA9	0
#F4EBFF	1	-19	MMD.DCI.expectations.logistics.DESE.specifics	-0.0835737197239598	MMD.DCI.expectations.logistics.DESE.specifics	Building.Leadership.Team.Members	696	0.5	1.5	-19.5	-18.5	#F4EBFF	0
#FFF4F1	1	-19	MMD.DCI.expectations.logistics.DESE.specifics	0.0551941690878849	MMD.DCI.expectations.logistics.DESE.specifics	Other.District.Administrators	697	0.5	1.5	-19.5	-18.5	#FFF4F1	0
#E6D4FF	1	-6	MMD.DCI.expectations.logistics.DESE.specifics	-0.183031688674345	MMD.DCI.expectations.logistics.DESE.specifics	Other.Building.Administrators	698	0.5	1.5	-6.5	-5.5	#E6D4FF	0
#CFB1FF	1	-5	MMD.DCI.expectations.logistics.DESE.specifics	-0.334385326850957	MMD.DCI.expectations.logistics.DESE.specifics	Building.level.Educators	699	0.5	1.5	-5.5	-4.5	#CFB1FF	0
#FFBFAA	1	-2	MMD.DCI.expectations.logistics.DESE.specifics	0.333113218559931	MMD.DCI.expectations.logistics.DESE.specifics	RPDC.Director	700	0.5	1.5	-2.5	-1.5	#FFBFAA	0
#FFE2D7	1	-5	MMD.DCI.expectations.logistics.DESE.specifics	0.154388394804988	MMD.DCI.expectations.logistics.DESE.specifics	Area.Supervisor	701	0.5	1.5	-5.5	-4.5	#FFE2D7	0
#FFFFFF	1	-30	MMD.DCI.expectations.logistics.DESE.specifics	-0.0017241489647896	MMD.DCI.expectations.logistics.DESE.specifics	Parents	702	0.5	1.5	-30.5	-29.5	#FFFFFF	0
#FFF9F7	1	-24	MMD.DCI.expectations.logistics.DESE.specifics	0.031304888933182	MMD.DCI.expectations.logistics.DESE.specifics	Collaborative.teams	703	0.5	1.5	-24.5	-23.5	#FFF9F7	0
#FCFAFF	1	-29	MMD.DCI.expectations.logistics.DESE.specifics	-0.0226152302030656	MMD.DCI.expectations.logistics.DESE.specifics	Common.formative.assessment	704	0.5	1.5	-29.5	-28.5	#FCFAFF	0
#FFFCFA	1	-29	MMD.DCI.expectations.logistics.DESE.specifics	0.0175890433842311	MMD.DCI.expectations.logistics.DESE.specifics	Data.based.decision.making	705	0.5	1.5	-29.5	-28.5	#FFFCFA	0
#E8D7FF	1	-8	MMD.DCI.expectations.logistics.DESE.specifics	-0.168810815005397	MMD.DCI.expectations.logistics.DESE.specifics	Effective.teaching.learning.practices	706	0.5	1.5	-8.5	-7.5	#E8D7FF	0
#FFDED3	1	-8	MMD.DCI.expectations.logistics.DESE.specifics	0.170365310928963	MMD.DCI.expectations.logistics.DESE.specifics	Instructional.Leadership	707	0.5	1.5	-8.5	-7.5	#FFDED3	0
#FFE6DD	1	-9	MMD.DCI.expectations.logistics.DESE.specifics	0.132023539838621	MMD.DCI.expectations.logistics.DESE.specifics	School.based.implementation.coaching	708	0.5	1.5	-9.5	-8.5	#FFE6DD	0
#FFE9E1	1	-7	MMD.DCI.expectations.logistics.DESE.specifics	0.114346383447697	MMD.DCI.expectations.logistics.DESE.specifics	Collective.teacher.efficacy	709	0.5	1.5	-7.5	-6.5	#FFE9E1	0
#FF0000	1	-1	MMD.DCI.expectations.logistics.DESE.specifics	1	MMD.DCI.expectations.logistics.DESE.specifics	MMD.DCI.expectations.logistics.DESE.specifics	710	0.5	1.5	-1.5	-0.5	#FF0000	0
#FFB8A1	1	-2	MMD.DCI.expectations.logistics.DESE.specifics	0.369350968186229	MMD.DCI.expectations.logistics.DESE.specifics	Alignment.and.systems.planning	711	0.5	1.5	-2.5	-1.5	#FFB8A1	0
#FFD7CA	1	-8	MMD.DCI.expectations.logistics.DESE.specifics	0.207129617861373	MMD.DCI.expectations.logistics.DESE.specifics	Practice.profiles	712	0.5	1.5	-8.5	-7.5	#FFD7CA	0
#FFAB91	1	-3	MMD.DCI.expectations.logistics.DESE.specifics	0.433892753399891	MMD.DCI.expectations.logistics.DESE.specifics	Self.assessment.practice.profile..SAPP.	713	0.5	1.5	-3.5	-2.5	#FFAB91	0
#FFEBE3	1	-13	MMD.DCI.expectations.logistics.DESE.specifics	0.106832434618359	MMD.DCI.expectations.logistics.DESE.specifics	Learning.module.materials..i.e..power.points..handouts.	714	0.5	1.5	-13.5	-12.5	#FFEBE3	0
#FF8767	1	-2	MMD.DCI.expectations.logistics.DESE.specifics	0.610350113675494	MMD.DCI.expectations.logistics.DESE.specifics	DESE.virtual.learning.platform	715	0.5	1.5	-2.5	-1.5	#FF8767	0
#F9F4FF	1	-17	MMD.DCI.expectations.logistics.DESE.specifics	-0.0484482214245182	MMD.DCI.expectations.logistics.DESE.specifics	Review.of.CFA.data	716	0.5	1.5	-17.5	-16.5	#F9F4FF	0
#FF997C	1	-2	MMD.DCI.expectations.logistics.DESE.specifics	0.523047183046563	MMD.DCI.expectations.logistics.DESE.specifics	CWIS	717	0.5	1.5	-2.5	-1.5	#FF997C	0
#FFF2ED	1	-16	MMD.DCI.expectations.logistics.DESE.specifics	0.0694729933950427	MMD.DCI.expectations.logistics.DESE.specifics	Distance.Learning	718	0.5	1.5	-16.5	-15.5	#FFF2ED	0
#FFE2D8	1	-9	MMD.DCI.expectations.logistics.DESE.specifics	0.151959258246451	MMD.DCI.expectations.logistics.DESE.specifics	Virtual.Learning.Modules.and.or.PowerPoints	719	0.5	1.5	-9.5	-8.5	#FFE2D8	0
#FBF8FF	1	-23	MMD.DCI.expectations.logistics.DESE.specifics	-0.0282136694831834	MMD.DCI.expectations.logistics.DESE.specifics	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	720	0.5	1.5	-23.5	-22.5	#FBF8FF	0
#EFE4FF	1	-10	MMD.DCI.expectations.logistics.DESE.specifics	-0.116006938752566	MMD.DCI.expectations.logistics.DESE.specifics	Interaction.Type_Virtual	721	0.5	1.5	-10.5	-9.5	#EFE4FF	0
#DAC2FF	1	-6	MMD.DCI.expectations.logistics.DESE.specifics	-0.261431755540263	MMD.DCI.expectations.logistics.DESE.specifics	Interaction.Type_In-person	722	0.5	1.5	-6.5	-5.5	#DAC2FF	0
#F3E9FF	1	-8	MMD.DCI.expectations.logistics.DESE.specifics	-0.0917061501378195	MMD.DCI.expectations.logistics.DESE.specifics	Interaction.Type_In-person and virtual	723	0.5	1.5	-8.5	-7.5	#F3E9FF	0
#EFE3FF	1	-9	MMD.DCI.expectations.logistics.DESE.specifics	-0.11959910363568	MMD.DCI.expectations.logistics.DESE.specifics	Interaction.Type_Phone	724	0.5	1.5	-9.5	-8.5	#EFE3FF	0
#FCF9FF	1	-15	MMD.DCI.expectations.logistics.DESE.specifics	-0.0257391843629454	MMD.DCI.expectations.logistics.DESE.specifics	Interaction.Type_Unknown	725	0.5	1.5	-15.5	-14.5	#FCF9FF	0
#FBF7FF	1	-25	MMD.DCI.expectations.logistics.DESE.specifics	-0.0340253813531733	MMD.DCI.expectations.logistics.DESE.specifics	ETLP_avg	726	0.5	1.5	-25.5	-24.5	#FBF7FF	0
#FFF6F3	1	-26	Other.Building.Administrators	0.0452619060749653	Other.Building.Administrators	District.Leadership.Team.Members	727	0.5	1.5	-26.5	-25.5	#FFF6F3	0
#E9D9FF	1	-14	Other.Building.Administrators	-0.162257838886392	Other.Building.Administrators	District.Contact.Person	728	0.5	1.5	-14.5	-13.5	#E9D9FF	0
#FFC8B5	1	-5	Other.Building.Administrators	0.288863511687951	Other.Building.Administrators	Building.Leadership.Team.Members	729	0.5	1.5	-5.5	-4.5	#FFC8B5	0
#FFE2D8	1	-7	Other.Building.Administrators	0.151920369557052	Other.Building.Administrators	Other.District.Administrators	730	0.5	1.5	-7.5	-6.5	#FFE2D8	0
#FF0000	1	-1	Other.Building.Administrators	1	Other.Building.Administrators	Other.Building.Administrators	731	0.5	1.5	-1.5	-0.5	#FF0000	0
#FFC0AB	1	-6	Other.Building.Administrators	0.329130599072631	Other.Building.Administrators	Building.level.Educators	732	0.5	1.5	-6.5	-5.5	#FFC0AB	0
#F5EEFF	1	-14	Other.Building.Administrators	-0.0731163742496243	Other.Building.Administrators	RPDC.Director	733	0.5	1.5	-14.5	-13.5	#F5EEFF	0
#FFDFD4	1	-3	Other.Building.Administrators	0.165409881222657	Other.Building.Administrators	Area.Supervisor	734	0.5	1.5	-3.5	-2.5	#FFDFD4	0
#FFFEFD	1	-26	Other.Building.Administrators	0.00761841014033204	Other.Building.Administrators	Parents	735	0.5	1.5	-26.5	-25.5	#FFFEFD	0
#FFE9E1	1	-12	Other.Building.Administrators	0.1133941405621	Other.Building.Administrators	Collaborative.teams	736	0.5	1.5	-12.5	-11.5	#FFE9E1	0
#FFDACD	1	-5	Other.Building.Administrators	0.193981096458159	Other.Building.Administrators	Common.formative.assessment	737	0.5	1.5	-5.5	-4.5	#FFDACD	0
#FFEFE8	1	-15	Other.Building.Administrators	0.086374948368235	Other.Building.Administrators	Data.based.decision.making	738	0.5	1.5	-15.5	-14.5	#FFEFE8	0
#FFF2EE	1	-17	Other.Building.Administrators	0.0660828480980431	Other.Building.Administrators	Effective.teaching.learning.practices	739	0.5	1.5	-17.5	-16.5	#FFF2EE	0
#F8F2FF	1	-21	Other.Building.Administrators	-0.0545672060153286	Other.Building.Administrators	Instructional.Leadership	740	0.5	1.5	-21.5	-20.5	#F8F2FF	0
#F7F1FF	1	-21	Other.Building.Administrators	-0.0589885394765255	Other.Building.Administrators	School.based.implementation.coaching	741	0.5	1.5	-21.5	-20.5	#F7F1FF	0
#FFEBE4	1	-8	Other.Building.Administrators	0.102343775177134	Other.Building.Administrators	Collective.teacher.efficacy	742	0.5	1.5	-8.5	-7.5	#FFEBE4	0
#E6D4FF	1	-10	Other.Building.Administrators	-0.183031688674345	Other.Building.Administrators	MMD.DCI.expectations.logistics.DESE.specifics	743	0.5	1.5	-10.5	-9.5	#E6D4FF	0
#EFE4FF	1	-14	Other.Building.Administrators	-0.116592150895684	Other.Building.Administrators	Alignment.and.systems.planning	744	0.5	1.5	-14.5	-13.5	#EFE4FF	0
#FFF7F5	1	-23	Other.Building.Administrators	0.039811964730117	Other.Building.Administrators	Practice.profiles	745	0.5	1.5	-23.5	-22.5	#FFF7F5	0
#FBF7FF	1	-27	Other.Building.Administrators	-0.0318334699547385	Other.Building.Administrators	Self.assessment.practice.profile..SAPP.	746	0.5	1.5	-27.5	-26.5	#FBF7FF	0
#FFF4F0	1	-22	Other.Building.Administrators	0.0560815777192896	Other.Building.Administrators	Learning.module.materials..i.e..power.points..handouts.	747	0.5	1.5	-22.5	-21.5	#FFF4F0	0
#E7D7FF	1	-13	Other.Building.Administrators	-0.172318512877214	Other.Building.Administrators	DESE.virtual.learning.platform	748	0.5	1.5	-13.5	-12.5	#E7D7FF	0
#FFEEE8	1	-10	Other.Building.Administrators	0.0882798015893063	Other.Building.Administrators	Review.of.CFA.data	749	0.5	1.5	-10.5	-9.5	#FFEEE8	0
#E9DAFF	1	-15	Other.Building.Administrators	-0.158443162023793	Other.Building.Administrators	CWIS	750	0.5	1.5	-15.5	-14.5	#E9DAFF	0
#F8F2FF	1	-20	Other.Building.Administrators	-0.0548173941796373	Other.Building.Administrators	Distance.Learning	751	0.5	1.5	-20.5	-19.5	#F8F2FF	0
#E5D3FF	1	-6	Other.Building.Administrators	-0.185779410540138	Other.Building.Administrators	Virtual.Learning.Modules.and.or.PowerPoints	752	0.5	1.5	-6.5	-5.5	#E5D3FF	0
#F9F5FF	1	-14	Other.Building.Administrators	-0.0431625588562055	Other.Building.Administrators	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	753	0.5	1.5	-14.5	-13.5	#F9F5FF	0
#FAF7FF	1	-25	Other.Building.Administrators	-0.0344781770563908	Other.Building.Administrators	Interaction.Type_Virtual	754	0.5	1.5	-25.5	-24.5	#FAF7FF	0
#FFE3DA	1	-14	Other.Building.Administrators	0.144308856608159	Other.Building.Administrators	Interaction.Type_In-person	755	0.5	1.5	-14.5	-13.5	#FFE3DA	0
#F4ECFF	1	-11	Other.Building.Administrators	-0.0801457296485597	Other.Building.Administrators	Interaction.Type_In-person and virtual	756	0.5	1.5	-11.5	-10.5	#F4ECFF	0
#FEFCFF	1	-25	Other.Building.Administrators	-0.0112843093899295	Other.Building.Administrators	Interaction.Type_Phone	757	0.5	1.5	-25.5	-24.5	#FEFCFF	0
#FDFCFF	1	-23	Other.Building.Administrators	-0.0122190751803561	Other.Building.Administrators	Interaction.Type_Unknown	758	0.5	1.5	-23.5	-22.5	#FDFCFF	0
#EFE4FF	1	-8	Other.Building.Administrators	-0.115485880907884	Other.Building.Administrators	ETLP_avg	759	0.5	1.5	-8.5	-7.5	#EFE4FF	0
#FFDCCF	1	-10	Other.District.Administrators	0.184094469378644	Other.District.Administrators	District.Leadership.Team.Members	760	0.5	1.5	-10.5	-9.5	#FFDCCF	0
#FFDFD3	1	-12	Other.District.Administrators	0.169558596055391	Other.District.Administrators	District.Contact.Person	761	0.5	1.5	-12.5	-11.5	#FFDFD3	0
#FFE4DA	1	-11	Other.District.Administrators	0.140735488295143	Other.District.Administrators	Building.Leadership.Team.Members	762	0.5	1.5	-11.5	-10.5	#FFE4DA	0
#FF0000	1	-1	Other.District.Administrators	1	Other.District.Administrators	Other.District.Administrators	763	0.5	1.5	-1.5	-0.5	#FF0000	0
#FFE2D8	1	-11	Other.District.Administrators	0.151920369557052	Other.District.Administrators	Other.Building.Administrators	764	0.5	1.5	-11.5	-10.5	#FFE2D8	0
#FFFCFB	1	-27	Other.District.Administrators	0.0152963574385851	Other.District.Administrators	Building.level.Educators	765	0.5	1.5	-27.5	-26.5	#FFFCFB	0
#FFC9B6	1	-5	Other.District.Administrators	0.284114433303677	Other.District.Administrators	RPDC.Director	766	0.5	1.5	-5.5	-4.5	#FFC9B6	0
#FFEDE7	1	-13	Other.District.Administrators	0.0930680838986455	Other.District.Administrators	Area.Supervisor	767	0.5	1.5	-13.5	-12.5	#FFEDE7	0
#FFF8F6	1	-12	Other.District.Administrators	0.0342973488351135	Other.District.Administrators	Parents	768	0.5	1.5	-12.5	-11.5	#FFF8F6	0
#FFF5F1	1	-18	Other.District.Administrators	0.0530309398056951	Other.District.Administrators	Collaborative.teams	769	0.5	1.5	-18.5	-17.5	#FFF5F1	0
#FEFDFF	1	-31	Other.District.Administrators	-0.0100905471186578	Other.District.Administrators	Common.formative.assessment	770	0.5	1.5	-31.5	-30.5	#FEFDFF	0
#FFF9F7	1	-24	Other.District.Administrators	0.0302128505829212	Other.District.Administrators	Data.based.decision.making	771	0.5	1.5	-24.5	-23.5	#FFF9F7	0
#FFF8F6	1	-24	Other.District.Administrators	0.0343941661053303	Other.District.Administrators	Effective.teaching.learning.practices	772	0.5	1.5	-24.5	-23.5	#FFF8F6	0
#FFF9F7	1	-27	Other.District.Administrators	0.030179025536612	Other.District.Administrators	Instructional.Leadership	773	0.5	1.5	-27.5	-26.5	#FFF9F7	0
#FEFDFF	1	-29	Other.District.Administrators	-0.0069239743974298	Other.District.Administrators	School.based.implementation.coaching	774	0.5	1.5	-29.5	-28.5	#FEFDFF	0
#F7F1FF	1	-14	Other.District.Administrators	-0.0595443323842398	Other.District.Administrators	Collective.teacher.efficacy	775	0.5	1.5	-14.5	-13.5	#F7F1FF	0
#FFF4F1	1	-23	Other.District.Administrators	0.0551941690878849	Other.District.Administrators	MMD.DCI.expectations.logistics.DESE.specifics	776	0.5	1.5	-23.5	-22.5	#FFF4F1	0
#FFEBE4	1	-16	Other.District.Administrators	0.104269172534289	Other.District.Administrators	Alignment.and.systems.planning	777	0.5	1.5	-16.5	-15.5	#FFEBE4	0
#FFD5C6	1	-5	Other.District.Administrators	0.22145311331617	Other.District.Administrators	Practice.profiles	778	0.5	1.5	-5.5	-4.5	#FFD5C6	0
#FFE5DC	1	-14	Other.District.Administrators	0.134995193911755	Other.District.Administrators	Self.assessment.practice.profile..SAPP.	779	0.5	1.5	-14.5	-13.5	#FFE5DC	0
#FFD8CB	1	-5	Other.District.Administrators	0.202307436790045	Other.District.Administrators	Learning.module.materials..i.e..power.points..handouts.	780	0.5	1.5	-5.5	-4.5	#FFD8CB	0
#FFF0EB	1	-21	Other.District.Administrators	0.0779533535762899	Other.District.Administrators	DESE.virtual.learning.platform	781	0.5	1.5	-21.5	-20.5	#FFF0EB	0
#FBF7FF	1	-22	Other.District.Administrators	-0.0328497941414236	Other.District.Administrators	Review.of.CFA.data	782	0.5	1.5	-22.5	-21.5	#FBF7FF	0
#FFE5DC	1	-18	Other.District.Administrators	0.13445522955216	Other.District.Administrators	CWIS	783	0.5	1.5	-18.5	-17.5	#FFE5DC	0
#F0E4FF	1	-5	Other.District.Administrators	-0.11365608878298	Other.District.Administrators	Distance.Learning	784	0.5	1.5	-5.5	-4.5	#F0E4FF	0
#F8F2FF	1	-27	Other.District.Administrators	-0.055472448657564	Other.District.Administrators	Virtual.Learning.Modules.and.or.PowerPoints	785	0.5	1.5	-27.5	-26.5	#F8F2FF	0
#FAF5FF	1	-15	Other.District.Administrators	-0.0414578871094681	Other.District.Administrators	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	786	0.5	1.5	-15.5	-14.5	#FAF5FF	0
#EEE1FF	1	-6	Other.District.Administrators	-0.125262518277609	Other.District.Administrators	Interaction.Type_Virtual	787	0.5	1.5	-6.5	-5.5	#EEE1FF	0
#F5EDFF	1	-25	Other.District.Administrators	-0.0750856338823678	Other.District.Administrators	Interaction.Type_In-person	788	0.5	1.5	-25.5	-24.5	#F5EDFF	0
#F0E4FF	1	-5	Other.District.Administrators	-0.113427567031304	Other.District.Administrators	Interaction.Type_In-person and virtual	789	0.5	1.5	-5.5	-4.5	#F0E4FF	0
#FEFCFF	1	-24	Other.District.Administrators	-0.0114368438408434	Other.District.Administrators	Interaction.Type_Phone	790	0.5	1.5	-24.5	-23.5	#FEFCFF	0
#FFF8F5	1	-12	Other.District.Administrators	0.0380376389210016	Other.District.Administrators	Interaction.Type_Unknown	791	0.5	1.5	-12.5	-11.5	#FFF8F5	0
#F4ECFF	1	-15	Other.District.Administrators	-0.0797153858704701	Other.District.Administrators	ETLP_avg	792	0.5	1.5	-15.5	-14.5	#F4ECFF	0
#FFFDFC	1	-31	Parents	0.0110273790374047	Parents	District.Leadership.Team.Members	793	0.5	1.5	-31.5	-30.5	#FFFDFC	0
#FFFCFA	1	-29	Parents	0.0176673246020725	Parents	District.Contact.Person	794	0.5	1.5	-29.5	-28.5	#FFFCFA	0
#FFF9F6	1	-26	Parents	0.0330442397354882	Parents	Building.Leadership.Team.Members	795	0.5	1.5	-26.5	-25.5	#FFF9F6	0
#FFF8F6	1	-24	Parents	0.0342973488351135	Parents	Other.District.Administrators	796	0.5	1.5	-24.5	-23.5	#FFF8F6	0
#FFFEFD	1	-31	Parents	0.00761841014033204	Parents	Other.Building.Administrators	797	0.5	1.5	-31.5	-30.5	#FFFEFD	0
#FDFCFF	1	-29	Parents	-0.0123887379451369	Parents	Building.level.Educators	798	0.5	1.5	-29.5	-28.5	#FDFCFF	0
#FFFFFF	1	-31	Parents	-0.00057495548479644	Parents	RPDC.Director	799	0.5	1.5	-31.5	-30.5	#FFFFFF	0
#FFFBF9	1	-28	Parents	0.0236326444228562	Parents	Area.Supervisor	800	0.5	1.5	-28.5	-27.5	#FFFBF9	0
#FF0000	1	-1	Parents	1	Parents	Parents	801	0.5	1.5	-1.5	-0.5	#FF0000	0
